cds,rtype,sname,dname,cname,Enroll12,NumTstTakr,AvgScrEng,AvgScrRead,AvgScrMath,AvgScrSci,NumGE21,PctGE21,year
19647330111583,S,Animo Jackie Robinson High                        ,Los Angeles Unified                               ,Los Angeles    ,139,51,14,15,17,16,3,5.88,1415
19647330111625,S,Animo Watts College Preparatory Academy           ,Los Angeles Unified                               ,Los Angeles    ,123,48,12,14,16,15,1,2.08,1415
19647330111641,S,Alliance Ouchi-O'Donovan 6-12 Complex,Los Angeles Unified                               ,Los Angeles    ,141,126,15,16,17,16,19,15.08,1415
19647330111658,S,Alliance Marc & Eva Stern Math and Science        ,Los Angeles Unified                               ,Los Angeles    ,143,112,16,17,18,17,22,19.64,1415
19647330112029,S,School of Business and Tourism at Contreras Learni,Los Angeles Unified                               ,Los Angeles    ,93,28,17,18,18,18,8,28.57,1415
19647330112037,S,East Valley Senior High                           ,Los Angeles Unified                               ,Los Angeles    ,155,10,*,*,*,*,*,*,1415
19647330112045,S,Arleta High                                       ,Los Angeles Unified                               ,Los Angeles    ,356,45,16,18,18,18,8,17.78,1415
19647330112052,S,Panorama High                                     ,Los Angeles Unified                               ,Los Angeles    ,234,35,16,16,17,17,3,8.57,1415
19647330112508,S,Bright Star Secondary Charter Academy             ,Los Angeles Unified                               ,Los Angeles    ,108,0,NA,NA,NA,NA,NA,NA,1415
19647330112557,S,Frederick Douglass Academy High                   ,Los Angeles Unified                               ,Los Angeles    ,69,33,14,15,16,14,1,3.03,1415
19647330112862,S,Student Empowerment Academy                       ,Los Angeles Unified                               ,Los Angeles    ,55,1,*,*,*,*,*,*,1415
19647330112870,S,Contreras Learning Center-Los Angeles School of Gl,Los Angeles Unified                               ,Los Angeles    ,83,31,14,16,17,17,2,6.45,1415
19647330114850,S,West Adams Preparatory High                       ,Los Angeles Unified                               ,Los Angeles    ,356,32,13,15,17,16,0,0,1415
19647330115030,S,Magnolia Science Academy 3,Los Angeles Unified                               ,Los Angeles    ,47,18,15,16,18,17,2,11.11,1415
19647330115212,S,Magnolia Science Academy 2,Los Angeles Unified                               ,Los Angeles    ,29,6,*,*,*,*,*,*,1415
19647330115253,S,Discovery Charter Preparatory No. 2,Los Angeles Unified                               ,Los Angeles    ,78,0,NA,NA,NA,NA,NA,NA,1415
19647331932128,S,"Crenshaw Science, Technology, Engineering, Math an",Los Angeles Unified                               ,Los Angeles    ,267,73,13,15,16,15,4,5.48,1415
19647331932383,S,Susan Miller Dorsey Senior High                   ,Los Angeles Unified                               ,Los Angeles    ,271,62,14,16,16,16,4,6.45,1415
19647331932540,S,Eagle Rock High                                   ,Los Angeles Unified                               ,Los Angeles    ,413,114,21,21,21,21,60,52.63,1415
19647331932623,S,El Camino Real Charter High                       ,Los Angeles Unified                               ,Los Angeles    ,943,211,24,24,24,24,162,76.78,1415
19647331932847,S,Los Angeles Center for Enriched Studies           ,Los Angeles Unified                               ,Los Angeles    ,228,98,26,26,26,25,85,86.73,1415
19647331932888,S,Downtown Business High                            ,Los Angeles Unified                               ,Los Angeles    ,211,114,20,20,22,20,50,43.86,1415
19647331932920,S,Fairfax Senior High                               ,Los Angeles Unified                               ,Los Angeles    ,469,90,18,19,20,19,24,26.67,1415
19647331932987,S,John H. Francis Polytechnic                       ,Los Angeles Unified                               ,Los Angeles    ,775,98,18,18,20,19,32,32.65,1415
19647331933001,S,King/Drew Medical Magnet High                     ,Los Angeles Unified                               ,Los Angeles    ,315,177,19,19,19,19,58,32.77,1415
19647331933043,S,Benjamin Franklin Senior High                     ,Los Angeles Unified                               ,Los Angeles    ,306,67,17,18,20,19,21,31.34,1415
19647331933118,S,John C. Fremont Senior High                       ,Los Angeles Unified                               ,Los Angeles    ,460,50,16,18,18,17,8,16,1415
19647331933233,S,Sherman Oaks Center for Enriched Studies          ,Los Angeles Unified                               ,Los Angeles    ,249,84,24,24,24,24,64,76.19,1415
19647331933241,S,Gardena Senior High                               ,Los Angeles Unified                               ,Los Angeles    ,310,53,17,18,18,18,13,24.53,1415
19647331933381,S,James A. Garfield Senior High                     ,Los Angeles Unified                               ,Los Angeles    ,642,302,15,17,18,17,55,18.21,1415
19647331933746,S,Granada Hills Charter High                        ,Los Angeles Unified                               ,Los Angeles    ,1080,326,26,25,26,25,278,85.28,1415
19647331933795,S,Ulysses S. Grant Senior High                      ,Los Angeles Unified                               ,Los Angeles    ,460,59,19,19,20,19,21,35.59,1415
19647331933852,S,Alexander Hamilton Senior High                    ,Los Angeles Unified                               ,Los Angeles    ,642,216,21,21,20,21,101,46.76,1415
19647331934033,S,Hollywood Senior High                             ,Los Angeles Unified                               ,Los Angeles    ,341,100,18,19,19,19,35,35,1415
19647331934157,S,Huntington Park Senior High                       ,Los Angeles Unified                               ,Los Angeles    ,369,118,14,16,17,16,10,8.47,1415
19647331934371,S,Thomas Jefferson Senior High                      ,Los Angeles Unified                               ,Los Angeles    ,242,80,13,15,16,16,6,7.5,1415
19647331934454,S,David Starr Jordan Senior High                    ,Los Angeles Unified                               ,Los Angeles    ,128,31,15,17,17,17,2,6.45,1415
19647331935121,S,Abraham Lincoln Senior High                       ,Los Angeles Unified                               ,Los Angeles    ,305,52,21,20,23,20,30,57.69,1415
19647331935352,S,Los Angeles Senior High                           ,Los Angeles Unified                               ,Los Angeles    ,311,47,16,18,20,18,14,29.79,1415
19647331935519,S,Manual Arts Senior High                           ,Los Angeles Unified                               ,Los Angeles    ,347,151,14,15,16,16,12,7.95,1415
19647331935568,S,John Marshall Senior High                         ,Los Angeles Unified                               ,Los Angeles    ,601,195,21,22,21,21,97,49.74,1415
19647331935865,S,James Monroe High                                 ,Los Angeles Unified                               ,Los Angeles    ,520,109,17,18,19,19,29,26.61,1415
19647331936160,S,Nathaniel Narbonne Senior High                    ,Los Angeles Unified                               ,Los Angeles    ,446,75,20,20,19,19,31,41.33,1415
19647331936350,S,North Hollywood Senior High                       ,Los Angeles Unified                               ,Los Angeles    ,602,139,23,23,23,22,83,59.71,1415
19647331937085,S,Ramona Opportunity High                           ,Los Angeles Unified                               ,Los Angeles    ,15,0,NA,NA,NA,NA,NA,NA,1415
19647331937226,S,Reseda Senior High                                ,Los Angeles Unified                               ,Los Angeles    ,454,74,19,20,20,20,29,39.19,1415
19647331937424,S,Theodore Roosevelt Senior High                    ,Los Angeles Unified                               ,Los Angeles    ,468,119,15,17,18,17,19,15.97,1415
19647331937622,S,San Fernando Senior High                          ,Los Angeles Unified                               ,Los Angeles    ,477,106,17,18,19,19,30,28.3,1415
19647331937838,S,San Pedro Senior High                             ,Los Angeles Unified                               ,Los Angeles    ,550,122,19,20,20,20,51,41.8,1415
19647331938307,S,South Gate Senior High                            ,Los Angeles Unified                               ,Los Angeles    ,599,214,16,18,18,18,52,24.3,1415
19647331938554,S,Sylmar Senior High                                ,Los Angeles Unified                               ,Los Angeles    ,482,66,16,17,18,17,10,15.15,1415
19647331938612,S,William Howard Taft Charter High                  ,Los Angeles Unified                               ,Los Angeles    ,516,136,25,24,25,24,106,77.94,1415
19647331938885,S,University Senior High                            ,Los Angeles Unified                               ,Los Angeles    ,407,118,19,20,20,20,50,42.37,1415
19647331938968,S,Van Nuys Senior High                              ,Los Angeles Unified                               ,Los Angeles    ,567,93,24,25,24,23,71,76.34,1415
19647331939040,S,Venice Senior High                                ,Los Angeles Unified                               ,Los Angeles    ,390,101,22,23,23,22,63,62.38,1415
19647331939107,S,Verdugo Hills Senior High                         ,Los Angeles Unified                               ,Los Angeles    ,315,37,20,20,23,21,18,48.65,1415
19647331939305,S,George Washington Preparatory High                ,Los Angeles Unified                               ,Los Angeles    ,261,51,14,16,16,16,3,5.88,1415
19647331939479,S,WESM Health/Sports Medicine                       ,Los Angeles Unified                               ,Los Angeles    ,220,62,19,20,19,19,24,38.71,1415
19647331939859,S,Woodrow Wilson Senior High                        ,Los Angeles Unified                               ,Los Angeles    ,395,142,16,17,18,17,26,18.31,1415
19651360102459,S,Golden Valley High                                ,William S. Hart Union High                        ,Los Angeles    ,513,109,22,24,23,22,67,61.47,1415
19651360102475,S,West Ranch High                                   ,William S. Hart Union High                        ,Los Angeles    ,556,176,25,25,25,24,144,81.82,1415
19651360114439,S,Mission View Public                               ,William S. Hart Union High                        ,Los Angeles    ,779,3,*,*,*,*,*,*,1415
19651360117234,S,Santa Clarita Valley International                ,William S. Hart Union High                        ,Los Angeles    ,40,6,*,*,*,*,*,*,1415
19651360121731,S,"Albert Einstein Academy for Letters, Arts and Scie",William S. Hart Union High                        ,Los Angeles    ,68,0,NA,NA,NA,NA,NA,NA,1415
19651361931492,S,Canyon High                                       ,William S. Hart Union High                        ,Los Angeles    ,532,114,22,23,23,23,76,66.67,1415
19651361931740,S,Saugus High                                       ,William S. Hart Union High                        ,Los Angeles    ,582,126,24,24,24,24,97,76.98,1415
19651361932532,S,Learning Post High (Alternative)                  ,William S. Hart Union High                        ,Los Angeles    ,57,5,*,*,*,*,*,*,1415
19651361933902,S,William S. Hart High                              ,William S. Hart Union High                        ,Los Angeles    ,490,122,24,25,24,24,92,75.41,1415
19651361934421,S,Bowman (Jereann) High (Continuation)              ,William S. Hart Union High                        ,Los Angeles    ,361,1,*,*,*,*,*,*,1415
19651361995802,S,Valencia High                                     ,William S. Hart Union High                        ,Los Angeles    ,806,240,24,25,25,24,183,76.25,1415
19651361996263,S,Opportunities for Learning - Santa Clarita        ,William S. Hart Union High                        ,Los Angeles    ,401,0,NA,NA,NA,NA,NA,NA,1415
19651361996321,S,Academy of the Canyons                            ,William S. Hart Union High                        ,Los Angeles    ,95,30,27,27,25,24,26,86.67,1415
19734370000000,D,                                                  ,Compton Unified                                   ,Los Angeles    ,1359,263,15,17,17,17,35,13.31,1415
19734371931567,S,Centennial High                                   ,Compton Unified                                   ,Los Angeles    ,200,60,14,16,16,16,4,6.67,1415
19734371931963,S,Compton High                                      ,Compton Unified                                   ,Los Angeles    ,409,98,15,17,17,17,13,13.27,1415
19734371932326,S,Dominguez High                                    ,Compton Unified                                   ,Los Angeles    ,453,105,16,18,18,17,18,17.14,1415
19734371996057,S,Thurgood Marshall                                 ,Compton Unified                                   ,Los Angeles    ,14,0,NA,NA,NA,NA,NA,NA,1415
19734450000000,D,                                                  ,Hacienda la Puente Unified                        ,Los Angeles    ,1741,331,20,21,22,21,156,47.13,1415
19734451933316,S,Puente Hills High                                 ,Hacienda la Puente Unified                        ,Los Angeles    ,97,0,NA,NA,NA,NA,NA,NA,1415
19734451934801,S,La Puente High                                    ,Hacienda la Puente Unified                        ,Los Angeles    ,370,107,17,18,19,18,25,23.36,1415
19734451935246,S,Los Altos High                                    ,Hacienda la Puente Unified                        ,Los Angeles    ,491,71,22,22,23,22,42,59.15,1415
19734451939834,S,Glen A. Wilson High                               ,Hacienda la Puente Unified                        ,Los Angeles    ,417,120,23,24,25,23,82,68.33,1415
19734451939925,S,William Workman High                              ,Hacienda la Puente Unified                        ,Los Angeles    ,268,33,17,18,20,18,7,21.21,1415
19734520000000,D,                                                  ,Rowland Unified                                   ,Los Angeles    ,1255,160,23,24,25,23,116,72.5,1415
19734520120600,S,iQ Academy California-Los Angeles                 ,Rowland Unified                                   ,Los Angeles    ,47,0,NA,NA,NA,NA,NA,NA,1415
19734521936228,S,Nogales High                                      ,Rowland Unified                                   ,Los Angeles    ,428,56,20,22,22,21,30,53.57,1415
19734521937564,S,John A. Rowland High                              ,Rowland Unified                                   ,Los Angeles    ,620,104,24,25,27,25,86,82.69,1415
19734600000000,D,                                                  ,Walnut Valley Unified                             ,Los Angeles    ,1484,479,26,26,28,26,410,85.59,1415
19734601932862,S,Diamond Bar High                                  ,Walnut Valley Unified                             ,Los Angeles    ,726,290,26,26,28,25,247,85.17,1415
19734601939149,S,Walnut High                                       ,Walnut Valley Unified                             ,Los Angeles    ,742,189,26,27,28,26,163,86.24,1415
19752910000000,D,                                                  ,San Gabriel Unified                               ,Los Angeles    ,751,124,24,24,25,23,93,75,1415
19752911995810,S,Gabrielino High                                   ,San Gabriel Unified                               ,Los Angeles    ,451,119,24,24,25,23,92,77.31,1415
19752911996016,S,Options for Youth San Gabriel                     ,San Gabriel Unified                               ,Los Angeles    ,262,5,*,*,*,*,*,*,1415
19753090000000,D,                                                  ,Acton-Agua Dulce Unified                          ,Los Angeles    ,652,50,24,25,23,24,39,78,1415
19753090127100,S,Assurance Learning Academy                        ,Acton-Agua Dulce Unified                          ,Los Angeles    ,385,1,*,*,*,*,*,*,1415
19753090128603,S,Albert Einstein Academy Elementary                ,Acton-Agua Dulce Unified                          ,Los Angeles    ,1,32,25,25,23,24,26,81.25,1415
19753090129742,S,Hope Charter Academy                              ,Acton-Agua Dulce Unified                          ,Los Angeles    ,18,0,NA,NA,NA,NA,NA,NA,1415
19753090130781,S,Academy of Arts and Sciences: Los Angeles (9-12),Acton-Agua Dulce Unified                          ,Los Angeles    ,89,0,NA,NA,NA,NA,NA,NA,1415
19753090131383,S,SIATech Academy South                             ,Acton-Agua Dulce Unified                          ,Los Angeles    ,61,0,NA,NA,NA,NA,NA,NA,1415
19753091995786,S,Vasquez High                                      ,Acton-Agua Dulce Unified                          ,Los Angeles    ,96,17,24,25,23,23,13,76.47,1415
19753330000000,D,                                                  ,Manhattan Beach Unified                           ,Los Angeles    ,631,331,27,27,27,26,291,87.92,1415
19753331935808,S,Mira Costa High                                   ,Manhattan Beach Unified                           ,Los Angeles    ,620,331,27,27,27,26,291,87.92,1415
24000000000000,C,                                                  ,                                                  ,Merced         ,4394,736,19,20,20,20,282,38.32,1415
24102490000000,D,                                                  ,Merced County Office of Education                 ,Merced         ,343,0,NA,NA,NA,NA,NA,NA,1415
24102490106518,S,Merced Scholars Charter                           ,Merced County Office of Education                 ,Merced         ,14,0,NA,NA,NA,NA,NA,NA,1415
24656980000000,D,                                                  ,Hilmar Unified                                    ,Merced         ,177,38,20,22,20,21,21,55.26,1415
24656982432409,S,Hilmar High                                       ,Hilmar Unified                                    ,Merced         ,150,38,20,22,20,21,21,55.26,1415
24657300000000,D,                                                  ,Le Grand Union High                               ,Merced         ,126,53,16,18,17,17,10,18.87,1415
24657302433001,S,Le Grand High                                     ,Le Grand Union High                               ,Merced         ,98,53,16,18,17,17,10,18.87,1415
24657550000000,D,                                                  ,Los Banos Unified                                 ,Merced         ,766,104,20,21,21,21,47,45.19,1415
24657550119073,S,Crossroads Alternative Education Center           ,Los Banos Unified                                 ,Merced         ,36,0,NA,NA,NA,NA,NA,NA,1415
24657550120923,S,Pacheco High                                      ,Los Banos Unified                                 ,Merced         ,363,73,19,21,20,20,32,43.84,1415
24657552434207,S,Los Banos High                                    ,Los Banos Unified                                 ,Merced         ,271,31,21,21,22,21,15,48.39,1415
24657890000000,D,                                                  ,Merced Union High                                 ,Merced         ,2488,440,19,20,20,20,180,40.91,1415
24657892430049,S,Independence High (Alternative)                   ,Merced Union High                                 ,Merced         ,17,0,NA,NA,NA,NA,NA,NA,1415
24657892430098,S,Golden Valley High                                ,Merced Union High                                 ,Merced         ,459,95,19,20,20,20,35,36.84,1415
24657892430205,S,Buhach Colony High                                ,Merced Union High                                 ,Merced         ,391,97,18,20,20,20,32,32.99,1415
24657892430601,S,Atwater High                                      ,Merced Union High                                 ,Merced         ,470,79,19,20,19,19,27,34.18,1415
24657892433605,S,Livingston High                                   ,Merced Union High                                 ,Merced         ,264,60,18,19,20,20,22,36.67,1415
24657892435204,S,Merced High                                       ,Merced Union High                                 ,Merced         ,645,109,21,22,22,21,64,58.72,1415
24736190000000,D,                                                  ,Gustine Unified                                   ,Merced         ,135,20,21,21,21,21,11,55,1415
24736192431807,S,Gustine High                                      ,Gustine Unified                                   ,Merced         ,124,20,21,21,21,21,11,55,1415
24753170000000,D,                                                  ,Dos Palos Oro Loma Joint Unified                  ,Merced         ,177,16,18,20,18,18,4,25,1415
24753172431203,S,Dos Palos High                                    ,Dos Palos Oro Loma Joint Unified                  ,Merced         ,156,16,18,20,18,18,4,25,1415
24753660000000,D,                                                  ,Delhi Unified                                     ,Merced         ,182,65,16,16,17,17,9,13.85,1415
24753660114538,S,Shattuck Independent Study                        ,Delhi Unified                                     ,Merced         ,12,0,NA,NA,NA,NA,NA,NA,1415
24753662430114,S,Delhi High                                        ,Delhi Unified                                     ,Merced         ,149,65,16,16,17,17,9,13.85,1415
25000000000000,C,                                                  ,                                                  ,Modoc          ,95,17,19,22,19,20,8,47.06,1415
25735850000000,D,                                                  ,Modoc Joint Unified                               ,Modoc          ,53,7,*,*,*,*,*,*,1415
25735852535409,S,Modoc High                                        ,Modoc Joint Unified                               ,Modoc          ,52,7,*,*,*,*,*,*,1415
25735930000000,D,                                                  ,Tulelake Basin Joint Unified                      ,Modoc          ,30,10,*,*,*,*,*,*,1415
25735934737250,S,Tulelake High                                     ,Tulelake Basin Joint Unified                      ,Modoc          ,26,10,*,*,*,*,*,*,1415
26000000000000,C,                                                  ,                                                  ,Mono           ,590,28,23,23,23,22,18,64.29,1415
26102640000000,D,                                                  ,Mono County Office of Education                   ,Mono           ,489,0,NA,NA,NA,NA,NA,NA,1415
26102640124990,S,Urban Corps of San Diego County Charter           ,Mono County Office of Education                   ,Mono           ,279,0,NA,NA,NA,NA,NA,NA,1415
26102640125633,S,California Heritage Youthbuild Academy            ,Mono County Office of Education                   ,Mono           ,62,0,NA,NA,NA,NA,NA,NA,1415
26102640126698,S,Orange County Conservation Corps Charter          ,Mono County Office of Education                   ,Mono           ,139,0,NA,NA,NA,NA,NA,NA,1415
26736680000000,D,                                                  ,Eastern Sierra Unified                            ,Mono           ,33,4,*,*,*,*,*,*,1415
26736682635001,S,Lee Vining High                                   ,Eastern Sierra Unified                            ,Mono           ,24,4,*,*,*,*,*,*,1415
26736920000000,D,                                                  ,Mammoth Unified                                   ,Mono           ,68,24,22,22,23,22,14,58.33,1415
26736922630010,S,Mammoth High                                      ,Mammoth Unified                                   ,Mono           ,66,24,22,22,23,22,14,58.33,1415
27000000000000,C,                                                  ,                                                  ,Monterey       ,5311,885,21,22,21,21,456,51.53,1415
27102720000000,D,                                                  ,Monterey County Office of Education               ,Monterey       ,255,0,NA,NA,NA,NA,NA,NA,1415
27102722730232,S,Monterey County Home Charter                      ,Monterey County Office of Education               ,Monterey       ,94,0,NA,NA,NA,NA,NA,NA,1415
27659870000000,D,                                                  ,Carmel Unified                                    ,Monterey       ,202,131,27,27,26,26,121,92.37,1415
27659872730414,S,Carmel High                                       ,Carmel Unified                                    ,Monterey       ,193,131,27,27,26,26,121,92.37,1415
30665223030434,S,Bolsa Grande High                                 ,Garden Grove Unified                              ,Orange         ,538,170,21,22,22,21,95,55.88,1415
30665223032752,S,Garden Grove High                                 ,Garden Grove Unified                              ,Orange         ,607,86,23,23,24,22,63,73.26,1415
30665223033578,S,La Quinta High                                    ,Garden Grove Unified                              ,Orange         ,559,284,21,21,24,22,180,63.38,1415
30665223033933,S,Los Amigos High                                   ,Garden Grove Unified                              ,Orange         ,405,152,17,18,19,18,37,24.34,1415
30665223035581,S,Pacifica High                                     ,Garden Grove Unified                              ,Orange         ,447,112,22,23,23,22,72,64.29,1415
30665223035706,S,Rancho Alamitos High                              ,Garden Grove Unified                              ,Orange         ,454,19,21,21,22,21,12,63.16,1415
30665223036555,S,Santiago High                                     ,Garden Grove Unified                              ,Orange         ,550,51,18,20,21,21,22,43.14,1415
30665480000000,D,                                                  ,Huntington Beach Union High                       ,Orange         ,4302,958,24,25,25,24,754,78.71,1415
30665483030145,S,Ocean View High                                   ,Huntington Beach Union High                       ,Orange         ,381,88,21,23,22,22,48,54.55,1415
30665483030368,S,Coast High                                        ,Huntington Beach Union High                       ,Orange         ,80,0,NA,NA,NA,NA,NA,NA,1415
30665483031895,S,Edison High                                       ,Huntington Beach Union High                       ,Orange         ,711,172,25,25,25,25,146,84.88,1415
30665483032158,S,Fountain Valley High                              ,Huntington Beach Union High                       ,Orange         ,934,190,25,26,26,25,163,85.79,1415
30665483032943,S,Huntington Beach High                             ,Huntington Beach Union High                       ,Orange         ,692,276,25,25,25,24,230,83.33,1415
30665483034410,S,Marina High                                       ,Huntington Beach Union High                       ,Orange         ,629,130,24,25,26,24,99,76.15,1415
30665483038445,S,Westminster High                                  ,Huntington Beach Union High                       ,Orange         ,649,102,21,22,25,23,68,66.67,1415
30665550000000,D,                                                  ,Laguna Beach Unified                              ,Orange         ,226,137,28,27,26,26,124,90.51,1415
30665553033206,S,Laguna Beach High                                 ,Laguna Beach Unified                              ,Orange         ,222,137,28,27,26,26,124,90.51,1415
30665970000000,D,                                                  ,Newport-Mesa Unified                              ,Orange         ,1730,662,25,25,25,24,512,77.34,1415
30665970111666,S,Early College High                                ,Newport-Mesa Unified                              ,Orange         ,41,34,20,20,21,20,17,50,1415
30665973030186,S,Monte Vista High                                  ,Newport-Mesa Unified                              ,Orange         ,31,0,NA,NA,NA,NA,NA,NA,1415
30665973031697,S,Corona del Mar High                               ,Newport-Mesa Unified                              ,Orange         ,416,281,27,26,26,26,250,88.97,1415
30665973031853,S,Costa Mesa High                                   ,Newport-Mesa Unified                              ,Orange         ,248,54,21,22,22,21,25,46.3,1415
30665973032000,S,Estancia High                                     ,Newport-Mesa Unified                              ,Orange         ,327,17,24,26,23,23,14,82.35,1415
30665973035045,S,Newport Harbor High                               ,Newport-Mesa Unified                              ,Orange         ,568,276,24,24,24,24,206,74.64,1415
30666210000000,D,                                                  ,Orange Unified                                    ,Orange         ,2397,385,24,25,25,24,298,77.4,1415
30666210118174,S,OUSD Home Sch                                     ,Orange Unified                                    ,Orange         ,30,0,NA,NA,NA,NA,NA,NA,1415
30666213030046,S,Canyon High                                       ,Orange Unified                                    ,Orange         ,568,166,25,26,25,25,141,84.94,1415
30666213031952,S,El Modena High                                    ,Orange Unified                                    ,Orange         ,547,68,24,25,24,24,50,73.53,1415
30666213035409,S,Orange High                                       ,Orange Unified                                    ,Orange         ,412,19,18,19,20,20,6,31.58,1415
30666213038098,S,Villa Park High                                   ,Orange Unified                                    ,Orange         ,566,132,24,24,25,24,101,76.52,1415
30666470000000,D,                                                  ,Placentia-Yorba Linda Unified                     ,Orange         ,2140,504,24,25,26,24,391,77.58,1415
30666470119404,S,Yorba Linda High                                  ,Placentia-Yorba Linda Unified                     ,Orange         ,437,158,25,25,26,25,133,84.18,1415
30666473030053,S,Esperanza High                                    ,Placentia-Yorba Linda Unified                     ,Orange         ,456,118,24,24,24,24,89,75.42,1415
30666473030483,S,La Entrada High                                   ,Placentia-Yorba Linda Unified                     ,Orange         ,29,2,*,*,*,*,*,*,1415
30666473031929,S,El Dorado High                                    ,Placentia-Yorba Linda Unified                     ,Orange         ,445,69,24,24,25,24,54,78.26,1415
30666473031945,S,El Camino Real Continuation High                  ,Placentia-Yorba Linda Unified                     ,Orange         ,121,1,*,*,*,*,*,*,1415
30666473038023,S,Valencia High                                     ,Placentia-Yorba Linda Unified                     ,Orange         ,635,151,24,25,26,25,110,72.85,1415
30666476119556,S,Parkview                                          ,Placentia-Yorba Linda Unified                     ,Orange         ,12,5,*,*,*,*,*,*,1415
30666700000000,D,                                                  ,Santa Ana Unified                                 ,Orange         ,4181,963,20,20,21,20,406,42.16,1415
30666700106567,S,Nova Academy                                      ,Santa Ana Unified                                 ,Orange         ,100,34,20,20,21,20,14,41.18,1415
30666700108365,S,Segerstrom High                                   ,Santa Ana Unified                                 ,Orange         ,537,136,20,21,21,19,53,38.97,1415
30666700114736,S,Hector G. Godinez                                 ,Santa Ana Unified                                 ,Orange         ,614,211,18,19,20,19,77,36.49,1415
30666703030491,S,Century High                                      ,Santa Ana Unified                                 ,Orange         ,430,71,15,17,17,16,11,15.49,1415
33670580118885,S,Shadow Hills High                                 ,Desert Sands Unified                              ,Riverside      ,371,44,19,20,20,20,18,40.91,1415
33670583330388,S,Palm Desert High                                  ,Desert Sands Unified                              ,Riverside      ,466,124,23,24,23,23,80,64.52,1415
33670583330669,S,La Quinta High                                    ,Desert Sands Unified                              ,Riverside      ,697,146,20,21,22,21,73,50,1415
33670583330909,S,Horizon                                           ,Desert Sands Unified                              ,Riverside      ,71,2,*,*,*,*,*,*,1415
33670583331113,S,Amistad High (Continuation)                       ,Desert Sands Unified                              ,Riverside      ,200,4,*,*,*,*,*,*,1415
33670583333192,S,Indio High                                        ,Desert Sands Unified                              ,Riverside      ,452,113,17,18,18,19,29,25.66,1415
33670820000000,D,                                                  ,Hemet Unified                                     ,Riverside      ,1781,207,19,20,20,19,85,41.06,1415
33670820106716,S,Hamilton High                                     ,Hemet Unified                                     ,Riverside      ,84,4,*,*,*,*,*,*,1415
33670820113159,S,Tahquitz High                                     ,Hemet Unified                                     ,Riverside      ,318,77,19,19,20,18,23,29.87,1415
33670820128363,S,College Prep High                                 ,Hemet Unified                                     ,Riverside      ,26,2,*,*,*,*,*,*,1415
33670823330503,S,Helen Hunt Jackson Alternative High               ,Hemet Unified                                     ,Riverside      ,72,1,*,*,*,*,*,*,1415
33670823330537,S,West Valley High                                  ,Hemet Unified                                     ,Riverside      ,358,63,18,19,20,19,22,34.92,1415
33670823332673,S,Hemet High                                        ,Hemet Unified                                     ,Riverside      ,584,60,21,22,21,21,35,58.33,1415
33670900000000,D,                                                  ,Jurupa Unified                                    ,Riverside      ,1519,211,19,20,21,19,81,38.39,1415
33670900114157,S,Patriot High                                      ,Jurupa Unified                                    ,Riverside      ,437,61,20,21,21,20,28,45.9,1415
33670900127720,S,Rivercrest Preparatory                            ,Jurupa Unified                                    ,Riverside      ,16,1,*,*,*,*,*,*,1415
33670903330412,S,Jurupa Valley High                                ,Jurupa Unified                                    ,Riverside      ,386,69,19,21,21,20,29,42.03,1415
33670903337136,S,Rubidoux High                                     ,Jurupa Unified                                    ,Riverside      ,413,80,18,18,19,18,24,30,1415
33671160000000,D,                                                  ,Menifee Union Elementary                          ,Riverside      ,77,7,*,*,*,*,*,*,1415
33671160109843,S,Santa Rosa Academy                                ,Menifee Union Elementary                          ,Riverside      ,77,7,*,*,*,*,*,*,1415
33671240000000,D,                                                  ,Moreno Valley Unified                             ,Riverside      ,2556,383,18,19,19,19,118,30.81,1415
33671240128868,S,Moreno Valley Online Academy                      ,Moreno Valley Unified                             ,Riverside      ,55,0,NA,NA,NA,NA,NA,NA,1415
33671243330396,S,Canyon Springs High                               ,Moreno Valley Unified                             ,Riverside      ,606,141,18,19,19,19,45,31.91,1415
33671243330438,S,Valley View High                                  ,Moreno Valley Unified                             ,Riverside      ,580,104,18,19,20,19,38,36.54,1415
33671243331071,S,Vista del Lago High                               ,Moreno Valley Unified                             ,Riverside      ,497,97,16,17,18,17,20,20.62,1415
33671243333770,S,Moreno Valley High                                ,Moreno Valley Unified                             ,Riverside      ,509,41,19,20,20,19,15,36.59,1415
33671570000000,D,                                                  ,Nuview Union                                      ,Riverside      ,134,74,20,21,21,20,41,55.41,1415
33671570125245,S,Pivot Charter School Riverside County             ,Nuview Union                                      ,Riverside      ,2,1,*,*,*,*,*,*,1415
33671573331014,S,Nuview Bridge Early College High                  ,Nuview Union                                      ,Riverside      ,132,73,20,21,21,20,40,54.79,1415
33671730000000,D,                                                  ,Palm Springs Unified                              ,Riverside      ,1733,278,18,20,20,20,113,40.65,1415
33671733330578,S,Cathedral City High                               ,Palm Springs Unified                              ,Riverside      ,573,70,17,19,20,19,25,35.71,1415
33671733330818,S,Desert Hot Springs High                           ,Palm Springs Unified                              ,Riverside      ,402,57,16,18,18,18,17,29.82,1415
33671733335130,S,Palm Springs High                                 ,Palm Springs Unified                              ,Riverside      ,463,151,19,21,21,21,71,47.02,1415
33671810000000,D,                                                  ,Palo Verde Unified                                ,Riverside      ,270,31,20,21,21,20,17,54.84,1415
33671813335759,S,Palo Verde High                                   ,Palo Verde Unified                                ,Riverside      ,215,31,20,21,21,20,17,54.84,1415
