,ActSat Number Participation,ApCourse Participation,ApCourse Passed,Asian,"Black, non-Hispanic",FreeAnd Reduced PriceLunch,Hispanic,Id,Multiracial,Native American or Native Alaskan,Native Hawaiian or Other Pacific Islander,Percent Teachers InFirst SecondYear,Plan504,Sname,"White, non-Hispanic",Year,index
497,291,46.6,207,29.81,13.36,42.58,42.29,2589,4.26,0.29,1.03,4.1,1.1,California Academy Of Mathematics And Science,8.96,2016,
498,353,16.8,70,17.82,18.01,70.45,54.87,1980,0.96,0.38,4.81,2.8,0.5,Carson Senior High School,3.14,2016,
499,0,16.8,70,3.64,10.91,63.64,76.36,2044,3.64,0.0,5.45,0,3,Eagle Tree Continuation School,0.0,2016,
500,0,16.8,70,0.0,100.0,63.64,0.0,13297,0.0,0.0,0.0,0,3,Freeman Enrichment Center,0.0,2016,
501,0,55,27,1.32,43.52,80.88,49.45,24634,2.64,0.66,0.66,0,3,Magnolia Science Academy 3,1.76,2016,
502,0,0,27,9.38,6.25,37.5,67.19,11946,3.13,0.0,0.0,0,2.5,ABC Secondary (Alternative) School,14.06,2016,
503,337,47.7,1100,62.1,6.19,29.32,21.81,1411,2.49,0.05,0.56,7.8,1,Cerritos High School,6.8,2016,
504,149,20.9,359,28.02,15.9,52.65,46.09,1415,1.51,0.2,0.91,6.3,1.4,Gahr (Richard) High School,7.37,2016,
505,0,20.9,359,8.63,9.82,73.21,69.05,1429,0.6,1.19,0.89,9.3,2.4,Tracy (Wilbur) High (Continuation) School,9.82,2016,
506,0,20.9,359,13.0248,13.7961,73.21,13.1105,24575,13.7104,0.17138,0.856898,9.3,2.4,Valley Christian School System,45.3299,2016,
507,222,88.9,812,79.62,1.88,21.27,12.17,1430,1.78,0.4,0.49,2.4,0.7,Whitney High School,3.66,2016,
508,2487,17.5,441,11.74,5.13,32.39,39.04,1576,9.11,0.13,0.21,4.3,3.1,Claremont High School,34.63,2016,
509,0,17.5,441,15.0,0.0,85.0,65.0,14015,0.0,0.0,0.0,29.6,0,Community Day School,20.0,2016,
510,179,15.3,19,0.0,30.82,82.97,67.67,1592,0.75,0.32,0.22,4.1,0,Centennial High School,0.22,2016,
511,0,15.3,19,0.0,36.36,77.27,61.69,1593,0.65,0.65,0.0,17.6,0,Cesar Chavez Continuation High School,0.65,2016,
512,0,15.3,19,0.0,60.0,60.0,40.0,14187,0.0,0.0,0.0,17.6,0,Compton Community Day High School,0.0,2016,
513,86,18.9,149,0.11,16.26,81.27,83.01,1594,0.11,0.17,0.17,0,0.2,Compton High School,0.17,2016,
514,28,15.8,68,0.11,12.03,80.38,86.29,1597,0.26,0.05,1.11,10.4,0,Dominguez High School,0.16,2016,
515,28,0.6,68,0.0,15.32,40.45,84.51,17587,0.0,0.0,0.17,10.4,0,Lifeline Education Charter School,0.0,2016,
516,323,11.6,91,7.66,3.65,50.15,61.22,1626,2.8,0.73,0.43,3.2,0.4,Charter Oak High School,23.53,2016,
517,0,1.2,91,6.29,2.29,79.43,86.86,3023,0.57,0.0,0.57,0,1.8,Coronado High (Continuation) School,3.43,2016,
518,128,32.6,167,8.81,3.12,71.73,78.5,1634,0.46,0.38,0.3,1.9,0.5,Covina High School,8.43,2016,
519,0,0,167,17.25,2.55,64.24,70.72,25373,3.13,0.12,0.12,16.3,1.7,Edgewood High School,6.13,2016,
520,0,0,167,2.11,3.52,78.87,85.92,1636,0.0,0.0,1.41,0,0,Fairvalley High (Continuation) School,7.04,2016,
521,124,20.2,122,2.06,0.49,76.4,92.93,1479,0.41,0.25,0.16,0,0.7,Gladstone High School,3.7,2016,
522,120,26.4,145,5.48,3.6,74.19,81.92,1643,0.23,0.45,0.38,3.5,0.4,Northview High School,7.95,2016,
523,194,26.7,330,11.63,2.88,59.05,68.1,1645,0.47,0.18,0.29,0,0.5,South Hills High School,16.45,2016,
524,454,25.7,456,15.03,3.62,65.91,74.03,3031,0.76,0.46,0.42,9.8,0.6,West Covina High School,5.68,2016,
525,116,47.9,169,0.28,0.28,88.39,97.59,2054,0.5,0.34,0.06,0.6,0.1,Elizabeth Learning Center,0.95,2016,
526,0,33.7,736,12.58,21.42,35.83,39.19,1650,2.31,0.48,0.43,9.7,1.3,Culver City High School,23.58,2016,
527,0,33.7,736,10.53,15.79,21.05,15.79,31154,5.26,0.0,0.0,9.7,1.3,Culver City Unified School District Academy,52.63,2016,
528,0,33.7,736,5.88,17.65,47.06,55.88,1652,0.0,0.0,0.0,0,1.8,Culver Park High School,20.59,2016,
529,685,49.8,2054,66.74,2.91,10.32,17.38,2997,1.34,0.03,0.59,3.4,1.1,Diamond Bar High School,11.01,2016,
530,0,49.8,2054,0.39,2.75,69.41,90.2,1660,0.0,0.0,0.0,5.6,0.5,Columbus Continuation School,6.67,2016,
531,402,16.7,661,3.23,3.56,64.53,86.71,1661,0.4,0.21,0.42,3.3,0.4,Downey High School,5.47,2016,
532,402,16.7,661,0.980392,2.61438,64.53,90.1961,8059,0.0,0.0,0.653595,3.3,0.4,St. Pius X - St. Matthias Academy,5.55556,2016,
533,587,18.7,508,2.27,2.73,64.14,88.95,1676,0.11,0.35,0.3,5,0.3,Warren High School,5.3,2016,
534,136,20.1,64,8.47,3.92,74.26,76.8,1681,2.65,0.21,0.0,9.3,0.3,Duarte High School,7.94,2016,
535,0,1.7,64,0.0,5.0,85.0,85.0,1683,1.67,0.0,0.0,20,2.8,Mount Olive Alternative Education School,8.33,2016,
536,571,27.1,498,26.35,0.22,86.22,69.93,1728,0.45,0.13,0.04,14.1,0.1,Arroyo High School,2.87,2016,
537,325,26.5,316,14.48,0.22,95.19,84.64,1729,0.16,0.05,0.05,18.9,0.1,El Monte High School,0.38,2016,
538,0,26.5,316,0.0,8.89,86.67,86.67,13970,0.0,0.0,0.0,0,0,El Monte Union High School Community Day,4.44,2016,
539,0,26.5,316,1.89,0.27,94.61,96.5,1733,0.27,0.27,0.0,40,0.5,Fernando R. Ledesma Continuation High School,0.81,2016,
540,288,24.1,136,4.63,0.0,95.09,94.37,1730,0.36,0.14,0.0,14.7,1.1,Mountain View High School,0.5,2016,
541,288,24.1,136,6.66667,13.3333,95.09,60.0,31332,13.3333,0.0,0.0,14.7,1.1,New Life Christian School,6.66667,2016,
542,302,22.1,155,2.88,0.14,91.5,95.68,1732,0.5,0.07,0.14,13,0.1,South El Monte High School,0.58,2016,
543,0,22.1,155,2.94,2.94,17.65,20.59,1707,20.59,2.94,0.0,0,0,Arena High (Continuation) School,50.0,2016,
544,0,0.2,155,8.9,9.86,44.49,54.93,25105,6.77,0.19,0.39,0,0,Da Vinci Science School,18.96,2016,
545,559,38.6,378,9.24,5.5,11.79,23.59,1710,9.64,0.32,0.64,6.4,3.5,El Segundo High School,51.08,2016,
546,215,11.1,72,5.3,25.85,81.27,64.69,2097,1.01,0.38,0.88,1.2,0.2,Gardena Senior High School,1.89,2016,
547,215,11.1,72,3.49265,74.0809,81.27,15.625,8060,1.65441,0.735294,3.30882,1.2,0.2,Junipero Serra High School,1.10294,2016,
548,4,1.7,72,1.85,20.37,83.33,74.07,2247,0.0,0.0,3.7,0,0,Moneta Continuation School,0.0,2016,
549,4,0,72,1.07,65.24,78.61,29.41,24776,1.07,0.0,1.6,0,0,New Millennium Secondary,1.6,2016,
550,0,0,72,16.23,1.95,31.82,25.32,12417,1.3,0.0,0.0,11.4,0,College View School,55.19,2016,
551,2,0.4,72,5.29,1.76,62.11,50.66,1775,0.88,0.0,0.44,5.5,0,Daily (Allan F.) High (Continuation) School,40.97,2016,
552,2,0.4,72,38.2413,7.97546,62.11,24.9489,8986,0.0,0.0,0.0,5.5,0,Glendale Adventist Academy,28.8344,2016,
553,374,19.8,414,15.13,1.48,68.6,35.8,1780,0.9,0.33,0.12,5.3,0.4,Glendale High School,46.24,2016,
554,263,30.4,330,14.33,1.89,65.43,26.34,1782,1.04,0.18,0.0,8.3,0.7,Herbert Hoover High School,56.22,2016,
555,263,30.4,330,38.4615,1.64835,65.43,59.8901,7990,0.0,0.0,0.0,8.3,0.7,Holy Family High School College Preparatory,0.0,2016,
556,0,30.4,330,0.0,0.0,65.43,100.0,14648,0.0,0.0,0.0,0,0,Jewel City Community Day School,0.0,2016,
557,0,30.4,330,7.05128,24.0385,65.43,53.8462,12731,0.0,0.641026,0.320513,0,0,Tobinworld,14.1026,2016,
558,0,30.4,330,2.99,2.99,67.16,70.15,1623,1.49,2.99,0.0,0,0,Arrow High (Continuation) School,19.4,2016,
559,430,26.7,856,9.57,1.54,21.08,38.96,1761,3.44,0.16,0.28,7.9,2.3,Glendora High School,46.04,2016,
560,0,26.7,856,1.51,3.02,75.38,93.47,1489,0.0,0.0,0.0,0,0.7,Sierra High School,2.01,2016,
561,0,26.7,856,26.0731,1.43084,75.38,34.0223,8014,2.22576,0.317965,2.7027,0,0.7,St. Lucy's Priory High School,33.2273,2016,
562,0,26.7,856,0.0,0.0,55.36,57.14,1768,1.79,0.0,0.0,9.1,2.4,Whitcomb Continuation High School,41.07,2016,
563,0,0,856,1.92,11.54,70.19,79.81,24824,0.96,0.0,1.92,0,2.1,Centinela Valley Independent Study School,3.85,2016,
564,0,0,856,1.95,31.22,41.95,42.44,31954,4.39,0.0,0.49,0,2.1,Da Vinci Communications High,19.51,2016,
565,0,0,856,3.32,14.94,40.41,64.02,25104,5.54,0.0,0.37,0,2.1,Da Vinci Design School,11.81,2016,
566,0,0,856,0.5,82.67,87.13,15.84,31129,0.99,0.0,0.0,0,2.1,Executive Preparatory Academy Of Finance,0.0,2016,
567,0,0,856,0.0,50.0,87.13,40.0,15223,0.0,0.0,2.85714,0,2.1,Hawthorne Academy,7.14286,2016,
568,181,17,112,1.46,13.08,80.61,80.29,1572,2.74,0.14,0.41,4.8,1,Hawthorne High School,1.87,2016,
569,141,47.6,206,10.76,9.35,78.84,72.84,12525,1.59,0.0,0.71,16.3,0,Hawthorne Math And Science Academy,4.76,2016,
570,0,47.6,206,1.74,22.61,79.13,72.17,14630,0.0,0.0,0.0,0,0,Renaissance Community Day School,3.48,2016,
571,0,67.1,142,0.33,0.17,92.01,98.5,14723,0.0,0.0,0.0,0,0,Alliance Collins Family College-Ready High,1.0,2016,
572,0,67.1,142,0.0,0.0,93.57,95.36,31755,0.0,0.0,0.0,0,0,Alliance Margaret M. Bloomfield Technology Academy High,4.64,2016,
573,0,0,142,0.0,0.35,92.73,98.27,17038,1.38,0.0,0.0,0,0,Aspire Ollin University Preparatory Academy,0.0,2016,
574,0,27.9,56,0.0,0.61,91.02,86.53,25423,12.86,0.0,0.0,0,0,Aspire Pacific Academy,0.0,2016,
575,374,26,85,0.29,1.18,87.65,97.35,2158,0.53,0.12,0.0,18.3,0.1,Huntington Park Senior High School,0.53,2016,
576,374,42,94,0.0,0.15,89.94,97.67,27010,0.29,0.0,0.0,18.3,0.1,Linda Esperanza Marquez High A Huntington Park Institute Of Applied Medicine,1.9,2016,
577,2,42,94,0.0,0.71,92.2,99.29,2363,0.0,0.0,0.0,0,0,San Antonio Continuation School,0.0,2016,
578,76,19.3,68,7.07,1.52,86.48,89.62,1834,0.18,0.36,0.0,0,0,William Workman High School,1.25,2016,
579,76,27.1,86,0.16,11.06,91.28,87.85,25213,0.93,0.0,0.0,0,0,Animo Inglewood Charter High School,0.0,2016,
580,76,45.8,136,0.31,0.94,93.57,97.49,11732,0.31,0.0,0.0,0,0,Animo Leadership High School,0.94,2016,
581,2,30.8,30,2.04,55.78,39.46,40.82,11952,0.68,0.0,0.68,0,0,City Honors College Preparatory Charter School,0.0,2016,
582,2,30.8,30,0.0,39.74,51.28,56.41,1853,1.28,1.28,0.0,0,0,Inglewood Continuation High School,1.28,2016,
583,46,13.5,27,1.14,37.71,50.1,60.38,1855,0.19,0.19,0.29,10.2,0.4,Inglewood High School,0.1,2016,
584,186,21.9,13,0.22,27.54,71.57,69.12,1860,0.22,0.78,1.56,5.1,0.3,Morningside High School,0.56,2016,
585,186,0,13,2.1,22.66,10.05,55.84,31164,3.5,0.93,0.47,5.1,0.3,New Opportunities Charter,14.49,2016,
586,186,0,13,0.0,0.0,10.05,0.0,26789,0.0,0.0,0.0,5.1,0.3,Redwood School,100.0,2016,
587,186,0,13,0.0,41.7969,10.05,44.5312,8006,11.7188,0.78125,0.0,5.1,0.3,St. Mary's Academy,1.17188,2016,
588,49,17.5,125,11.62,9.36,75.73,72.37,1405,1.03,0.26,0.65,7.1,0.7,Artesia High School,4.71,2016,
589,0,17.5,125,0.49,14.63,90.73,80.98,2769,1.95,0.0,0.49,0,0,Buena Vista High School,1.46,2016,
590,565,27.6,563,13.56,17.73,50.95,44.11,2578,2.72,0.27,2.61,1.1,0.8,Lakewood High School,19.01,2016,
591,314,18.2,349,10.98,15.48,54.61,51.94,1545,3.77,0.23,0.93,4.3,1.1,Mayfair High School,16.67,2016,
592,314,18.2,349,9.46644,1.54905,54.61,52.4957,8020,17.3838,0.0,0.0,4.3,1.1,Saint Joseph High School,19.105,2016,
593,538,22,371,9.06,2.48,48.19,65.97,2729,1.19,0.1,0.86,5.2,1.9,La Mirada High School,20.35,2016,
594,152,16.3,67,1.1,33.28,81.33,54.59,1462,3.35,0.6,0.11,18.1,0.4,Antelope Valley High School,6.97,2016,
595,152,0,67,1.15,25.93,87.74,60.79,27030,0.38,1.66,0.51,18.1,0.4,Assurance Learning Academy,9.58,2016,
596,152,0,67,10.1333,5.86667,87.74,16.0,9201,9.6,0.266667,0.8,18.1,0.4,Desert Christian Schools,57.3333,2016,
597,17,0.1,67,1.29,16.42,84.36,60.8,11947,4.97,0.57,0.73,3.8,0.1,Desert Sands Charter School,15.23,2016,
598,4,0.1,67,1.07,32.93,67.2,53.95,1457,2.28,0.54,0.13,0,0.9,Desert Winds Continuation High School,9.1,2016,
599,313,26,108,2.17,27.35,79.59,58.97,14804,3.83,0.43,0.17,6.4,0.4,Eastside High School,7.07,2016,
600,313,26,108,5.75,6.5,79.59,37.0,9739,4.5,0.75,1.5,6.4,0.4,Lancaster Baptist School,44.0,2016,
601,10,20.1,122,5.11,19.12,60.51,50.11,1459,4.9,0.48,0.35,3.2,0.4,Lancaster High School,19.94,2016,
602,0,20.1,122,0.0,54.32,80.25,37.04,13782,2.47,2.47,0.0,0,0,Phoenix High Community Day School,3.7,2016,
603,52,0.3,122,6.2,13.15,59.31,56.33,16996,4.47,0.25,0.74,0,0.6,Soar High (Students on Academic Rise) School,18.86,2016,
604,68,17.8,79,3.84,0.47,84.57,93.64,1512,0.37,0.19,0.09,0,0.9,Bassett Senior High School,1.4,2016,
605,68,17.8,79,11.4672,2.42165,84.57,67.2365,8039,4.41595,0.356125,0.0,0,0.9,Bishop Amat Memorial High School,14.1026,2016,
606,68,17.8,79,0.0,0.0,84.57,100.0,11548,0.0,0.0,0.0,0,0.9,Calvary Christian School,0.0,2016,
607,166,22.1,93,2.72,0.93,86.49,94.64,1811,0.31,0.08,0.23,3,0.1,La Puente High School,1.09,2016,
608,274,19.5,180,11.55,2.03,75.74,83.88,2883,0.46,0.1,0.2,5.3,0.3,Nogales High School,1.78,2016,
609,7,1.3,180,0.0,1.75,85.96,98.25,1516,0.0,0.0,0.0,0,0,Nueva Vista Continuation High School,0.0,2016,
610,0,1.3,180,12.5,12.5,66.67,75.0,17061,0.0,0.0,0.0,0,0,Rowland Assistive Technology Academy,0.0,2016,
611,336,29.5,442,7.78,3.16,28.35,48.87,1526,8.23,0.4,0.3,8.3,1.1,Bonita High School,31.26,2016,
612,336,29.5,442,36.9565,13.0435,28.35,19.5652,8717,1.08696,1.08696,0.0,8.3,1.1,Calvary Baptist Church And Schools,28.2609,2016,
613,336,29.5,442,0.613497,49.0798,28.35,40.4908,10091,0.0,0.0,0.0,8.3,1.1,Haynes Education Center,9.81595,2016,
614,336,29.5,442,3.57143,7.14286,28.35,46.4286,9657,0.0,0.0,0.0,8.3,1.1,Joan Macy School,42.8571,2016,
615,336,29.5,442,19.4805,7.79221,28.35,18.1818,8518,7.79221,2.5974,0.0,8.3,1.1,Lutheran High School La Verne,44.1558,2016,
616,166,45.5,128,4.27,10.87,80.39,75.73,11953,5.05,0.0,0.0,7.7,0.7,Environmental Charter High School,4.08,2016,
617,166,0,128,2.99,14.5,6.43,73.24,31163,1.79,0.45,1.05,7.7,0.7,Family First Charter,5.98,2016,
618,181,27.1,204,3.33,17.4,79.77,74.0,11730,2.97,0.14,0.32,7.2,1.7,Lawndale High School,1.85,2016,
619,0,34.6,146,6.56,19.3,79.11,67.85,1573,3.06,0.11,1.37,5.6,1.4,Leuzinger High School,1.75,2016,
620,0,0,146,3.63,21.77,85.89,68.95,25750,1.21,0.4,0.4,5.6,1.4,Beach High-Intensive Learning Program,3.63,2016,
621,217,18.3,109,12.7,13.99,80.72,68.44,2550,0.91,0.15,2.21,1.6,0.6,Cabrillo High School,1.6,2016,
622,217,18.3,109,0.0,50.0,80.72,50.0,32044,0.0,0.0,0.0,1.6,0.6,Clear Passage Educational Center,0.0,2016,
623,2,0.1,109,5.17,15.29,63.51,70.94,10944,0.54,0.43,0.86,0,0.4,Educational Partnership High School,6.78,2016,
624,2,36.2,31,10.97,11.5,39.82,40.53,27235,6.9,0.18,0.35,0,0.4,Ernest S. McBride Sr. High School,29.56,2016,
625,2,36.2,31,28.93,6.61,40.5,31.4,32045,7.44,0.0,0.0,0,0.4,Eunice Sato Academy Of Math & Science,25.62,2016,
626,2,36.2,31,12.2807,12.2807,40.5,43.8596,9196,12.2807,0.0,3.50877,0,0.4,Gethsemane Baptist Christian,15.7895,2016,
627,282,15.1,104,5.23,18.5,78.84,70.89,2574,0.81,0.31,2.88,2.7,0.1,Jordan High School,1.38,2016,
628,656,39.5,954,6.61,9.02,44.52,51.52,2591,2.99,0.25,0.72,0,0.5,Millikan High School,28.9,2016,
629,656,39.5,954,58.4507,0.704225,44.52,38.7324,10037,0.0,0.0,0.0,0,0.5,Pacific Baptist School,2.11268,2016,
630,656,39.5,954,5.88235,37.2549,44.52,37.2549,10110,1.96078,0.0,0.0,0,0.5,Parkridge Private School,17.6471,2016,
631,988,29.4,1317,22.72,20.94,58.12,40.02,2596,2.56,0.07,1.97,1.5,0.3,Polytechnic High School,11.72,2016,
632,988,32.5,37,6.77,24.31,78.87,62.26,25533,1.33,0.41,2.67,1.5,0.3,Rancho Dominguez Preparatory,2.26,2016,
633,0,32.5,37,4.35,14.29,76.4,75.78,2598,0.62,0.62,1.86,0,0,Reid High School,2.48,2016,
634,4,36.2,70,8.19,29.42,58.19,43.81,11956,2.43,0.44,1.11,0.5,0.4,Renaissance High School For The Arts,14.6,2016,
635,4,36.2,70,14.6667,13.3333,58.19,31.0476,7987,2.28571,0.0,0.0,0.5,0.4,Saint Anthony High School,38.6667,2016,
636,0,36.2,70,0.0,75.0,62.5,25.0,13911,0.0,0.0,0.0,100,0,Select Community Day (Secondary) School,0.0,2016,
637,743,36.3,1270,8.99,11.68,56.72,54.75,2615,2.74,0.32,0.76,1,0.7,Wilson High School,20.75,2016,
638,743,36.3,1270,0.0,21.6216,56.72,67.5676,10276,0.0,0.0,0.0,1,0.7,Zinsmeyer Academy,10.8108,2016,
639,272,33.3,260,24.27,1.36,89.9,72.62,2198,0.58,0.19,0.1,1,0.3,Abraham Lincoln Senior High School,0.87,2016,
640,76,14.4,8,0.0,0.0,91.76,98.17,25255,1.83,0.0,0.0,28.6,0,Academia Avance Charter,0.0,2016,
641,73,42,60,1.69,0.85,91.95,95.34,24758,1.06,0.0,0.21,0,0.5,Academic Leadership Community School,0.85,2016,
642,73,18,5,0.14,23.61,92.03,75.25,27016,0.14,0.14,0.0,0,0.5,Academy For Multiligual Arts And Science At Mervyn M. Dymally High,0.71,2016,
643,73,18,5,0.0,0.0,92.03,0.0,8460,0.0,0.0,0.0,0,0.5,Agbu Manoogian-Demirdjian,100.0,2016,
644,73,18.6,155,0.0,26.96,94.18,70.67,24830,1.84,0.3,0.0,0,0.5,Alain Leroy Locke College Prep Academy,0.24,2016,
645,73,18.6,155,0.0,0.0,94.18,1.63132,8931,0.0,0.0,0.0,0,0.5,Alex Pilibos Armenian,98.3687,2016,
646,390,29.3,724,3.86,28.45,62.83,49.7,2127,2.01,0.24,0.42,0.8,0.8,Alexander Hamilton Senior High School,15.32,2016,
647,390,40.2,59,0.19,8.37,99.42,90.66,25285,0.0,0.19,0.0,0.8,0.8,Alliance Cindy And Bill Simon Technology Academy High,0.58,2016,
648,390,43,141,0.44,0.44,96.01,96.9,16901,0.0,0.0,0.0,0.8,0.8,Alliance Dr. Olga Mohan High School,2.22,2016,
649,390,53.9,128,0.1,1.53,96.84,94.18,14094,0.0,0.1,0.0,0.8,0.8,Alliance Gertz-Ressler Richard Merkin 6-12 Complex,4.08,2016,
650,390,50.8,88,0.0,4.17,96.0,95.33,14638,0.17,0.0,0.0,0.8,0.8,Alliance Judy Ivie Burton Technology Academy High School,0.33,2016,
651,390,57.4,134,7.2,0.95,87.88,87.31,25003,0.19,0.76,0.0,0.8,0.8,Alliance Leichtman-Levine Family Foundation Environmental Science High,3.6,2016,
652,390,59,211,1.33,0.83,89.18,96.67,16922,0.0,0.5,0.0,0.8,0.8,Alliance Marc & Eva Stern Math And Science,0.67,2016,
653,390,64.5,46,0.0,0.32,96.79,93.27,25013,0.0,0.96,0.0,0.8,0.8,Alliance Morgan McKinzie High School,5.45,2016,
654,390,47.1,65,0.2,6.38,95.11,92.42,17064,0.0,0.1,0.0,0.8,0.8,Alliance Ouchi-O'donovan 6-12 Complex,0.9,2016,
655,390,72.8,45,0.0,5.4,95.4,94.13,17662,0.0,0.16,0.0,0.8,0.8,Alliance Patti And Peter Neuwirth Leadership Academy ,0.32,2016,
656,390,34.4,41,0.44,12.36,89.85,76.6,25006,0.0,0.0,0.66,0.8,0.8,Alliance Piera Barbaglia Shaheen Health Services Academy,9.93,2016,
657,390,32.6,41,0.18,19.49,94.04,79.96,26985,0.0,0.0,0.0,0.8,0.8,Alliance Renee And Meyer Luskin Academy High School,0.36,2016,
658,390,47,95,2.53,1.95,91.05,91.83,25810,0.0,1.95,0.0,0.8,0.8,Alliance Susan And Eric Smidt Technology High School,1.75,2016,
659,390,56.7,80,2.67,1.53,87.79,95.04,25744,0.0,0.0,0.0,0.8,0.8,Alliance Ted K. Tajima High ,0.76,2016,
660,390,33.2,65,5.88,0.49,90.69,90.69,25748,0.0,0.49,0.0,0.8,0.8,Alliance Tennenbaum Family Technology High,2.45,2016,
661,0,33.2,65,8.0,1.2,84.0,87.6,12433,0.8,0.4,0.4,5.1,0,Alphonso B. Perez Special Education Center,1.6,2016,
662,0,33.2,65,0.0,1.09,93.21,95.65,32108,1.09,0.54,0.0,5.1,0,Anahuacalmecac International University Preparatory Of North America,1.63,2016,
663,0,33.2,65,5.88235,23.5294,93.21,5.88235,31027,23.5294,0.0,0.0,5.1,0,Angeles Workshop School,41.1765,2016,
664,0,9.9,18,0.0,12.57,93.62,85.18,25717,1.69,0.56,0.0,5.1,0,Animo College Preparatory Academy,0.0,2016,
665,0,21.9,56,0.0,2.61,97.71,95.59,16979,1.8,0.0,0.0,5.1,0,Animo Jackie Robinson High School,0.0,2016,
666,0,21.2,96,0.0,1.13,98.06,98.38,14090,0.32,0.0,0.0,5.1,0,Animo Pat Brown,0.16,2016,
667,0,19.8,67,0.0,0.49,97.25,99.03,16875,0.16,0.16,0.0,5.1,0,Animo Ralph Bunche High School,0.16,2016,
668,0,25.8,67,0.16,26.53,90.51,61.58,14044,11.25,0.16,0.32,5.1,0,Animo South Los Angeles Charter School,0.0,2016,
669,0,20.5,31,0.36,10.7,92.87,81.46,17488,6.95,0.18,0.0,5.1,0,Animo Watts College Preparatory Academy,0.36,2016,
670,76,17,10,1.83,3.44,97.48,91.06,24706,1.38,0.23,0.0,0,0,Apex Academy,2.06,2016,
671,76,20.5,41,0.0,13.72,88.91,85.34,27007,0.19,0.38,0.0,0,0,Augustus F. Hawkins High A Critical Design And Gaming,0.38,2016,
672,151,31.4,81,6.15,2.71,86.15,85.83,1930,1.56,0.0,0.0,5.7,0.2,Belmont Senior High School,3.75,2016,
673,0,31.4,81,0.58,28.07,76.61,67.25,12416,1.17,0.0,0.58,0,0,Benjamin Banneker Special Education Center,2.34,2016,
674,175,28.1,211,5.37,0.99,85.72,90.67,2089,0.35,0.64,0.0,0,0.4,Benjamin Franklin Senior High School,1.98,2016,
675,175,28.1,211,17.6689,6.68151,85.72,23.9792,9571,20.0445,0.0,1.03935,0,0.4,Bishop Alemany High School,30.5865,2016,
676,175,28.1,211,2.17391,1.81159,85.72,93.1159,9963,2.17391,0.0,0.0,0,0.4,Bishop Conaty - Our Lady Of Loretto,0.724638,2016,
677,0,28.1,211,0.0,1.3,93.51,96.1,1939,0.0,0.0,0.0,0,0,Boyle Heights Continuation School,2.6,2016,
678,0,28.1,211,9.33735,7.02811,93.51,8.73494,8573,4.01606,0.502008,0.100402,0,0,Brentwood School,70.2811,2016,
679,0,28.1,211,21.4286,20.6349,93.51,45.6349,15977,3.57143,0.0,0.0,0,0,Bridgeport,8.73016,2016,
680,0,28.1,211,1.77515,0.591716,93.51,4.14201,11636,0.591716,0.0,0.0,0,0,Bridges Academy,92.8994,2016,
681,0,30.2,67,2.66,10.99,93.09,85.82,17012,0.0,0.0,0.0,0,0,Bright Star Secondary Charter Academy,0.53,2016,
682,2,1.5,67,2.78,19.44,87.5,75.0,14563,0.0,0.0,1.39,3.1,1.8,CDS Secondary School,1.39,2016,
683,2,1.5,35,1.23,0.31,89.51,96.6,13762,1.54,0.31,0.0,3.1,1.8,Camino Nuevo Charter High School,0.0,2016,
684,2,0,35,2.33,0.64,96.61,97.03,31133,0.0,0.0,0.0,3.1,1.8,Camino Nuevo High No. 2,0.0,2016,
685,2,0,35,6.18921,4.86295,96.61,3.35986,8998,14.1468,0.0,0.618921,3.1,1.8,Campbell Hall (Episcopal),70.8223,2016,
686,2,0,35,0.0,25.0,96.61,25.0,12738,25.0,0.0,0.0,3.1,1.8,Canyon Oaks School,25.0,2016,
687,2,18.7,51,2.69,0.83,90.89,93.79,12362,2.69,0.0,0.0,3.1,1.8,Central City Value School,0.0,2016,
688,6,18.7,51,1.75,10.0,75.25,84.5,1987,0.25,1.0,0.25,0,0.7,Central High School,2.25,2016,
689,6,2.8,51,1.32,23.68,57.89,61.84,1996,1.32,1.32,0.0,0,0,Cheviot Hills Continuation School,10.53,2016,
690,6,2.8,51,0.0,50.0,57.89,0.0,15994,0.0,0.0,0.0,0,0,Citizen Learning Academy,50.0,2016,
691,52,0.1,51,2.08,12.41,63.1,68.83,10958,2.14,0.25,0.57,0,0.8,City of Angels School,13.73,2016,
692,52,0,51,0.27,18.08,98.36,80.82,31162,0.82,0.0,0.0,0,0.8,College Bridge Academy,0.0,2016,
693,52,0,51,0.0,0.0,92.59,98.15,32075,0.0,0.0,0.0,0,0.8,Collegiate Charter High School Of Los Angeles,1.85,2016,
694,52,26.3,22,0.0,4.43,87.64,95.02,25725,0.18,0.18,0.0,0,0.8,Communication And Technology At Diego Rivera Learning Complex,0.18,2016,
695,52,26.3,22,33.3333,9.72222,87.64,22.2222,8550,0.0,0.694444,0.0,0,0.8,Concordia Junior/Senior High School,34.0278,2016,
696,52,26.5,28,0.98,0.78,90.61,96.67,31206,0.39,0.0,0.0,0,0.8,Contreras Learning Center-School Of Social Justice,1.17,2016,
697,52,26.5,28,0.0,3.63636,90.61,81.8182,9370,0.0,0.0,0.0,0,0.8,"Coutin School, Llc",14.5455,2016,
698,52,5.3,28,0.71,95.04,92.2,3.55,12393,0.0,0.0,0.0,0,0.8,Crenshaw Arts-Technology Charter High School,0.71,2016,
