,ActSat Number Participation,ApCourse Participation,ApCourse Passed,Asian,"Black, non-Hispanic",FreeAnd Reduced PriceLunch,Hispanic,Id,Multiracial,Native American or Native Alaskan,Native Hawaiian or Other Pacific Islander,Percent Teachers InFirst SecondYear,Plan504,Sname,"White, non-Hispanic",Year,index
1522,125,18.4,212,4.11,14.68,85.81,70.65,5298,2.15,0.44,0.83,6.4,0.1,San Gorgonio High School,7.14,2016,
1523,0,18.4,212,0.48,17.62,83.81,74.29,5301,2.86,0.24,0.48,7.4,0.3,Sierra High School,4.05,2016,
1524,65,16.8,47,3.96,12.4,52.81,25.32,5147,6.78,0.51,2.56,0,1.2,Twentynine Palms High School,48.47,2016,
1525,0,16.8,47,1.19,13.1,68.45,61.31,5329,2.98,1.19,0.0,0,1.9,Hillside High School,20.24,2016,
1526,460,18.9,594,7.46,9.41,50.28,54.59,5335,2.12,0.53,0.65,0,1.3,Upland High School,25.24,2016,
1527,460,18.9,594,0.0,51.25,50.28,23.75,31474,0.0,0.0,0.0,0,1.3,"Bright Futures Academy, Victorville",25.0,2016,
1528,460,54.2,16,4.51,14.81,72.92,67.71,5351,1.74,0.81,0.35,3.8,0.8,Cobalt Institute Of Math And Science Academy,10.07,2016,
1529,86,0.2,16,1.44,9.39,51.83,38.78,11085,8.3,0.77,0.46,16.4,2.8,Excelsior Charter School,40.85,2016,
1530,4,1.1,16,0.49,36.41,76.7,50.49,5352,3.4,0.97,1.94,0,0,Goodwill High School,6.31,2016,
1531,0,0,16,0.32,5.65,73.27,62.05,17056,3.1,1.19,0.32,22.5,0.3,Mojave River Academy,27.37,2016,
1532,0,1.1,16,0.83,10.95,80.74,65.67,11084,4.47,0.48,0.26,22.5,0.3,Options For Youth-Victorville Charter School,17.34,2016,
1533,387,14.9,54,3.07,25.35,78.4,57.43,5354,2.62,0.45,1.13,0.7,0.2,Silverado High School,9.94,2016,
1534,252,55.6,207,9.96,7.44,68.16,66.28,14988,1.35,0.63,0.99,5.7,0.6,University Preparatory School,13.36,2016,
1535,252,55.6,207,11.3971,9.55882,68.16,22.7941,8575,0.0,0.0,0.0,5.7,0.6,Victor Valley Christian Elementary School,56.25,2016,
1536,193,19.1,68,2.38,22.3,79.86,60.47,5355,1.69,0.74,0.74,4.2,0.3,Victor Valley High School,11.68,2016,
1537,0,19.1,68,1.77,0.88,60.18,41.59,5359,1.77,1.77,0.0,0,3.3,Green Valley High School,52.21,2016,
1538,0,19.1,68,0.0,12.66,87.34,54.43,13636,0.0,0.0,0.0,9.8,4,Oak View High School & Education Center,32.91,2016,
1539,291,18.4,340,2.31,1.48,44.9,38.09,5365,0.83,0.58,0.25,11.5,2.6,Yucaipa High School,56.47,2016,
1540,0,18.4,340,0.0,4.96,76.86,36.36,5145,6.61,1.65,2.48,0,3.9,Black Rock Alternative/Continuation School,47.93,2016,
1541,0,18.4,340,0.0,0.0,76.86,21.4286,12890,0.0,0.0,0.0,0,3.9,Calvary Baptist Church School,78.5714,2016,
1542,0,18.4,340,1.67224,2.34114,76.86,7.35786,10274,25.4181,1.33779,0.0,0,3.9,Joshua Springs Christian Schools,61.8729,2016,
1543,111,11.2,93,2.21,4.19,57.69,32.01,5151,3.02,0.66,0.29,1.5,1.7,Yucca Valley High School,57.62,2016,
1544,111,11.2,93,34.8485,1.13636,57.69,8.33333,8553,5.68182,9.84848,0.378788,1.5,1.7,Army and Navy Academy,39.7727,2016,
1545,897,32.1,1047,6.51,1.14,17.85,27.73,5866,5.82,0.85,0.53,4.8,0.9,Carlsbad High School,57.42,2016,
1546,32,0,1047,0.0,0.0,7.5,20.0,11124,2.5,2.5,2.5,0,2.1,Carlsbad Seaside Academy,72.5,2016,
1547,32,0,1047,9.82456,0.350877,7.5,2.80702,23995,14.0351,0.0,0.0,0,2.1,Pacific Ridge School,72.9825,2016,
1548,32,25.7,49,10.6,2.0,14.5,23.1,31104,7.4,0.7,0.2,0,2.1,Sage Creek High School,56.0,2016,
1549,0,14.3,49,4.17,14.58,79.17,43.75,14673,4.17,2.08,0.0,0,0,Alta Vista Academy,31.25,2016,
1550,0,14.3,49,68.1818,9.09091,79.17,0.0,26689,22.7273,0.0,0.0,0,0,Berean Bible Baptist Academy,0.0,2016,
1551,433,21.8,481,10.1,3.08,30.33,67.75,6279,6.97,0.16,0.4,1.2,1.9,Bonita Vista Senior High School,11.54,2016,
1552,140,21.1,166,2.74,2.22,78.47,90.87,6281,2.15,0.07,0.07,3.4,0.2,Castle Park Senior High School,1.89,2016,
1553,140,63.3,61,0.48,0.9,64.54,93.91,5827,0.21,0.0,0.0,26.5,0.7,Chula Vista Learning Community Charter School,4.5,2016,
1554,316,28,345,2.31,1.58,73.44,89.92,6283,2.5,0.23,0.31,1,0.1,Chula Vista Senior High School,3.16,2016,
1555,316,0,345,1.43,5.36,88.93,88.21,31940,0.0,0.71,0.71,1,0.1,Diego Springs Academy,3.57,2016,
1556,0,0,345,11.11,5.56,64.44,66.67,17500,6.67,0.0,0.0,9.8,0,East Hills Academy,10.0,2016,
1557,515,39.1,1107,16.67,4.08,19.24,56.79,6284,9.16,0.16,0.16,0,1,Eastlake High School,12.98,2016,
1558,515,39.1,1107,0.77,1.28,75.0,88.27,27082,3.57,0.0,0.0,0,1,Hawking S.T.E.A.M. Charter,6.12,2016,
1559,220,0,1107,9.08,3.6,50.7,76.84,17476,1.1,0.78,0.47,17.2,1.1,High Tech High Chula Vista School,8.14,2016,
1560,345,24.3,411,2.14,1.18,54.82,85.32,6287,3.5,0.09,0.23,4.8,1.3,Hilltop Senior High School,7.55,2016,
1561,0,0,411,1.34,1.01,74.16,95.64,12044,1.01,0.0,0.0,0,0,Maac Community Charter School,1.01,2016,
1562,0,0,411,2.54,3.01,84.19,87.2,5844,0.54,0.0,0.54,12.2,0.4,Mueller Charter (Robert L.) School,6.17,2016,
1563,154,42.6,775,23.3,6.47,27.43,53.55,17054,8.81,0.04,0.48,0.9,0.6,Olympian High School,7.34,2016,
1564,6,0,775,3.03,0.51,67.17,83.33,11121,4.04,0.0,0.0,0,2.4,Options Secondary School,9.09,2016,
1565,547,36.8,908,19.26,4.03,33.4,64.51,12628,6.43,0.08,0.77,1,0.6,Otay Ranch Senior High School,4.92,2016,
1566,4,0.9,908,2.43,2.08,63.89,91.67,6293,0.69,0.0,0.35,0,1.2,Palomar High School,2.78,2016,
1567,0,0,908,3.07,6.14,65.73,49.62,25265,8.7,1.28,0.77,0,0,San Diego Virtual,30.43,2016,
1568,0,0,908,39.604,7.92079,65.73,18.8119,10486,0.0,0.0,0.990099,0,0,Victory Christian Academy,32.6733,2016,
1569,334,50,666,4.79,1.79,4.79,18.28,5859,2.68,0.65,0.41,6.1,1.8,Coronado High School,71.41,2016,
1570,334,50,666,7.89474,2.63158,4.79,13.1579,13243,5.26316,2.63158,0.0,6.1,1.8,Cal Coast Academy,68.4211,2016,
1571,334,50,666,1.8018,0.900901,4.79,15.3153,15526,3.6036,0.0,0.0,6.1,1.8,Winston School,78.3784,2016,
1572,4,50,666,1.3,10.39,83.12,40.26,5922,5.19,1.3,2.6,0,2,Chaparral High School,38.96,2016,
1573,4,0,666,4.34,11.57,81.87,62.1,25111,5.88,0.68,0.48,0,2,Diego Hills Charter School,14.95,2016,
1574,4,0,666,1.4,8.57,84.89,44.55,25645,2.18,2.8,2.02,0,2,Diego Valley Charter,38.47,2016,
1575,169,14.8,133,3.16,7.79,87.25,41.03,5923,2.6,0.28,0.51,7.3,1.7,El Cajon Valley High School,44.64,2016,
1576,169,14.8,133,3.51562,3.51562,87.25,9.76562,13530,13.6719,1.17188,0.78125,7.3,1.7,Foothills Christian High School,67.5781,2016,
1577,286,22.7,311,1.88,2.64,57.01,31.81,5925,6.18,0.94,0.34,8.3,2,Granite Hills High School,56.2,2016,
1578,49,3.8,311,4.29,2.86,50.0,21.43,12214,18.57,0.0,0.0,0,5,Grossmont Middle College High School,52.86,2016,
1579,49,3.8,311,0.0,10.43,72.39,38.65,32164,4.91,1.23,0.0,0,5,Idea Center,44.79,2016,
1580,49,3.8,311,1.94,6.54,30.15,28.57,32161,8.84,0.97,0.24,0,5,Inspire Charter School - South,52.91,2016,
1581,49,0,311,28.37,2.38,43.38,22.09,12032,3.9,0.18,0.18,0,5,Literacy First Charter School,42.89,2016,
1582,49,0,311,0.0,0.0,43.38,0.0,26262,0.0,0.0,0.0,0,5,Pacific Independent Education,100.0,2016,
1583,49,0,311,2.56,35.9,92.31,33.33,31118,7.69,2.56,0.0,0,5,Reach Academy,17.95,2016,
1584,256,27.9,579,4.16,3.98,55.29,24.84,5931,7.06,0.56,0.33,15.7,2.8,Valhalla High School,59.07,2016,
1585,2,27.9,579,2.22,13.33,66.67,22.22,12358,8.89,2.22,2.22,27.8,0,Viking Center,48.89,2016,
1586,2,27.9,579,5.625,1.875,66.67,6.25,10106,3.125,0.0,0.0,27.8,0,"Grauer, The",83.125,2016,
1587,657,46.2,1251,5.65,1.11,7.92,14.99,6087,2.01,0.32,0.32,5.8,1.7,La Costa Canyon High School,75.61,2016,
1588,657,46.2,1251,41.0256,0.0,7.92,5.12821,12841,12.8205,2.5641,0.0,5.8,1.7,Pacific Academy,38.4615,2016,
1589,522,39,735,5.8,0.22,10.72,19.91,6089,1.59,0.66,0.11,5,2.3,San Dieguito High Academy,71.72,2016,
1590,9,39,735,2.44,2.44,22.76,26.83,6090,1.63,0.81,0.0,0,0,Sunset High (Continuation) School,65.85,2016,
1591,9,39,735,6.73854,1.61725,22.76,8.35579,8658,7.00809,1.34771,0.0,0,0,Calvin Christian School,74.9326,2016,
1592,9,30.1,274,3.32,1.29,16.33,18.27,17083,10.15,0.28,0.28,0,0,Classical Academy High School,66.42,2016,
1593,9,0.5,274,2.54,3.13,19.67,21.92,12036,9.78,0.39,0.0,0,0,Dehesa Charter School,62.23,2016,
1594,9,0,274,6.89,2.05,53.52,56.6,31095,2.05,0.15,0.15,0,0,Del Lago Academy - Campus Of Applied Science,32.11,2016,
1595,9,0,274,23.1884,4.83092,53.52,21.7391,9013,14.9758,0.0,0.0,0,0,Escondido Adventist Academy,35.2657,2016,
1596,9,17.5,103,8.63,3.66,33.2,36.99,5906,4.97,0.52,0.13,0,0,Escondido Charter High School,45.1,2016,
1597,9,17.5,103,7.51634,7.51634,33.2,24.8366,8743,11.4379,1.30719,1.30719,0,0,Escondido Christian School,46.0784,2016,
1598,297,26.5,515,5.67,3.31,70.06,71.93,5907,0.66,0.29,0.08,9.4,1.1,Escondido High School,18.05,2016,
1599,297,26.5,515,1.78571,0.0,70.06,98.2143,11395,0.0,0.0,0.0,9.4,1.1,Kings Academy,0.0,2016,
1600,307,23.9,298,2.75,2.41,84.46,85.29,5908,0.49,0.2,0.39,6.4,0.8,Orange Glen High School,8.46,2016,
1601,424,38.1,1023,6.16,1.68,52.08,57.09,5909,1.06,0.4,0.44,6.5,1.5,San Pasqual High School,33.17,2016,
1602,0,0.6,1023,1.25,1.88,81.5,87.15,5910,0.0,0.63,0.63,15.6,1.9,Valley High (Continuation) School,8.46,2016,
1603,254,15.5,351,3.61,6.49,59.89,37.54,5926,7.06,0.44,0.52,9.6,1.9,Grossmont High School,44.34,2016,
1604,546,23.5,458,6.59,16.97,60.85,47.52,5927,8.77,0.24,0.89,3.4,3.1,Helix High School,19.03,2016,
1605,9,0,458,5.29,4.07,48.73,51.27,14557,6.82,0.51,0.51,17.1,0.5,Learning Choice Academy,31.54,2016,
1606,9,0,458,30.1887,10.3774,48.73,18.8679,12696,2.83019,0.0,0.0,17.1,0.5,Lighthouse Christian Academy,37.7358,2016,
1607,9,0,458,0.0,3.22581,48.73,54.8387,8794,22.5806,0.0,0.0,17.1,0.5,Shiloh Christian Academy,19.3548,2016,
1608,9,0,458,75.0,0.0,48.73,11.9048,11402,8.33333,0.0,2.38095,17.1,0.5,Faithful Ambassadors Bible Baptist Academy,2.38095,2016,
1609,9,0,458,17.5824,8.05861,48.73,68.1319,8988,0.0,0.0,0.0,17.1,0.5,San Diego Academy,6.22711,2016,
1610,340,34.6,539,13.38,1.45,79.8,81.21,6297,2.11,0.3,0.41,1.7,0.2,Sweetwater High School,1.15,2016,
1611,275,32.4,990,9.2,6.52,47.2,53.85,6002,3.01,0.29,2.23,1,1.8,El Camino High School,24.89,2016,
1612,91,34.6,459,8.37,3.19,23.69,32.12,25014,4.92,0.38,0.7,19.4,1.1,Mission Vista High School,50.32,2016,
1613,0,1.9,459,2.9,7.25,77.54,68.12,6013,2.17,1.45,2.17,0,3.4,Ocean Shores High (Continuation) School,15.94,2016,
1614,181,27.3,386,3.15,7.59,63.43,63.29,6014,3.38,0.42,2.73,1.1,1.6,Oceanside High School,19.44,2016,
1615,181,1.2,386,1.46,4.15,58.05,52.93,11126,10.0,0.24,1.22,1.1,1.6,Pacific View Charter School,30.0,2016,
1616,181,0,386,2.05,20.41,94.12,60.7,13792,6.42,1.16,1.07,1.1,1.6,SIATech School,8.2,2016,
1617,0,0,386,0.0,2.48,61.98,63.64,25173,10.74,1.65,0.0,0,0,San Diego Neighborhood Homeschools,21.49,2016,
1618,0,0,386,7.01754,7.01754,61.98,15.7895,15325,1.75439,0.0,1.75439,0,0,Teri Learning Academy,66.6667,2016,
1619,4,0,386,8.47,6.05,38.31,28.63,6025,6.85,1.21,0.4,11.1,1.5,Abraxas Continuation High School,48.39,2016,
1620,650,44.1,1098,9.69,1.33,20.8,21.11,6043,4.84,0.53,0.44,7.6,2.3,Poway High School,62.04,2016,
1621,650,44.1,1098,6.29183,0.669344,20.8,43.3735,8387,10.9772,0.0,0.669344,7.6,2.3,Academy Of Our Lady Of Peace,38.0187,2016,
1622,0,44.1,1098,0.0,3.7,88.89,88.89,13791,7.41,0.0,0.0,0,0,Alba School,0.0,2016,
1623,0,44.1,1098,9.39,15.16,96.03,67.51,25641,0.72,0.0,0.36,0,0,America's Finest Charter,6.86,2016,
1624,16,0,1098,2.89,9.59,65.83,52.69,12040,1.31,0.26,0.66,21.1,1.2,Audeo Charter School,32.59,2016,
1625,16,0,1098,3.44828,3.44828,65.83,13.7931,26237,3.44828,0.0,0.0,21.1,1.2,Banyan Tree Foundations Academy-San Diego,75.8621,2016,
1626,764,62.4,1936,26.87,0.8,2.88,6.87,14326,1.82,0.22,0.31,10.7,2.2,Canyon Crest Academy,63.1,2016,
1627,764,62.4,1936,1.73077,2.11538,2.88,6.92308,16526,0.833333,0.576923,0.769231,10.7,2.2,Cathedral Catholic High School,87.0513,2016,
1628,764,62.4,1936,17.9,28.4,98.15,50.62,27161,1.85,0.0,0.62,10.7,2.2,City Heights Preparatory Charter,0.62,2016,
1629,236,29.4,225,6.7,1.8,55.5,51.8,6119,5.8,0.4,0.2,0,1.1,Clairemont High School,33.3,2016,
1630,33,21.6,62,27.08,25.77,96.73,43.23,14261,1.4,0.19,0.09,0,0.7,Crawford High School,2.24,2016,
1631,430,60.5,1656,35.43,2.71,10.68,10.09,25002,4.58,0.15,0.34,14,3.3,Del Norte High School,46.7,2016,
1632,430,60.5,1656,0.0,0.0,10.68,16.6667,13448,0.0,0.0,0.0,14,3.3,Dunamis Academy & Dunamis Learning Center,83.3333,2016,
1633,430,60.5,1656,8.92857,10.7143,10.68,25.0,10227,10.7143,0.0,0.0,14,3.3,Excelsior Academy,44.6429,2016,
1634,430,60.5,1656,6.81818,2.27273,10.68,9.09091,10051,0.0,2.27273,0.0,14,3.3,Futures Academy - San Diego,79.5455,2016,
1635,6,1,1656,3.61,6.19,94.85,88.66,6149,0.52,0.0,0.0,0,2.2,Garfield High School,1.03,2016,
1636,183,52.6,42,4.61,9.9,92.11,82.72,25127,1.09,0.08,1.43,26.7,1.4,Gompers Preparatory Academy,0.17,2016,
1637,133,0.2,42,4.05,20.07,70.49,63.41,17706,1.01,0.51,0.17,15.8,0.8,Health Sciences High School,10.79,2016,
1638,133,0.2,42,47.2222,0.0,70.49,2.77778,26249,0.0,0.0,0.0,15.8,0.8,High Bluff Academy,50.0,2016,
1639,207,0.2,42,10.81,8.58,40.82,43.22,11837,1.03,1.37,0.69,14.3,2.3,High Tech High,34.31,2016,
1640,146,0.3,42,8.27,8.77,41.35,51.88,14535,0.75,0.75,0.75,4.8,1.7,High Tech High International School,28.82,2016,
1641,166,0.3,42,9.75,9.25,52.5,49.0,13754,2.0,0.5,0.75,16.7,4.6,High Tech High Media Arts School,28.75,2016,
1642,166,0,42,10.42,6.25,54.17,48.96,27080,8.33,2.08,2.08,16.7,4.6,Home & Hosp/Transition Support,21.88,2016,
1643,363,12.1,127,14.15,9.96,90.43,71.6,6163,2.47,0.3,0.39,5,0.3,Hoover High School,1.13,2016,
1644,363,12.1,127,0.787402,9.84252,90.43,5.31496,9711,5.90551,0.19685,0.19685,5,0.3,Horizon Christian Academy,77.7559,2016,
1645,363,12.1,127,17.3228,8.07087,90.43,13.3858,9974,6.10236,1.1811,0.0,5,0.3,Horizon Junior/Senior High School,53.937,2016,
1646,363,12.1,127,0.0,26.09,91.3,65.22,32176,8.7,0.0,0.0,5,0.3,Ingenuity Charter,0.0,2016,
1647,8,23.1,127,3.81,4.5,51.9,53.63,11108,9.69,0.0,0.35,5.7,1.1,John Muir School,28.03,2016,
1648,64,0.9,127,14.69,10.0,74.69,58.75,14240,4.06,0.0,0.63,0,0.5,Kearny Construction Tech School,11.88,2016,
1649,69,4.2,16,0.0,1.58,99.47,97.72,25009,0.7,0.0,0.0,37.7,0.9,King-Chavez Community High School,0.0,2016,
1650,69,4.2,16,9.65909,1.13636,99.47,8.80682,8681,16.1932,0.189394,0.757576,37.7,0.9,La Jolla Country Day School,63.2576,2016,
1651,69,0,16,11.51,10.79,49.64,32.37,27265,12.95,2.88,0.72,37.7,0.9,Laurel Preparatory Academy,28.78,2016,
1652,298,15.8,60,6.01,18.37,89.23,69.48,17474,2.69,0.07,1.66,1.1,0.2,Lincoln High School,1.73,2016,
1653,216,22.6,146,10.31,11.73,66.84,45.69,6192,7.91,0.18,1.42,3.1,1.9,Madison High School,22.76,2016,
1654,520,33.4,665,49.18,4.74,45.14,22.42,6203,8.9,0.25,0.66,1.8,0.5,Mira Mesa High School,13.85,2016,
1655,288,11,56,2.94,7.59,66.89,59.01,6205,4.36,0.47,0.38,1.4,1.1,Mission Bay High School,25.24,2016,
1656,288,1.5,56,0.37,17.71,98.89,72.32,25042,4.06,0.37,0.74,20,0,Monarch Elementary Community School,4.43,2016,
1657,133,19.2,186,6.95,1.37,64.25,87.59,6291,2.55,0.12,0.24,5.9,0.1,Montgomery Senior High School,1.19,2016,
1658,314,21.8,303,38.97,17.6,81.22,32.77,6207,6.2,0.34,1.92,2.3,0.8,Morse High School,2.2,2016,
1659,469,41.4,1058,26.02,4.39,20.61,13.78,6039,6.28,0.46,1.02,6.7,3.1,Mt. Carmel High School,48.06,2016,
1660,29,34.8,42,8.75,3.42,24.33,17.11,11109,10.27,0.38,0.0,0,1.2,Mt. Everest Academy,60.08,2016,
1661,29,34.8,42,9.09091,6.90909,24.33,55.6364,9259,12.3636,0.727273,0.0,0,1.2,Ocean View Christian Academy,15.2727,2016,
1662,555,34.3,814,15.35,6.63,40.31,31.75,6159,7.3,0.29,0.46,1.4,1.2,Patrick Henry High School,38.21,2016,
1663,555,34.3,814,14.2857,19.0476,40.31,9.52381,17354,0.0,0.0,0.0,1.4,1.2,Pioneer Day School,57.1429,2016,
1664,430,49.8,694,2.77,3.92,40.68,39.22,6224,5.48,0.47,0.47,3.9,1.7,Point Loma High School,47.68,2016,
1665,572,37.7,1160,24.9,4.02,12.54,12.76,6044,6.0,0.22,0.4,6.1,1.8,Rancho Bernardo High School,51.7,2016,
1666,0,37.7,1160,0.57,20.69,79.31,44.83,12543,8.05,0.0,0.57,0,0,Riley/New Dawn School,25.29,2016,
1667,66,12.4,24,1.02,8.31,78.86,84.26,14157,2.77,0.44,0.44,0,0.4,San Diego Business,2.77,2016,
1668,66,12.4,24,3.22581,23.6559,78.86,18.2796,13451,2.15054,1.07527,2.15054,0,0.4,San Diego Center For Children Academy,49.4624,2016,
1669,66,12.4,24,2.08,6.74,72.79,82.6,31166,2.08,0.25,0.25,0,0.4,San Diego County Community,6.0,2016,
1670,66,12.4,24,1.54,15.64,99.42,68.53,31213,2.7,0.39,0.58,0,0.4,San Diego County Court,10.62,2016,
1671,0,12.4,24,7.14,4.76,26.19,73.81,12357,2.38,2.38,0.0,20,0,San Diego County Special Education School,9.52,2016,
1672,39,38.8,10,6.42,4.59,80.73,70.64,24811,4.59,0.0,0.0,0,2.7,San Diego Early/Middle College School,13.76,2016,
1673,39,38.8,10,0.0,0.0,80.73,31.9149,9261,0.0,0.0,0.0,0,2.7,San Diego Jewish Academy,68.0851,2016,
1674,39,38.8,10,0.0,0.0,80.73,0.0,26271,0.0,0.0,33.3333,0,2.7,San Diego Liberal Arts Academy,66.6667,2016,
1675,61,7.2,10,1.71,11.97,50.43,41.03,14544,6.84,0.0,0.0,2.3,2.1,San Diego Metro Career and Tech School,38.46,2016,
1676,142,23.6,141,25.88,12.03,56.4,39.31,6229,7.74,0.28,0.91,2,1.6,San Diego Scpa School,13.85,2016,
1677,254,17.1,334,2.28,1.38,73.41,93.97,12223,0.81,0.77,0.04,2,0.2,San Ysidro High School,0.73,2016,
1678,4,3.4,334,4.83,6.69,40.52,28.62,25267,8.55,0.0,0.37,15.4,0,School for Entrepreneurship and Technology,50.93,2016,
1679,736,40,1090,29.22,3.47,18.87,17.96,6233,8.64,0.09,0.23,3.2,2.4,Scripps Ranch High School,40.39,2016,
1680,357,35.4,540,12.32,7.66,58.29,44.27,6235,7.83,0.51,0.51,3.6,0.9,Serra High School,26.9,2016,
1681,144,26.3,244,1.98,1.82,75.8,93.72,6296,1.1,0.17,0.0,9.8,0.2,Southwest Senior High School,1.21,2016,
1682,144,26.3,244,9.23913,4.07609,75.8,30.5707,8373,0.271739,0.0,1.3587,9.8,0.2,St. Augustine High School,54.4837,2016,
1683,144,26.3,244,4.7619,30.9524,75.8,40.4762,8890,0.0,0.0,0.0,9.8,0.2,Tabernacle Christian Academy,23.8095,2016,
1684,144,26.3,244,15.3846,0.0,75.8,0.0,17355,0.0,0.0,0.0,9.8,0.2,The Arch Academy,84.6154,2016,
1685,144,26.3,244,33.0435,3.04348,75.8,3.04348,17342,0.0,0.0,1.30435,9.8,0.2,The Cambridge School,59.5652,2016,
1686,0,0,244,19.01,19.26,72.43,53.74,6215,5.13,0.06,0.82,36.4,0.4,The O'Farrell Charter School,1.96,2016,
1687,0,0,244,11.3636,7.95455,72.43,11.3636,16568,21.5909,0.378788,1.89394,36.4,0.4,The Rock Academy,45.4545,2016,
1688,0,0,244,1.03,8.25,51.03,38.66,31646,8.25,0.52,0.52,36.4,0.4,Thrive Public,42.78,2016,
1689,0,0,244,0.0,0.0,51.03,15.625,13511,0.0,0.0,0.0,36.4,0.4,Torah High Schools Of San Diego,84.375,2016,
1690,1014,50.3,2164,23.79,1.38,5.65,11.84,6091,1.42,0.15,0.19,13,1.4,Torrey Pines High School,61.22,2016,
1691,0,50.3,2164,10.53,16.7,66.82,53.55,12305,2.75,0.69,0.92,0,0,Trace School,14.87,2016,
1692,6,50.3,2164,10.22,6.45,86.02,61.83,6247,3.76,1.08,1.08,1.5,2.2,Twain High School,15.59,2016,
1693,475,42.6,609,16.99,4.03,40.04,34.53,6248,7.12,0.33,0.22,1.9,1.4,University City High School,36.79,2016,
1694,475,0,609,5.03,17.11,98.99,47.99,25575,1.68,0.67,0.0,1.9,1.4,Urban Corps Of San Diego County Charter,27.52,2016,
1695,475,0,609,3.72,5.58,28.14,36.05,24784,8.14,0.0,0.0,28.6,0,Urban Discovery Academy Charter,46.51,2016,
1696,475,0,609,0.0,66.6667,28.14,26.6667,16582,3.33333,0.0,0.0,28.6,0,Urban Skills Center,3.33333,2016,
1697,475,0,609,2.15827,1.43885,28.14,10.7914,9936,24.4604,1.07914,0.0,28.6,0,Waldorf School Of San Diego,60.0719,2016,
1698,736,56.7,1833,37.15,1.82,12.33,9.81,12216,5.64,0.17,0.39,11.9,1.7,Westview High School,45.01,2016,
1699,0,0,1833,9.3,9.3,60.47,39.53,13737,4.65,0.0,2.33,3.6,0.8,Whittier K-12,34.88,2016,
1700,0,3.3,1833,2.96,16.3,69.14,66.17,31013,2.22,0.0,0.49,3.6,0.8,e3 Civic High School,11.85,2016,
1701,17,13.5,1833,9.76,4.88,26.83,39.02,25137,7.32,0.0,0.0,0,3.5,iHigh Virtual Academy,39.02,2016,
1702,11,0,1833,3.57,0.0,50.0,47.32,14996,3.57,0.89,0.0,33.3,1.5,Bayshore Preparatory Charter School,44.64,2016,
1703,0,1.2,1833,0.0,4.35,49.28,65.22,11127,0.0,2.9,0.0,0,0,Foothills High School,27.54,2016,
1704,67,0,1833,10.54,3.72,30.37,28.93,17469,1.65,1.03,0.41,25,1.9,High Tech High North County School,53.72,2016,
1705,0,33.2,804,7.31,3.04,40.7,51.8,13848,2.05,0.24,0.83,3.4,0,Mission Hills High School,34.73,2016,
1706,0,33.2,804,0.0,6.52,45.65,34.78,12611,13.04,3.26,1.09,0,0,North Coastal Consortium Schools,41.3,2016,
1707,8,1.6,804,3.26,2.17,29.35,34.78,25266,3.26,1.09,0.0,25,4.9,Pivot Charter School - San Diego,55.43,2016,
1708,8,1.6,804,0.0,0.0,29.35,26.6026,10156,0.0,0.0,0.0,25,4.9,Saint Joseph Academy,73.3974,2016,
1709,0,33.6,921,8.73,2.82,30.41,40.91,6266,1.25,0.49,0.89,3,0,San Marcos High School,44.91,2016,
1710,0,2.4,921,1.33,0.0,64.0,46.67,27139,1.33,4.0,4.0,3,0,Taylion San Diego Academy,42.67,2016,
1711,0,2.4,921,0.0,0.0,64.0,6.66667,15503,0.0,0.0,0.0,3,0,The Country School,93.3333,2016,
1712,0,1.7,921,1.41,2.11,63.38,80.99,6268,0.7,0.0,0.0,16.7,0,Twin Oaks High School,14.79,2016,
1713,141,19.8,233,2.82,1.54,47.08,25.02,5930,8.99,0.67,0.47,12.5,2.9,Santana High School,60.5,2016,
1714,249,25,411,3.14,1.08,45.83,25.03,5932,9.63,0.41,0.46,0,3.3,West Hills High School,60.25,2016,
1715,249,25,411,5.09165,0.916497,45.83,5.09165,9262,0.0,0.0,0.0,0,3.3,Santa Fe Christian Schools,88.9002,2016,
1716,0,25,411,0.0,0.56,75.42,90.5,6310,0.56,0.56,0.0,0,0.9,Alta Vista High (Continuation) School,7.82,2016,
1717,0,0,411,0.0,1.47,26.47,48.53,25637,8.82,5.88,0.0,0,0.9,Guajome Learning Center,35.29,2016,
1718,0,5.8,16,2.98,1.79,48.96,57.9,6319,7.0,0.75,0.52,0,0.9,Guajome Park Academy Charter,29.06,2016,
1719,0,5.8,16,0.89,1.78,70.67,84.44,17524,0.89,0.89,0.44,0,1.7,Major General Raymond Murray High School,10.67,2016,
1720,0,0,16,3.51,7.03,43.66,37.26,24812,9.79,0.75,0.25,2.9,0.5,National University Academy,41.41,2016,
1721,0,0,16,1.24,1.86,44.1,48.45,24630,11.8,0.0,0.0,2.9,0.5,North County Trade Tech High School,36.65,2016,
1722,497,22.6,410,5.17,3.19,47.62,58.46,6326,3.89,0.46,1.16,2.7,0.5,Rancho Buena Vista High School,27.68,2016,
1723,47,16.9,24,2.62,1.57,45.41,40.68,4664,3.94,0.26,0.0,30,1.4,Rio Vista High School,50.92,2016,
1724,0,0,24,0.0,0.0,36.36,18.18,11070,18.18,9.09,0.0,0,0,River Delta High/Elementary (Alternative) School,54.55,2016,
1725,0,0,24,5.15,4.12,43.3,53.61,12606,6.19,1.03,2.06,0,0,Sierra Vista High School,27.84,2016,
