Year,CDS_CODE,COUNTY,DISTRICT,SCHOOL,Charter,Latitude,Longitude,Enroll12,NumTstTakr,AvgScrEng,AvgScrRead,AvgScrMath,AvgScrSci,NumGE21,PctGE21,(%)FRPM,American Indian or Alaska Native,Asian,Pacific Islander,Filipino,Hispanic or Latino,African American,White,Two or More Races,AvgScr
2016,56739405633250,Ventura,Moorpark Unified,Moorpark High,N,34.270186,-118.89871,506.0,177.0,25.0,25.0,25.0,25.0,150.0,84.75,24.65069860279441,0.001976284584980237,0.05928853754940711,0.0,0.023715415019762844,0.4189723320158103,0.003952569169960474,0.4723320158102767,0.019762845849802372,25.0
2016,56768285635776,Ventura,Santa Paula Unified,Santa Paula High,N,34.356394,-119.06950,359.0,86.0,18.0,19.0,19.0,19.0,25.0,29.07,76.57430730478589,0.0,0.002785515320334262,0.0,0.0,0.935933147632312,0.0,0.0584958217270195,0.002785515320334262,18.75
2016,57726780119578,Yolo,Davis Joint Unified,Da Vinci Charter Academy,Y,38.553046,-121.73376,104.0,49.0,26.0,27.0,26.0,25.0,40.0,81.63,8.233276157804461,0.019230769230769232,0.04807692307692308,0.0,0.019230769230769232,0.11538461538461539,0.0,0.7596153846153846,0.038461538461538464,26.0
2016,57726785732201,Yolo,Davis Joint Unified,Davis Senior High,N,38.555887,-121.75123,530.0,225.0,27.0,28.0,28.0,26.0,204.0,90.67,14.795008912655971,0.005660377358490566,0.17358490566037735,0.0018867924528301887,0.01509433962264151,0.22075471698113208,0.013207547169811321,0.5188679245283019,0.04905660377358491,27.25
2016,57726945735154,Yolo,Washington Unified,River City High,N,38.545875,-121.54039,466.0,85.0,19.0,21.0,20.0,20.0,36.0,42.35,62.372386971317454,0.01072961373390558,0.1223175965665236,0.012875536480686695,0.027896995708154508,0.3905579399141631,0.06223175965665236,0.3605150214592275,0.012875536480686695,20.0
2016,57727025738505,Yolo,Winters Joint Unified,Winters High,N,38.525680,-121.96899,95.0,17.0,21.0,21.0,20.0,22.0,9.0,52.94,55.632183908045974,0.010526315789473684,0.0,0.0,0.0,0.6421052631578947,0.010526315789473684,0.3263157894736842,0.010526315789473684,21.0
2016,57727100101162,Yolo,Woodland Joint Unified,Pioneer High,N,38.657047,-121.74229,317.0,74.0,20.0,21.0,20.0,20.0,33.0,44.59,60.78688524590164,0.00946372239747634,0.05993690851735016,0.0,0.00946372239747634,0.6340694006309149,0.006309148264984227,0.26498422712933756,0.00946372239747634,20.25
2016,57727105738802,Yolo,Woodland Joint Unified,Woodland Senior High,N,38.683705,-121.78395,300.0,64.0,19.0,21.0,20.0,21.0,30.0,46.88,63.3535660091047,0.0033333333333333335,0.03,0.0,0.0033333333333333335,0.6333333333333333,0.006666666666666667,0.31333333333333335,0.006666666666666667,20.25
2016,58727365830013,Yuba,Marysville Joint Unified,Lindhurst High,N,39.079263,-121.53070,249.0,43.0,17.0,20.0,19.0,19.0,15.0,34.88,83.9572192513369,0.01606425702811245,0.1606425702811245,0.004016064257028112,0.004016064257028112,0.5542168674698795,0.03614457831325301,0.20481927710843373,0.01606425702811245,18.75
2016,58727365835202,Yuba,Marysville Joint Unified,Marysville High,N,39.155225,-121.58565,202.0,16.0,22.0,23.0,24.0,21.0,11.0,68.75,61.92609182530795,0.0594059405940594,0.08415841584158416,0.0049504950495049506,0.0049504950495049506,0.3118811881188119,0.06930693069306931,0.4504950495049505,0.0049504950495049506,22.5
2016,58727695838305,Yuba,Wheatland Union High,Wheatland Union High,N,38.998968,-121.45497,168.0,32.0,21.0,22.0,20.0,20.0,16.0,50.0,36.916548797736915,0.011904761904761904,0.023809523809523808,0.0,0.005952380952380952,0.2857142857142857,0.03571428571428571,0.5178571428571429,0.10714285714285714,20.75
2017,1316170131763,Alameda,California School for the Deaf-Fremont (State Spec,California School for the Deaf-Fremont,N,37.558956,-121.96551,86.0,26.0,12.0,16.0,16.0,16.0,1.0,3.85,93.94736842105263,0.011627906976744186,0.06976744186046512,0.011627906976744186,0.05813953488372093,0.5465116279069767,0.08139534883720931,0.18604651162790697,0.03488372093023256,15.0
2017,1611190106401,Alameda,Alameda Unified,Alameda Science and Technology Institute,N,37.780753,-122.27930,44.0,16.0,25.0,25.0,26.0,26.0,15.0,93.75,21.85792349726776,0.0,0.5681818181818182,0.022727272727272728,0.13636363636363635,0.18181818181818182,0.022727272727272728,0.045454545454545456,0.022727272727272728,25.5
2017,1611190130229,Alameda,Alameda Unified,Alameda High,N,37.764958,-122.24593,419.0,158.0,26.0,26.0,26.0,25.0,134.0,84.81,18.924972004479283,0.002386634844868735,0.4343675417661098,0.00477326968973747,0.0405727923627685,0.10739856801909307,0.05489260143198091,0.324582338902148,0.028639618138424822,25.75
2017,1611190130609,Alameda,Alameda Unified,Alameda Community Learning Center,Y,37.779051,-122.28703,52.0,21.0,27.0,26.0,25.0,24.0,19.0,90.48,23.52941176470588,0.019230769230769232,0.19230769230769232,0.0,0.057692307692307696,0.19230769230769232,0.09615384615384616,0.3269230769230769,0.11538461538461539,25.5
2017,1611270130450,Alameda,Albany City Unified,Albany High,N,37.896661,-122.29257,295.0,128.0,27.0,28.0,28.0,27.0,114.0,89.06,18.213058419243985,0.003389830508474576,0.26101694915254237,0.0,0.01694915254237288,0.16271186440677965,0.05084745762711865,0.4033898305084746,0.1016949152542373,27.5
2017,1611430131177,Alameda,Berkeley Unified,Berkeley High,N,37.868913,-122.27120,781.0,321.0,26.0,26.0,25.0,24.0,239.0,74.45,27.866136514247845,0.0012804097311139564,0.0998719590268886,0.002560819462227913,0.014084507042253521,0.20102432778489115,0.17797695262483995,0.39308578745198464,0.1088348271446863,25.25
2017,1611500132225,Alameda,Castro Valley Unified,Castro Valley High,N,37.705184,-122.07847,714.0,173.0,25.0,25.0,25.0,24.0,136.0,78.61,22.02054794520548,0.0014005602240896359,0.23109243697478993,0.0070028011204481795,0.0546218487394958,0.22549019607843138,0.07703081232492998,0.3067226890756303,0.0896358543417367,24.75
2017,1611760130062,Alameda,Fremont Unified,American High,N,37.563645,-122.01747,510.0,164.0,29.0,28.0,29.0,27.0,150.0,91.46,16.68181818181818,0.00392156862745098,0.5509803921568628,0.01568627450980392,0.11764705882352941,0.1,0.041176470588235294,0.1607843137254902,0.00980392156862745,28.25
2017,1611760134270,Alameda,Fremont Unified,Irvington High,N,37.522654,-121.96902,495.0,199.0,28.0,27.0,29.0,27.0,174.0,87.44,12.005335704757671,0.0,0.6060606060606061,0.012121212121212121,0.07272727272727272,0.1111111111111111,0.01616161616161616,0.17373737373737375,0.00808080808080808,27.75
2017,1611760134452,Alameda,Fremont Unified,John F. Kennedy High,N,37.528399,-121.98312,362.0,73.0,24.0,25.0,24.0,23.0,56.0,76.71,37.68953068592058,0.0027624309392265192,0.27071823204419887,0.022099447513812154,0.0718232044198895,0.31767955801104975,0.07458563535911603,0.22375690607734808,0.016574585635359115,24.0
2017,1611760135244,Alameda,Fremont Unified,Mission San Jose High,N,37.545040,-121.93193,476.0,242.0,31.0,31.0,32.0,30.0,237.0,97.93,3.6445332001997004,0.0,0.9138655462184874,0.0021008403361344537,0.012605042016806723,0.014705882352941176,0.0021008403361344537,0.052521008403361345,0.0021008403361344537,31.0
2017,1611760138693,Alameda,Fremont Unified,Washington High,N,37.552082,-121.99484,430.0,99.0,28.0,28.0,28.0,27.0,88.0,88.89,22.24565102793885,0.004651162790697674,0.3511627906976744,0.0069767441860465115,0.06744186046511629,0.21627906976744185,0.04883720930232558,0.27906976744186046,0.02558139534883721,27.75
2017,1611920108670,Alameda,Hayward Unified,Leadership Public Schools - Hayward,Y,37.624193,-122.08790,134.0,123.0,18.0,20.0,20.0,19.0,44.0,35.77,59.86159169550172,0.0,0.1044776119402985,0.03731343283582089,0.08955223880597014,0.6716417910447762,0.03731343283582089,0.03731343283582089,0.022388059701492536,19.25
2017,1611920113902,Alameda,Hayward Unified,Impact Academy of Arts & Technology,Y,37.631317,-122.10254,111.0,37.0,19.0,19.0,19.0,18.0,12.0,32.43,60.81771720613288,0.0,0.036036036036036036,0.009009009009009009,0.04504504504504504,0.7207207207207207,0.07207207207207207,0.06306306306306306,0.05405405405405406,18.75
2017,1611920127944,Alameda,Hayward Unified,Silver Oak High Public Montessori Charter,Y,37.672093,-122.09803,36.0,20.0,15.0,16.0,16.0,16.0,1.0,5.0,50.0,0.0,0.05555555555555555,0.0,0.0,0.6388888888888888,0.1111111111111111,0.1388888888888889,0.0,15.75
2017,1611920133629,Alameda,Hayward Unified,Hayward High,N,37.672677,-122.06992,346.0,82.0,19.0,21.0,21.0,21.0,34.0,41.46,65.6725888324873,0.002890173410404624,0.05491329479768786,0.028901734104046242,0.07225433526011561,0.5635838150289018,0.16473988439306358,0.08670520231213873,0.02601156069364162,20.5
2017,1611920135319,Alameda,Hayward Unified,Mt. Eden High,N,37.625313,-122.09056,491.0,67.0,20.0,22.0,21.0,20.0,38.0,56.72,61.13602391629297,0.008146639511201629,0.13238289205702647,0.03665987780040733,0.14052953156822812,0.5234215885947047,0.09979633401221996,0.048879837067209775,0.010183299389002037,20.75
2017,1611920138339,Alameda,Hayward Unified,Tennyson High,N,37.642546,-122.06596,337.0,22.0,18.0,18.0,19.0,19.0,5.0,22.73,76.3271162123386,0.0,0.0830860534124629,0.03857566765578635,0.05637982195845697,0.7329376854599406,0.05934718100890208,0.02967359050445104,0.0,18.5
2017,1612000120931,Alameda,Livermore Valley Joint Unified,Livermore Valley Charter Preparatory High,Y,37.706796,-121.81536,86.0,36.0,23.0,25.0,23.0,24.0,25.0,69.44,15.63517915309446,0.011627906976744186,0.09302325581395349,0.0,0.023255813953488372,0.19767441860465115,0.0,0.5930232558139535,0.08139534883720931,23.75
2017,1612000133397,Alameda,Livermore Valley Joint Unified,Granada High,N,37.675206,-121.78984,470.0,158.0,26.0,26.0,26.0,25.0,137.0,86.71,15.98890942698706,0.00425531914893617,0.06808510638297872,0.00425531914893617,0.027659574468085105,0.2148936170212766,0.010638297872340425,0.6085106382978723,0.06170212765957447,25.75
2017,1612000134536,Alameda,Livermore Valley Joint Unified,Livermore High,N,37.680526,-121.76173,398.0,71.0,25.0,25.0,25.0,24.0,58.0,81.69,20.497237569060772,0.0,0.05025125628140704,0.0,0.04020100502512563,0.27889447236180903,0.02512562814070352,0.542713567839196,0.06281407035175879,24.75
2017,1612340130054,Alameda,Newark Unified,Newark Memorial High,N,37.522095,-122.00175,351.0,34.0,24.0,23.0,24.0,22.0,22.0,64.71,44.56840869054609,0.002849002849002849,0.10541310541310542,0.019943019943019943,0.1339031339031339,0.49002849002849,0.05698005698005698,0.14245014245014245,0.04843304843304843,23.25
2017,1612420134668,Alameda,New Haven Unified,James Logan High,N,37.592494,-122.02604,879.0,197.0,22.0,23.0,23.0,22.0,127.0,64.47,45.306666666666665,0.004550625711035267,0.22070534698521047,0.03526734926052332,0.22753128555176336,0.33447098976109213,0.07394766780432309,0.05688282138794084,0.04664391353811149,22.5
2017,1612590100065,Alameda,Oakland Unified,Oakland Unity High,Y,37.773706,-122.18548,62.0,53.0,16.0,17.0,18.0,16.0,11.0,20.75,84.34782608695653,0.016129032258064516,0.0,0.0,0.0,0.7580645161290323,0.06451612903225806,0.0,0.0,16.75
2017,1612590110189,Alameda,Oakland Unified,McClymonds High,N,37.817864,-122.27863,75.0,44.0,14.0,16.0,16.0,16.0,3.0,6.82,88.70967741935483,0.0,0.013333333333333334,0.0,0.0,0.05333333333333334,0.8266666666666667,0.04,0.02666666666666667,15.5
2017,1612590111856,Alameda,Oakland Unified,American Indian Public High,Y,37.811503,-122.24905,29.0,20.0,23.0,22.0,25.0,21.0,14.0,70.0,69.23076923076923,0.0,0.5517241379310345,0.0,0.0,0.1724137931034483,0.2413793103448276,0.0,0.034482758620689655,22.75
2017,1612590114868,Alameda,Oakland Unified,Oakland Charter High,Y,37.785856,-122.21961,82.0,37.0,23.0,24.0,24.0,22.0,23.0,62.16,80.0,0.0,0.4268292682926829,0.0,0.012195121951219513,0.5,0.06097560975609756,0.0,0.0,23.25
2017,1612590118224,Alameda,Oakland Unified,Aspire Golden State College Preparatory Academy,Y,37.759099,-122.19807,41.0,66.0,15.0,17.0,17.0,16.0,6.0,9.09,91.24343257443083,0.0,0.0,0.0,0.0,0.8536585365853658,0.14634146341463414,0.0,0.0,16.25
2017,1612590125161,Alameda,Oakland Unified,Castlemont High,N,37.759536,-122.16291,120.0,16.0,12.0,14.0,15.0,14.0,0.0,0.0,82.87220026350461,0.0,0.0,0.05,0.016666666666666666,0.39166666666666666,0.5333333333333333,0.008333333333333333,0.0,13.75
2017,1612590130575,Alameda,Oakland Unified,LIFE Academy,N,37.784286,-122.21676,63.0,28.0,18.0,19.0,19.0,19.0,8.0,28.57,90.87048832271762,0.0,0.06349206349206349,0.0,0.0,0.8412698412698413,0.07936507936507936,0.015873015873015872,0.0,18.75
2017,1612590130666,Alameda,Oakland Unified,Aspire Lionel Wilson College Preparatory Academy,Y,37.729387,-122.18048,81.0,85.0,15.0,16.0,17.0,16.0,13.0,15.29,92.23300970873787,0.012345679012345678,0.0,0.0,0.0,0.9753086419753086,0.012345679012345678,0.0,0.0,16.0
2017,1612590135905,Alameda,Oakland Unified,Oakland High,N,37.805290,-122.23652,287.0,90.0,18.0,19.0,19.0,18.0,20.0,22.22,87.45198463508322,0.003484320557491289,0.3693379790940767,0.020905923344947737,0.024390243902439025,0.20209059233449478,0.3554006968641115,0.013937282229965157,0.006968641114982578,18.5
2017,1612590136051,Alameda,Oakland Unified,Oakland Technical High,N,37.831725,-122.25413,476.0,173.0,25.0,25.0,24.0,24.0,124.0,71.68,44.8055145248646,0.0021008403361344537,0.19957983193277312,0.0021008403361344537,0.01050420168067227,0.18907563025210083,0.3235294117647059,0.21008403361344538,0.052521008403361345,24.5
2017,1612590137943,Alameda,Oakland Unified,Skyline High,N,37.797495,-122.16360,383.0,38.0,21.0,21.0,21.0,21.0,18.0,47.37,76.55995659251221,0.005221932114882507,0.206266318537859,0.007832898172323759,0.020887728459530026,0.42297650130548303,0.2584856396866841,0.05221932114882506,0.010443864229765013,21.0
2017,1612593030772,Alameda,Oakland Unified,Oakland School for the Arts,Y,37.807834,-122.27113,107.0,24.0,26.0,27.0,22.0,23.0,18.0,75.0,9.242618741976894,0.0,0.018691588785046728,0.0,0.0,0.14018691588785046,0.21495327102803738,0.5327102803738317,0.08411214953271028,24.5
2017,1612596066450,Alameda,Oakland Unified,Madison Park Academy 6-12,N,37.727775,-122.17918,62.0,25.0,15.0,18.0,18.0,18.0,4.0,16.0,93.359375,0.0,0.0,0.016129032258064516,0.0,0.7096774193548387,0.24193548387096775,0.016129032258064516,0.0,17.25
2017,1612750136515,Alameda,Piedmont City Unified,Piedmont High,N,37.823674,-122.23290,198.0,142.0,30.0,29.0,28.0,28.0,136.0,95.77,1.2330456226880395,0.0,0.16161616161616163,0.0,0.015151515151515152,0.050505050505050504,0.005050505050505051,0.6161616161616161,0.15151515151515152,28.75
2017,1612910137588,Alameda,San Leandro Unified,San Leandro High,N,37.717128,-122.14256,590.0,119.0,20.0,20.0,20.0,20.0,43.0,36.13,57.70705521472392,0.0,0.18305084745762712,0.013559322033898305,0.09322033898305085,0.43050847457627117,0.16779661016949152,0.09322033898305085,0.01864406779661017,20.0
2017,1613090114421,Alameda,San Lorenzo Unified,KIPP King Collegiate High,Y,37.674319,-122.15009,121.0,88.0,21.0,21.0,21.0,20.0,43.0,48.86,62.77495769881557,0.008264462809917356,0.19834710743801653,0.0,0.04132231404958678,0.5454545454545454,0.11570247933884298,0.09090909090909091,0.0,20.75
2017,1613090130849,Alameda,San Lorenzo Unified,Arroyo High,N,37.680810,-122.13836,433.0,27.0,23.0,24.0,24.0,23.0,19.0,70.37,50.73033707865169,0.004618937644341801,0.17782909930715934,0.016166281755196306,0.13625866050808313,0.44803695150115475,0.08314087759815242,0.12009237875288684,0.011547344110854504,23.5
2017,1613090137810,Alameda,San Lorenzo Unified,San Lorenzo High,N,37.686688,-122.12256,317.0,64.0,18.0,19.0,19.0,18.0,21.0,32.81,76.39885222381636,0.0,0.08517350157728706,0.00946372239747634,0.06624605678233439,0.6025236593059937,0.138801261829653,0.08517350157728706,0.00946372239747634,18.5
2017,1750930132704,Alameda,Dublin Unified,Dublin High,N,37.720996,-121.92639,500.0,224.0,26.0,26.0,27.0,26.0,193.0,86.16,8.443377350940375,0.002,0.304,0.004,0.1,0.154,0.04,0.3,0.096,26.25
2017,1751010130096,Alameda,Pleasanton Unified,Foothill High,N,37.671579,-121.91994,521.0,248.0,27.0,27.0,27.0,26.0,220.0,88.71,5.633147113594041,0.003838771593090211,0.3474088291746641,0.0019193857965451055,0.044145873320537425,0.0710172744721689,0.01727447216890595,0.4856046065259117,0.028790786948176585,26.75
2017,1751010130583,Alameda,Pleasanton Unified,Amador Valley High,N,37.668296,-121.87327,623.0,316.0,28.0,28.0,28.0,27.0,291.0,92.09,5.098187311178248,0.0032102728731942215,0.3418940609951846,0.0016051364365971107,0.019261637239165328,0.10593900481540931,0.012841091492776886,0.48635634028892455,0.028892455858747994,27.75
2017,3739810330753,Amador,Amador County Unified,Amador High,N,38.398775,-120.80970,143.0,22.0,26.0,27.0,24.0,24.0,19.0,86.36,34.2814371257485,0.006993006993006993,0.02097902097902098,0.0,0.0,0.16783216783216784,0.0,0.7202797202797203,0.04895104895104895,25.25
2017,3739810334755,Amador,Amador County Unified,Argonaut High,N,38.353826,-120.79177,128.0,24.0,24.0,24.0,22.0,23.0,18.0,75.0,34.523809523809526,0.0234375,0.0,0.0,0.0,0.203125,0.0078125,0.6875,0.0546875,23.25
2017,4614240431676,Butte,Chico Unified,Chico High,N,39.735929,-121.84452,437.0,69.0,23.0,25.0,24.0,23.0,53.0,76.81,33.96430502974581,0.016018306636155607,0.07322654462242563,0.002288329519450801,0.004576659038901602,0.2540045766590389,0.04576659038901602,0.5766590389016019,0.011441647597254004,23.75
2017,4614240437558,Butte,Chico Unified,Pleasant Valley High,N,39.761160,-121.81713,414.0,95.0,23.0,24.0,24.0,23.0,72.0,75.79,32.27571115973742,0.014492753623188406,0.07971014492753623,0.014492753623188406,0.004830917874396135,0.21014492753623187,0.01932367149758454,0.6497584541062802,0.004830917874396135,23.5
2017,4615150435602,Butte,Oroville Union High,Oroville High,N,39.514321,-121.54591,214.0,23.0,21.0,21.0,21.0,21.0,13.0,56.52,78.09330628803245,0.04205607476635514,0.32242990654205606,0.0,0.0,0.12149532710280374,0.02336448598130841,0.42990654205607476,0.06074766355140187,21.0
2017,4615310437350,Butte,Paradise Unified,Paradise Senior High,N,39.760995,-121.61330,254.0,22.0,23.0,25.0,24.0,25.0,14.0,63.64,48.42406876790831,0.003937007874015748,0.007874015748031496,0.0,0.003937007874015748,0.09448818897637795,0.007874015748031496,0.7834645669291339,0.0984251968503937,24.25
2017,4755070433953,Butte,Gridley Unified,Gridley High,N,39.367009,-121.68430,133.0,21.0,19.0,21.0,22.0,21.0,9.0,42.86,20.941558441558442,0.007518796992481203,0.03759398496240601,0.007518796992481203,0.0,0.5789473684210527,0.0,0.3533834586466165,0.0,20.75
2017,5615640531509,Calaveras,Calaveras Unified,Calaveras High,N,38.200477,-120.68382,212.0,41.0,20.0,21.0,21.0,21.0,20.0,48.78,46.21468926553673,0.014150943396226415,0.0047169811320754715,0.0047169811320754715,0.009433962264150943,0.12735849056603774,0.018867924528301886,0.7877358490566038,0.0330188679245283,20.75
2017,6615980631259,Colusa,Colusa Unified,Colusa High,N,39.200800,-122.02070,92.0,24.0,22.0,22.0,22.0,22.0,14.0,58.33,54.0,0.03260869565217391,0.010869565217391304,0.0,0.0,0.6304347826086957,0.0,0.32608695652173914,0.0,22.0
2017,6616140635250,Colusa,Pierce Joint Unified,Pierce High,N,39.009385,-122.05599,105.0,23.0,22.0,22.0,21.0,20.0,13.0,56.52,59.909909909909906,0.0,0.01904761904761905,0.0,0.0,0.7047619047619048,0.009523809523809525,0.26666666666666666,0.0,21.25
2017,6616220637504,Colusa,Williams Unified,Williams Junior/Senior High,N,39.155251,-122.15660,92.0,24.0,15.0,16.0,17.0,17.0,3.0,12.5,81.23861566484517,0.010869565217391304,0.021739130434782608,0.0,0.0,0.9239130434782609,0.010869565217391304,0.03260869565217391,0.0,16.25
2017,7100740731380,Contra Costa,Contra Costa County Office of Education,Clayton Valley Charter High,Y,37.950133,-121.96702,519.0,179.0,23.0,24.0,23.0,22.0,126.0,70.39,17.933545744196632,0.0038535645472061657,0.07707129094412331,0.009633911368015413,0.046242774566473986,0.23699421965317918,0.03468208092485549,0.49903660886319845,0.09248554913294797,23.0
2017,7616300730283,Contra Costa,Acalanes Union High,Acalanes High,N,37.904313,-122.09906,312.0,186.0,27.0,27.0,27.0,26.0,171.0,91.94,1.9852941176470587,0.0,0.10576923076923077,0.003205128205128205,0.022435897435897436,0.0641025641025641,0.009615384615384616,0.7307692307692307,0.0641025641025641,26.75
2017,7616300731125,Contra Costa,Acalanes Union High,Campolindo High,N,37.863519,-122.12464,319.0,244.0,28.0,28.0,27.0,27.0,232.0,95.08,1.4514896867838043,0.0,0.12852664576802508,0.0,0.018808777429467086,0.06896551724137931,0.0219435736677116,0.6739811912225705,0.0877742946708464,27.5
2017,7616300733725,Contra Costa,Acalanes Union High,Las Lomas High,N,37.890139,-122.05741,383.0,198.0,27.0,27.0,26.0,26.0,176.0,88.89,7.777777777777778,0.005221932114882507,0.13838120104438642,0.0026109660574412533,0.04699738903394256,0.07571801566579635,0.02349869451697128,0.6866840731070496,0.020887728459530026,26.5
2017,7616300734244,Contra Costa,Acalanes Union High,Miramonte High,N,37.842329,-122.14438,280.0,203.0,29.0,30.0,29.0,28.0,194.0,95.57,1.4878621769772904,0.0,0.15,0.010714285714285714,0.0035714285714285713,0.07142857142857142,0.014285714285714285,0.6821428571428572,0.05714285714285714,29.0
2017,7616480117218,Contra Costa,Antioch Unified,Dozier-Libbey Medical High,N,37.948070,-121.76817,151.0,52.0,21.0,22.0,21.0,21.0,33.0,63.46,53.51123595505618,0.033112582781456956,0.09271523178807947,0.019867549668874173,0.08609271523178808,0.4105960264900662,0.17218543046357615,0.152317880794702,0.033112582781456956,21.25
2017,7616480730465,Contra Costa,Antioch Unified,Deer Valley High,N,37.965730,-121.77968,516.0,75.0,20.0,21.0,21.0,20.0,39.0,52.0,54.87012987012987,0.007751937984496124,0.07751937984496124,0.009689922480620155,0.07751937984496124,0.28875968992248063,0.31007751937984496,0.19186046511627908,0.03682170542635659,20.5
2017,7616480730861,Contra Costa,Antioch Unified,Antioch High,N,38.005117,-121.81786,378.0,52.0,18.0,20.0,18.0,19.0,16.0,30.77,70.36466358500256,0.005291005291005291,0.03968253968253968,0.005291005291005291,0.026455026455026454,0.5105820105820106,0.2037037037037037,0.18518518518518517,0.023809523809523808,18.75
2017,7617210107797,Contra Costa,Liberty Union High,Heritage High,N,37.925177,-121.75251,585.0,194.0,24.0,25.0,23.0,24.0,149.0,76.8,16.686674669867948,0.0017094017094017094,0.05811965811965812,0.008547008547008548,0.08205128205128205,0.24102564102564103,0.09230769230769231,0.4888888888888889,0.02735042735042735,24.0
2017,7617210730457,Contra Costa,Liberty Union High,Freedom High,N,37.969082,-121.71575,625.0,119.0,19.0,21.0,20.0,21.0,55.0,46.22,35.716988270904274,0.0048,0.0368,0.008,0.0624,0.368,0.128,0.384,0.008,20.25
2017,7617210733980,Contra Costa,Liberty Union High,Liberty High,N,37.934897,-121.69510,631.0,120.0,22.0,23.0,22.0,22.0,78.0,65.0,30.864676231097327,0.006339144215530904,0.028526148969889066,0.003169572107765452,0.02694136291600634,0.3803486529318542,0.06497622820919176,0.43423137876386686,0.05388272583201268,22.25
2017,7617390730549,Contra Costa,Martinez Unified,Alhambra Senior High,N,38.002496,-122.13371,257.0,69.0,24.0,24.0,24.0,24.0,52.0,75.36,17.557251908396946,0.0,0.038910505836575876,0.0,0.05058365758754864,0.29961089494163423,0.023346303501945526,0.5058365758754864,0.08171206225680934,24.0
2017,7617540730044,Contra Costa,Mt. Diablo Unified,Northgate High,N,37.910096,-122.00698,371.0,251.0,27.0,27.0,26.0,25.0,224.0,89.24,8.34403080872914,0.005390835579514825,0.16711590296495957,0.008086253369272238,0.05660377358490566,0.08355795148247978,0.018867924528301886,0.6064690026954178,0.018867924528301886,26.25
2017,7617540731646,Contra Costa,Mt. Diablo Unified,College Park High,N,37.965869,-122.07185,508.0,169.0,24.0,25.0,25.0,24.0,134.0,79.29,20.35053554040896,0.001968503937007874,0.12598425196850394,0.011811023622047244,0.0531496062992126,0.2125984251968504,0.021653543307086614,0.5354330708661418,0.015748031496062992,24.5
2017,7617540731836,Contra Costa,Mt. Diablo Unified,Concord High,N,37.976475,-121.98860,308.0,85.0,21.0,22.0,21.0,21.0,49.0,57.65,47.0785762256548,0.00974025974025974,0.05194805194805195,0.0,0.08441558441558442,0.38636363636363635,0.03571428571428571,0.38961038961038963,0.025974025974025976,21.25
2017,7617540737809,Contra Costa,Mt. Diablo Unified,Ygnacio Valley High,N,37.936674,-122.02325,254.0,24.0,22.0,23.0,23.0,22.0,16.0,66.67,72.87319422150883,0.003937007874015748,0.015748031496062992,0.011811023622047244,0.023622047244094488,0.7007874015748031,0.03937007874015748,0.1732283464566929,0.027559055118110236,22.5
2017,7617880735407,Contra Costa,Pittsburg Unified,Pittsburg Senior High,N,38.019548,-121.88137,633.0,57.0,19.0,21.0,19.0,20.0,25.0,43.86,65.36100555393159,0.001579778830963665,0.0315955766192733,0.020537124802527645,0.08372827804107424,0.5687203791469194,0.17377567140600317,0.07109004739336493,0.04897314375987362,19.75
2017,7617960101477,Contra Costa,West Contra Costa Unified,Leadership Public Schools: Richmond,Y,37.934059,-122.36110,124.0,123.0,15.0,16.0,17.0,17.0,16.0,13.01,83.21167883211679,0.0,0.024193548387096774,0.0,0.0,0.8709677419354839,0.08870967741935484,0.0,0.008064516129032258,16.25
2017,7617960132100,Contra Costa,West Contra Costa Unified,Aspire Richmond Ca. College Preparatory Academy,Y,37.978230,-122.32702,56.0,43.0,17.0,18.0,18.0,18.0,11.0,25.58,73.27586206896551,0.0,0.08928571428571429,0.0,0.017857142857142856,0.6607142857142857,0.23214285714285715,0.0,0.0,17.75
2017,7617960730598,Contra Costa,West Contra Costa Unified,Hercules High,N,37.999740,-122.25197,275.0,43.0,22.0,23.0,22.0,22.0,25.0,58.14,40.562248995983936,0.0,0.16727272727272727,0.01090909090909091,0.2872727272727273,0.1709090909090909,0.2690909090909091,0.07636363636363637,0.01090909090909091,22.25
2017,7617960732164,Contra Costa,West Contra Costa Unified,De Anza High,N,37.967737,-122.28509,288.0,56.0,19.0,19.0,18.0,19.0,20.0,35.71,67.46806912096169,0.003472222222222222,0.1284722222222222,0.013888888888888888,0.0798611111111111,0.4895833333333333,0.19444444444444445,0.0763888888888889,0.013888888888888888,18.75
2017,7617960732941,Contra Costa,West Contra Costa Unified,El Cerrito High,N,37.906601,-122.29484,356.0,75.0,25.0,25.0,24.0,24.0,54.0,72.0,47.12328767123288,0.0028089887640449437,0.1853932584269663,0.0056179775280898875,0.028089887640449437,0.25280898876404495,0.31741573033707865,0.19662921348314608,0.011235955056179775,24.5
2017,7617960735316,Contra Costa,West Contra Costa Unified,Pinole Valley High,N,37.990205,-122.28511,264.0,40.0,21.0,22.0,22.0,21.0,23.0,57.5,59.02061855670103,0.0,0.15151515151515152,0.007575757575757576,0.11742424242424243,0.4053030303030303,0.12878787878787878,0.17045454545454544,0.015151515151515152,21.5
2017,7617960735902,Contra Costa,West Contra Costa Unified,Richmond High,N,37.951989,-122.34739,364.0,75.0,16.0,17.0,17.0,17.0,14.0,18.67,93.01886792452831,0.0,0.03571428571428571,0.005494505494505495,0.02197802197802198,0.8818681318681318,0.04395604395604396,0.01098901098901099,0.0,16.75
