cds,rtype,sname,dname,cname,Enroll12,NumTstTakr,AvgScrEng,AvgScrRead,AvgScrMath,AvgScrSci,NumGE21,PctGE21
30666470000000,D,                                                  ,Placentia-Yorba Linda Unified                     ,Orange         ,2163,542,24,25,25,24,405,74.72
30666470119404,S,Yorba Linda High                                  ,Placentia-Yorba Linda Unified                     ,Orange         ,445,184,25,25,26,25,156,84.78
30666473030053,S,Esperanza High                                    ,Placentia-Yorba Linda Unified                     ,Orange         ,429,114,23,24,24,23,76,66.67
30666473030483,S,La Entrada High                                   ,Placentia-Yorba Linda Unified                     ,Orange         ,38,2,*,*,*,*,*,*
30666473031929,S,El Dorado High                                    ,Placentia-Yorba Linda Unified                     ,Orange         ,422,94,24,25,25,24,72,76.60
30666473038023,S,Valencia High                                     ,Placentia-Yorba Linda Unified                     ,Orange         ,643,139,23,24,26,23,93,66.91
30666476119556,S,Parkview                                          ,Placentia-Yorba Linda Unified                     ,Orange         ,23,9,*,*,*,*,*,*
30666700000000,D,                                                  ,Santa Ana Unified                                 ,Orange         ,4047,1490,19,20,20,19,539,36.17
30666700106567,S,Nova Academy                                      ,Santa Ana Unified                                 ,Orange         ,99,78,15,17,17,17,9,11.54
30666700108365,S,Segerstrom High                                   ,Santa Ana Unified                                 ,Orange         ,644,627,17,19,19,18,161,25.68
30666700114736,S,Hector G. Godinez                                 ,Santa Ana Unified                                 ,Orange         ,548,137,19,20,21,20,59,43.07
30666703030475,S,Cesar E. Chavez High                              ,Santa Ana Unified                                 ,Orange         ,174,2,*,*,*,*,*,*
30666703030491,S,Century High                                      ,Santa Ana Unified                                 ,Orange         ,383,87,16,16,18,17,12,13.79
30666703030608,S,Middle College High                               ,Santa Ana Unified                                 ,Orange         ,77,58,19,19,21,20,22,37.93
30666703030723,S,OCSA                                              ,Santa Ana Unified                                 ,Orange         ,352,229,28,28,25,25,209,91.27
30666703035821,S,Saddleback High                                   ,Santa Ana Unified                                 ,Orange         ,379,96,16,17,19,18,14,14.58
30666703036357,S,Santa Ana High                                    ,Santa Ana Unified                                 ,Orange         ,634,93,17,18,19,18,30,32.26
30666703036456,S,Valley High                                       ,Santa Ana Unified                                 ,Orange         ,475,83,17,18,19,18,22,26.51
30736350000000,D,                                                  ,Saddleback Valley Unified                         ,Orange         ,2425,731,25,25,25,24,586,80.16
30736353030061,S,El Toro High                                      ,Saddleback Valley Unified                         ,Orange         ,618,165,24,24,25,24,133,80.61
30736353030244,S,Laguna Hills High                                 ,Saddleback Valley Unified                         ,Orange         ,371,139,24,25,24,24,106,76.26
30736353030392,S,Trabuco Hills High                                ,Saddleback Valley Unified                         ,Orange         ,695,211,25,25,26,25,177,83.89
30736353030509,S,Mira Monte High (Alternative)                     ,Saddleback Valley Unified                         ,Orange         ,31,0,N/A,N/A,N/A,N/A,N/A,N/A
30736353034956,S,Mission Viejo High                                ,Saddleback Valley Unified                         ,Orange         ,577,216,25,25,24,24,170,78.70
30736430000000,D,                                                  ,Tustin Unified                                    ,Orange         ,1857,635,25,25,25,25,506,79.69
30736430102871,S,Arnold O. Beckman High                            ,Tustin Unified                                    ,Orange         ,619,286,27,26,27,26,252,88.11
30736433032109,S,Foothill High                                     ,Tustin Unified                                    ,Orange         ,629,263,26,25,25,25,215,81.75
30736433037553,S,Tustin High                                       ,Tustin Unified                                    ,Orange         ,485,86,19,20,20,21,39,45.35
30736500000000,D,                                                  ,Irvine Unified                                    ,Orange         ,2287,948,28,27,28,27,864,91.14
30736503030152,S,Irvine High                                       ,Irvine Unified                                    ,Orange         ,469,143,26,26,27,25,125,87.41
30736503030285,S,Woodbridge High                                   ,Irvine Unified                                    ,Orange         ,587,206,27,27,28,27,189,91.75
30736503030657,S,Northwood High                                    ,Irvine Unified                                    ,Orange         ,516,282,28,27,28,27,254,90.07
30736503035102,S,University High                                   ,Irvine Unified                                    ,Orange         ,627,317,28,28,29,28,296,93.38
30739240000000,D,                                                  ,Los Alamitos Unified                              ,Orange         ,855,362,25,25,25,24,286,79.01
30739243033917,S,Los Alamitos High                                 ,Los Alamitos Unified                              ,Orange         ,850,362,25,25,25,24,286,79.01
31000000000000,C,                                                  ,                                                  ,Placer         ,5782,1731,23,25,24,24,1306,75.45
31103140000000,D,                                                  ,Placer County Office of Education                 ,Placer         ,70,2,*,*,*,*,*,*
31103140119214,S,CORE Placer Charter                               ,Placer County Office of Education                 ,Placer         ,29,2,*,*,*,*,*,*
31668450000000,D,                                                  ,Loomis Union Elementary                           ,Placer         ,23,9,*,*,*,*,*,*
31668450121418,S,John Adams Academy                                ,Loomis Union Elementary                           ,Placer         ,23,9,*,*,*,*,*,*
31668940000000,D,                                                  ,Placer Union High                                 ,Placer         ,1033,271,23,24,23,23,195,71.96
31668940102293,S,Foresthill High                                   ,Placer Union High                                 ,Placer         ,34,4,*,*,*,*,*,*
31668943130135,S,Maidu High Independent Study                      ,Placer Union High                                 ,Placer         ,71,1,*,*,*,*,*,*
31668943131851,S,Colfax High                                       ,Placer Union High                                 ,Placer         ,146,39,24,24,23,23,29,74.36
31668943132453,S,Del Oro High                                      ,Placer Union High                                 ,Placer         ,394,126,23,24,24,23,96,76.19
31668943135704,S,Placer High                                       ,Placer Union High                                 ,Placer         ,337,101,22,24,22,22,67,66.34
31669280000000,D,                                                  ,Roseville Joint Union High                        ,Placer         ,2553,863,23,24,24,23,630,73.00
31669280116459,S,Antelope High                                     ,Roseville Joint Union High                        ,Placer         ,440,187,21,23,21,21,101,54.01
31669283130119,S,Independence High (Alternative)                   ,Roseville Joint Union High                        ,Placer         ,89,0,N/A,N/A,N/A,N/A,N/A,N/A
31669283130176,S,Woodcreek High                                    ,Roseville Joint Union High                        ,Placer         ,548,162,23,25,24,24,120,74.07
31669283130184,S,Granite Bay High                                  ,Roseville Joint Union High                        ,Placer         ,501,252,26,26,26,25,224,88.89
31669283135308,S,Oakmont High                                      ,Roseville Joint Union High                        ,Placer         ,483,122,23,24,23,23,94,77.05
31669283136504,S,Roseville High                                    ,Roseville Joint Union High                        ,Placer         ,419,140,22,23,22,22,91,65.00
31669440000000,D,                                                  ,Tahoe-Truckee Unified                             ,Placer         ,258,94,24,25,24,24,70,74.47
31669443130010,S,North Tahoe High                                  ,Tahoe-Truckee Unified                             ,Placer         ,80,35,25,26,24,25,27,77.14
31669443138500,S,Tahoe Truckee High                                ,Tahoe-Truckee Unified                             ,Placer         ,158,59,24,25,24,24,43,72.88
31669510000000,D,                                                  ,Western Placer Unified                            ,Placer         ,768,80,23,24,23,23,56,70.00
31669510122507,S,Partnerships for Student-Centered Learning        ,Western Placer Unified                            ,Placer         ,171,0,N/A,N/A,N/A,N/A,N/A,N/A
31669513130168,S,Horizon Charter                                   ,Western Placer Unified                            ,Placer         ,196,9,*,*,*,*,*,*
31669513134657,S,Lincoln High                                      ,Western Placer Unified                            ,Placer         ,353,71,22,24,23,22,48,67.61
31750850000000,D,                                                  ,Rocklin Unified                                   ,Placer         ,1069,412,24,25,25,25,346,83.98
31750850108084,S,Whitney High                                      ,Rocklin Unified                                   ,Placer         ,459,190,23,25,25,24,153,80.53
31750850119487,S,Western Sierra Collegiate Academy                 ,Rocklin Unified                                   ,Placer         ,71,40,28,28,26,26,35,87.50
31750850128561,S,Rocklin Independent Charter Academy               ,Rocklin Unified                                   ,Placer         ,45,0,N/A,N/A,N/A,N/A,N/A,N/A
31750853130150,S,Rocklin High                                      ,Rocklin Unified                                   ,Placer         ,441,182,25,25,25,24,158,86.81
32000000000000,C,                                                  ,                                                  ,Plumas         ,166,23,23,25,24,24,16,69.57
32669690000000,D,                                                  ,Plumas Unified                                    ,Plumas         ,165,23,23,25,24,24,16,69.57
32669693230083,S,Plumas Charter                                    ,Plumas Unified                                    ,Plumas         ,35,2,*,*,*,*,*,*
32669693232006,S,Chester Junior/Senior High                        ,Plumas Unified                                    ,Plumas         ,24,2,*,*,*,*,*,*
32669693233509,S,Greenville Junior/Senior High                     ,Plumas Unified                                    ,Plumas         ,13,1,*,*,*,*,*,*
32669693235603,S,Portola Junior/Senior High                        ,Plumas Unified                                    ,Plumas         ,39,6,*,*,*,*,*,*
32669693236007,S,Quincy Junior/Senior High                         ,Plumas Unified                                    ,Plumas         ,49,12,*,*,*,*,*,*
33000000000000,C,                                                  ,                                                  ,Riverside      ,34138,6752,20,21,21,20,3197,47.35
33103300000000,D,                                                  ,Riverside County Office of Education              ,Riverside      ,1212,11,*,*,*,*,*,*
33103300110833,S,River Springs Charter                             ,Riverside County Office of Education              ,Riverside      ,208,8,*,*,*,*,*,*
33103300125237,S,Riverside County Education Academy                ,Riverside County Office of Education              ,Riverside      ,45,3,*,*,*,*,*,*
33103300128397,S,Come Back Kids                                    ,Riverside County Office of Education              ,Riverside      ,593,0,N/A,N/A,N/A,N/A,N/A,N/A
33103300128777,S,Gateway College and Career Academy                ,Riverside County Office of Education              ,Riverside      ,139,0,N/A,N/A,N/A,N/A,N/A,N/A
33316253330834,S,California School for the Deaf-Riverside          ,California School for the Deaf-Riverside (State Sp,Riverside      ,69,31,12,13,16,14,3,9.68
33669770000000,D,                                                  ,Alvord Unified                                    ,Riverside      ,1561,241,18,19,20,19,91,37.76
33669770125732,S,Hillcrest High                                    ,Alvord Unified                                    ,Riverside      ,415,43,19,20,20,20,19,44.19
33669770126896,S,Alvord Alternative Continuation High              ,Alvord Unified                                    ,Riverside      ,84,0,N/A,N/A,N/A,N/A,N/A,N/A
33669773330008,S,La Sierra High                                    ,Alvord Unified                                    ,Riverside      ,467,92,18,20,21,20,38,41.30
33669773334299,S,Norte Vista High                                  ,Alvord Unified                                    ,Riverside      ,505,106,17,19,19,18,34,32.08
33669850000000,D,                                                  ,Banning Unified                                   ,Riverside      ,304,44,17,19,19,18,12,27.27
33669853330214,S,Banning High                                      ,Banning Unified                                   ,Riverside      ,215,44,17,19,19,18,12,27.27
33669853330974,S,Banning Independent Study                         ,Banning Unified                                   ,Riverside      ,53,0,N/A,N/A,N/A,N/A,N/A,N/A
33669930000000,D,                                                  ,Beaumont Unified                                  ,Riverside      ,656,81,19,20,20,19,35,43.21
33669930129882,S,21st Century Learning Institute                   ,Beaumont Unified                                  ,Riverside      ,28,0,N/A,N/A,N/A,N/A,N/A,N/A
33669933330479,S,Beaumont Senior High                              ,Beaumont Unified                                  ,Riverside      ,538,81,19,20,20,19,35,43.21
33670330000000,D,                                                  ,Corona-Norco Unified                              ,Riverside      ,4438,1017,21,22,22,21,558,54.87
33670330110627,S,Eleanor Roosevelt High                            ,Corona-Norco Unified                              ,Riverside      ,859,243,22,23,22,22,151,62.14
33670330110759,S,John F. Kennedy High                              ,Corona-Norco Unified                              ,Riverside      ,179,69,22,23,22,22,44,63.77
33670333330131,S,Corona-Norco Alternative                          ,Corona-Norco Unified                              ,Riverside      ,81,0,N/A,N/A,N/A,N/A,N/A,N/A
33670333330446,S,Centennial High                                   ,Corona-Norco Unified                              ,Riverside      ,767,179,21,22,22,21,93,51.96
33670333330586,S,Lee V. Pollard High                               ,Corona-Norco Unified                              ,Riverside      ,449,2,*,*,*,*,*,*
33670333330701,S,Santiago High                                     ,Corona-Norco Unified                              ,Riverside      ,861,268,21,22,22,22,153,57.09
33670333331600,S,Corona High                                       ,Corona-Norco Unified                              ,Riverside      ,671,140,18,19,20,19,45,32.14
33670333334232,S,Norco High                                        ,Corona-Norco Unified                              ,Riverside      ,511,116,21,23,22,22,72,62.07
33670580000000,D,                                                  ,Desert Sands Unified                              ,Riverside      ,2343,446,20,21,21,20,213,47.76
33670580118885,S,Shadow Hills High                                 ,Desert Sands Unified                              ,Riverside      ,435,105,18,20,19,18,37,35.24
33670583330388,S,Palm Desert High                                  ,Desert Sands Unified                              ,Riverside      ,450,118,23,23,23,23,79,66.95
33670583330669,S,La Quinta High                                    ,Desert Sands Unified                              ,Riverside      ,615,136,21,22,22,21,77,56.62
33670583330909,S,Horizon                                           ,Desert Sands Unified                              ,Riverside      ,56,1,*,*,*,*,*,*
33670583331113,S,Amistad High (Continuation)                       ,Desert Sands Unified                              ,Riverside      ,181,2,*,*,*,*,*,*
33670583333192,S,Indio High                                        ,Desert Sands Unified                              ,Riverside      ,416,84,17,19,18,19,19,22.62
33670820000000,D,                                                  ,Hemet Unified                                     ,Riverside      ,1880,229,19,20,20,19,90,39.30
33670820106716,S,Hamilton High                                     ,Hemet Unified                                     ,Riverside      ,80,4,*,*,*,*,*,*
33670820113159,S,Tahquitz High                                     ,Hemet Unified                                     ,Riverside      ,393,96,18,19,19,18,30,31.25
33670820128363,S,College Prep High                                 ,Hemet Unified                                     ,Riverside      ,36,3,*,*,*,*,*,*
33670823330503,S,Helen Hunt Jackson College Prep High School       ,Hemet Unified                                     ,Riverside      ,152,0,N/A,N/A,N/A,N/A,N/A,N/A
33670823330537,S,West Valley High                                  ,Hemet Unified                                     ,Riverside      ,376,77,19,20,21,20,27,35.06
33670823332673,S,Hemet High                                        ,Hemet Unified                                     ,Riverside      ,587,49,22,23,22,21,30,61.22
33670900000000,D,                                                  ,Jurupa Unified                                    ,Riverside      ,1501,206,17,18,19,18,62,30.10
33670900114157,S,Patriot High                                      ,Jurupa Unified                                    ,Riverside      ,469,54,20,21,21,20,25,46.30
33670900127720,S,Rivercrest Preparatory                            ,Jurupa Unified                                    ,Riverside      ,41,1,*,*,*,*,*,*
33670903330412,S,Jurupa Valley High                                ,Jurupa Unified                                    ,Riverside      ,362,80,16,18,18,18,17,21.25
33670903337136,S,Rubidoux High                                     ,Jurupa Unified                                    ,Riverside      ,411,71,17,17,18,18,19,26.76
33671160000000,D,                                                  ,Menifee Union Elementary                          ,Riverside      ,109,26,24,24,24,24,20,76.92
33671160109843,S,Santa Rosa Academy                                ,Menifee Union Elementary                          ,Riverside      ,109,26,24,24,24,24,20,76.92
33671240000000,D,                                                  ,Moreno Valley Unified                             ,Riverside      ,2568,374,17,18,19,18,118,31.55
33671240128868,S,Moreno Valley Online Academy                      ,Moreno Valley Unified                             ,Riverside      ,63,3,*,*,*,*,*,*
33671243330396,S,Canyon Springs High                               ,Moreno Valley Unified                             ,Riverside      ,591,143,17,19,19,18,42,29.37
33671243330438,S,Valley View High                                  ,Moreno Valley Unified                             ,Riverside      ,617,77,19,19,21,19,35,45.45
33671243331071,S,Vista del Lago High                               ,Moreno Valley Unified                             ,Riverside      ,477,123,17,17,18,17,28,22.76
33671243333762,S,March Mountain High                               ,Moreno Valley Unified                             ,Riverside      ,163,1,*,*,*,*,*,*
33671243333770,S,Moreno Valley High                                ,Moreno Valley Unified                             ,Riverside      ,543,27,19,20,18,20,10,37.04
33671570000000,D,                                                  ,Nuview Union                                      ,Riverside      ,138,108,20,21,21,19,47,43.52
33671573331014,S,Nuview Bridge Early College High                  ,Nuview Union                                      ,Riverside      ,128,108,20,21,21,19,47,43.52
33671730000000,D,                                                  ,Palm Springs Unified                              ,Riverside      ,1844,364,18,19,19,19,111,30.49
33671730127316,S,Rancho Mirage High                                ,Palm Springs Unified                              ,Riverside      ,265,51,19,20,20,20,22,43.14
33671730133090,S,Desert Learning Academy                           ,Palm Springs Unified                              ,Riverside      ,20,0,N/A,N/A,N/A,N/A,N/A,N/A
33671733330578,S,Cathedral City High                               ,Palm Springs Unified                              ,Riverside      ,440,71,16,18,19,19,18,25.35
33671733330818,S,Desert Hot Springs High                           ,Palm Springs Unified                              ,Riverside      ,393,126,16,17,18,17,24,19.05
33671733335130,S,Palm Springs High                                 ,Palm Springs Unified                              ,Riverside      ,424,116,19,20,20,20,47,40.52
33671810000000,D,                                                  ,Palo Verde Unified                                ,Riverside      ,239,15,21,23,20,20,9,60.00
33671813335759,S,Palo Verde High                                   ,Palo Verde Unified                                ,Riverside      ,154,15,21,23,20,20,9,60.00
33672070000000,D,                                                  ,Perris Union High                                 ,Riverside      ,2142,394,18,19,19,19,125,31.73
33672070101170,S,California Military Institute                     ,Perris Union High                                 ,Riverside      ,113,23,16,17,19,18,5,21.74
33672070113191,S,Heritage High                                     ,Perris Union High                                 ,Riverside      ,634,172,19,20,20,19,66,38.37
33672073330727,S,Paloma Valley High                                ,Perris Union High                                 ,Riverside      ,651,58,21,23,22,22,34,58.62
33672073335973,S,Perris High                                       ,Perris Union High                                 ,Riverside      ,537,141,16,17,17,17,20,14.18
33672150000000,D,                                                  ,Riverside Unified                                 ,Riverside      ,3332,732,20,21,21,20,349,47.68
33672150115709,S,Riverside Virtual                                 ,Riverside Unified                                 ,Riverside      ,20,2,*,*,*,*,*,*
33672153330024,S,Arlington High                                    ,Riverside Unified                                 ,Riverside      ,449,151,18,20,19,19,51,33.77
33672153330362,S,Summit View Independent Study                     ,Riverside Unified                                 ,Riverside      ,160,0,N/A,N/A,N/A,N/A,N/A,N/A
33672153330511,S,Opportunity Program                               ,Riverside Unified                                 ,Riverside      ,17,0,N/A,N/A,N/A,N/A,N/A,N/A
33672153330859,S,Martin Luther King Jr. High                       ,Riverside Unified                                 ,Riverside      ,836,187,23,24,24,23,136,72.73
33672153334406,S,John W. North High                                ,Riverside Unified                                 ,Riverside      ,503,182,18,20,20,19,68,37.36
33672153336237,S,Polytechnic High                                  ,Riverside Unified                                 ,Riverside      ,626,112,21,22,22,21,60,53.57
33672153336492,S,Ramona High                                       ,Riverside Unified                                 ,Riverside      ,482,98,17,19,20,19,33,33.67
33672490000000,D,                                                  ,San Jacinto Unified                               ,Riverside      ,745,67,20,21,20,20,25,37.31
33672493331006,S,Mountain Heights Academy                          ,San Jacinto Unified                               ,Riverside      ,66,0,N/A,N/A,N/A,N/A,N/A,N/A
33672493337649,S,Mountain View High                                ,San Jacinto Unified                               ,Riverside      ,159,1,*,*,*,*,*,*
33672493337656,S,San Jacinto High                                  ,San Jacinto Unified                               ,Riverside      ,467,52,20,21,20,20,21,40.38
33672496114748,S,San Jacinto Valley Academy                        ,San Jacinto Unified                               ,Riverside      ,48,14,*,*,*,*,*,*
33736760000000,D,                                                  ,Coachella Valley Unified                          ,Riverside      ,1223,320,16,17,18,17,45,14.06
33736760100255,S,Desert Mirage High                                ,Coachella Valley Unified                          ,Riverside      ,449,152,15,16,16,16,9,5.92
33736760121673,S,NOVA Academy - Coachella                          ,Coachella Valley Unified                          ,Riverside      ,35,18,17,19,19,17,4,22.22
33736763330354,S,West Shores High                                  ,Coachella Valley Unified                          ,Riverside      ,59,8,*,*,*,*,*,*
33736763330990,S,Coachella Valley High                             ,Coachella Valley Unified                          ,Riverside      ,610,142,16,18,19,18,31,21.83
33751760000000,D,                                                  ,Lake Elsinore Unified                             ,Riverside      ,1757,331,21,22,22,21,183,55.29
33751760107920,S,Lakeside High                                     ,Lake Elsinore Unified                             ,Riverside      ,453,115,19,19,20,20,43,37.39
33751760116343,S,Keith McCarthy Academy                            ,Lake Elsinore Unified                             ,Riverside      ,177,0,N/A,N/A,N/A,N/A,N/A,N/A
33751763330487,S,Temescal Canyon High                              ,Lake Elsinore Unified                             ,Riverside      ,502,120,22,24,24,23,84,70.00
33751763332350,S,Elsinore High                                     ,Lake Elsinore Unified                             ,Riverside      ,486,96,21,22,22,21,56,58.33
33751920000000,D,                                                  ,Temecula Valley Unified                           ,Riverside      ,2591,839,23,24,23,23,613,73.06
33751920105734,S,Great Oak High                                    ,Temecula Valley Unified                           ,Riverside      ,857,377,24,25,24,24,291,77.19
33751923330370,S,Temecula Valley High                              ,Temecula Valley Unified                           ,Riverside      ,688,239,23,23,22,22,158,66.11
33751923330495,S,Rancho Vista High                                 ,Temecula Valley Unified                           ,Riverside      ,133,1,*,*,*,*,*,*
33751923330636,S,Susan H. Nelson                                   ,Temecula Valley Unified                           ,Riverside      ,117,5,*,*,*,*,*,*
33751923330743,S,Chaparral High                                    ,Temecula Valley Unified                           ,Riverside      ,722,171,23,24,23,23,123,71.93
33751923330917,S,Temecula Preparatory                              ,Temecula Valley Unified                           ,Riverside      ,72,46,25,24,24,23,37,80.43
33752000000000,D,                                                  ,Murrieta Valley Unified                           ,Riverside      ,2036,656,22,23,22,22,421,64.18
33752000100420,S,Vista Murrieta High                               ,Murrieta Valley Unified                           ,Riverside      ,814,205,22,23,23,23,135,65.85
33752000102079,S,Tenaja Canyon Academy                             ,Murrieta Valley Unified                           ,Riverside      ,42,0,N/A,N/A,N/A,N/A,N/A,N/A
33752000118794,S,Murrieta Mesa High                                ,Murrieta Valley Unified                           ,Riverside      ,519,187,20,21,21,21,95,50.80
33752003330529,S,Murrieta Valley High                              ,Murrieta Valley Unified                           ,Riverside      ,571,264,23,24,23,23,191,72.35
33752420000000,D,                                                  ,Val Verde Unified                                 ,Riverside      ,1448,220,18,18,19,18,63,28.64
33752420109108,S,Citrus Hill High                                  ,Val Verde Unified                                 ,Riverside      ,518,125,17,18,19,18,26,20.80
33752420123190,S,Val Verde Academy                                 ,Val Verde Unified                                 ,Riverside      ,38,1,*,*,*,*,*,*
33752423330552,S,Rancho Verde High                                 ,Val Verde Unified                                 ,Riverside      ,681,94,18,19,20,19,37,39.36
34000000000000,C,                                                  ,                                                  ,Sacramento     ,19177,4567,21,22,22,21,2439,53.40
34103480000000,D,                                                  ,Sacramento County Office of Education             ,Sacramento     ,286,0,N/A,N/A,N/A,N/A,N/A,N/A
34673140000000,D,                                                  ,Elk Grove Unified                                 ,Sacramento     ,4898,1388,22,23,23,22,866,62.39
34673140105916,S,Monterey Trail High                               ,Elk Grove Unified                                 ,Sacramento     ,544,138,19,21,21,20,64,46.38
34673140108753,S,Pleasant Grove High                               ,Elk Grove Unified                                 ,Sacramento     ,591,236,23,24,25,24,187,79.24
34673140116897,S,Cosumnes Oaks High                                ,Elk Grove Unified                                 ,Sacramento     ,450,178,22,24,23,23,129,72.47
34673143430170,S,Valley High                                       ,Elk Grove Unified                                 ,Sacramento     ,294,99,17,19,19,19,28,28.28
34673143430352,S,Las Flores High (Alternative)                     ,Elk Grove Unified                                 ,Sacramento     ,60,1,*,*,*,*,*,*
34673143430477,S,Florin High                                       ,Elk Grove Unified                                 ,Sacramento     ,334,91,18,19,20,19,27,29.67
34673143430592,S,Laguna Creek High                                 ,Elk Grove Unified                                 ,Sacramento     ,384,89,23,24,24,23,64,71.91
34673143430618,S,Sheldon High                                      ,Elk Grove Unified                                 ,Sacramento     ,577,139,21,23,22,22,88,63.31
34673143430873,S,Franklin High                                     ,Elk Grove Unified                                 ,Sacramento     ,732,240,24,24,24,23,169,70.42
34673143432572,S,Elk Grove High                                    ,Elk Grove Unified                                 ,Sacramento     ,422,176,22,22,23,22,109,61.93
34673146112254,S,Elk Grove Charter                                 ,Elk Grove Unified                                 ,Sacramento     ,81,1,*,*,*,*,*,*
34673300000000,D,                                                  ,Folsom-Cordova Unified                            ,Sacramento     ,1486,375,25,25,25,25,301,80.27
34673300113571,S,Vista del Lago High                               ,Folsom-Cordova Unified                            ,Sacramento     ,386,135,26,26,26,25,114,84.44
34673303430501,S,Walnutwood High (Independent Study)               ,Folsom-Cordova Unified                            ,Sacramento     ,77,1,*,*,*,*,*,*
34673303431533,S,Cordova High                                      ,Folsom-Cordova Unified                            ,Sacramento     ,372,51,19,21,21,21,23,45.10
34673303433216,S,Folsom High                                       ,Folsom-Cordova Unified                            ,Sacramento     ,511,188,26,25,26,25,163,86.70
34673550000000,D,                                                  ,Galt Joint Union High                             ,Sacramento     ,580,126,20,21,21,21,63,50.00
34673550119131,S,Liberty Ranch High                                ,Galt Joint Union High                             ,Sacramento     ,282,63,22,23,22,21,40,63.49
34673553433471,S,Galt High                                         ,Galt Joint Union High                             ,Sacramento     ,211,63,19,20,20,20,23,36.51
34674130000000,D,                                                  ,River Delta Joint Unified                         ,Sacramento     ,174,29,19,21,20,20,12,41.38
34674134835302,S,Rio Vista High                                    ,River Delta Joint Unified                         ,Sacramento     ,88,14,*,*,*,*,*,*
34674135731708,S,Delta High                                        ,River Delta Joint Unified                         ,Sacramento     ,66,15,18,19,20,20,5,33.33
34674390000000,D,                                                  ,Sacramento City Unified                           ,Sacramento     ,3215,865,19,20,20,20,362,41.85
34674390101881,S,New Technology High                               ,Sacramento City Unified                           ,Sacramento     ,59,12,*,*,*,*,*,*
34674390101899,S,George Washington Carver School of Arts and Scienc,Sacramento City Unified                           ,Sacramento     ,49,4,*,*,*,*,*,*
34674390101907,S,The MET                                           ,Sacramento City Unified                           ,Sacramento     ,77,14,*,*,*,*,*,*
34674390101972,S,Rosemont High                                     ,Sacramento City Unified                           ,Sacramento     ,322,57,19,20,20,20,22,38.60
34674390102038,S,Sacramento Charter High                           ,Sacramento City Unified                           ,Sacramento     ,182,186,16,17,17,17,37,19.89
34674390108951,S,Arthur A. Benjamin Health Professions High        ,Sacramento City Unified                           ,Sacramento     ,49,8,*,*,*,*,*,*
34674390114546,S,School of Engineering & Sciences                  ,Sacramento City Unified                           ,Sacramento     ,47,8,*,*,*,*,*,*
34674393430154,S,American Legion High (Continuation)               ,Sacramento City Unified                           ,Sacramento     ,209,1,*,*,*,*,*,*
34674393430519,S,Capital City Independent Study                    ,Sacramento City Unified                           ,Sacramento     ,188,0,N/A,N/A,N/A,N/A,N/A,N/A
34674393430865,S,West Campus                                       ,Sacramento City Unified                           ,Sacramento     ,197,98,24,24,23,23,73,74.49
34674393431012,S,Luther Burbank High                               ,Sacramento City Unified                           ,Sacramento     ,360,147,15,16,18,17,13,8.84
34674393434636,S,Hiram W. Johnson High                             ,Sacramento City Unified                           ,Sacramento     ,367,54,16,18,20,18,15,27.78
34674393434768,S,John F. Kennedy High                              ,Sacramento City Unified                           ,Sacramento     ,517,150,21,22,23,22,90,60.00
34674393435419,S,C. K. McClatchy High                              ,Sacramento City Unified                           ,Sacramento     ,516,126,24,25,24,24,91,72.22
34674470000000,D,                                                  ,San Juan Unified                                  ,Sacramento     ,4362,812,24,24,24,23,570,70.20
34674470121467,S,Aspire Alexander Twilight Secondary Academy       ,San Juan Unified                                  ,Sacramento     ,9,17,12,12,15,13,0,0.00
34674473430048,S,Mesa Verde High                                   ,San Juan Unified                                  ,Sacramento     ,183,44,20,21,20,21,20,45.45
34674473430386,S,El Sereno Alternative Education                   ,San Juan Unified                                  ,Sacramento     ,106,0,N/A,N/A,N/A,N/A,N/A,N/A
34674473430493,S,Bella Vista High                                  ,San Juan Unified                                  ,Sacramento     ,457,97,25,27,26,25,87,89.69
34674473430691,S,Options for Youth-San Juan                        ,San Juan Unified                                  ,Sacramento     ,217,0,N/A,N/A,N/A,N/A,N/A,N/A
34674473430717,S,Visions In Education                              ,San Juan Unified                                  ,Sacramento     ,885,13,*,*,*,*,*,*
34674473430758,S,San Juan Choices Charter                          ,San Juan Unified                                  ,Sacramento     ,63,2,*,*,*,*,*,*
34674473431111,S,Casa Roble Fundamental High                       ,San Juan Unified                                  ,Sacramento     ,297,85,22,23,22,22,54,63.53
34674473432051,S,Del Campo High                                    ,San Juan Unified                                  ,Sacramento     ,413,96,21,22,21,21,50,52.08
34674473432317,S,El Camino Fundamental High                        ,San Juan Unified                                  ,Sacramento     ,375,106,23,24,24,23,82,77.36
34674473432838,S,Encina Preparatory High                           ,San Juan Unified                                  ,Sacramento     ,184,20,15,17,17,16,2,10.00
34674473435930,S,Mira Loma High                                    ,San Juan Unified                                  ,Sacramento     ,407,144,29,29,29,28,131,90.97
34674473436714,S,Rio Americano High                                ,San Juan Unified                                  ,Sacramento     ,356,158,26,25,25,24,131,82.91
34674473438504,S,San Juan High                                     ,San Juan Unified                                  ,Sacramento     ,213,30,16,17,18,17,4,13.33
34739730000000,D,                                                  ,Center Joint Unified                              ,Sacramento     ,357,31,23,25,25,24,26,83.87
34739730106377,S,Global Youth Charter                              ,Center Joint Unified                              ,Sacramento     ,17,0,N/A,N/A,N/A,N/A,N/A,N/A
34739733430378,S,Center High                                       ,Center Joint Unified                              ,Sacramento     ,280,31,23,25,25,24,26,83.87
