,City,Sname,Type,gsId,Lat,Lon,Enrollment,gsRating,ParentRating
1249,Los Angeles,Bright Star Secondary Charter Academy,charter,17012,33.999767,-118.27471,535,6,3
1250,Los Angeles,"Buckley School, The",private,8483,34.139717,-118.443726,805,,4
1251,Los Angeles,CDS Secondary School,public,14563,34.033947,-118.2344,72,,
1252,Los Angeles,California Collegiate Charter School,charter,32383,34.01118,-118.31556,165,,
1253,Los Angeles,California Technical University High School,private,24179,33.94563,-118.307465,,,
1254,Los Angeles,Camino Nuevo Charter High School,charter,13762,34.057983,-118.25793,324,2,4
1255,Los Angeles,Camino Nuevo High No. 2,charter,31133,34.076443,-118.2855,472,3,
1256,Los Angeles,Campbell Hall (Episcopal),private,8998,34.153507,-118.39832,1132,,4
1257,Los Angeles,Canyon Oaks School,private,12738,34.096794,-118.29491,4,,
1258,Los Angeles,Carousel School,private,15985,33.965225,-118.38589,69,,4
1259,Los Angeles,Carroll Rees Academy and Arts,private,26491,34.10694,-118.27116,10,,
1260,Los Angeles,Cathedral High School,private,8065,34.069126,-118.23476,,,4
1261,Los Angeles,Centers Of Learning,private,12655,34.231415,-118.475365,120,,5
1262,Los Angeles,Central City Value School,charter,12362,34.074783,-118.2879,483,7,4
1263,Los Angeles,Central High School,public,1987,34.031857,-118.25387,400,,4
1264,Los Angeles,Cheviot Hills Continuation School,public,1996,34.03563,-118.39239,76,,3
1265,Los Angeles,Citizen Learning Academy,private,15994,33.9784,-118.309,18,,5
1266,Los Angeles,City of Angels School,public,10958,34.03386,-118.18582,1588,,5
1267,Los Angeles,Coldwater Canyon Prep,private,23842,34.188297,-118.41406,35,,1
1268,Los Angeles,College Bridge Academy,charter,31162,33.943462,-118.23982,365,1,1
1269,Los Angeles,Collegiate Charter High School Of Los Angeles,charter,32075,34.039318,-118.18046,54,9,
1270,Los Angeles,Communication And Technology At Diego Rivera Learning Complex,public,25725,33.984123,-118.25611,542,3,
1271,Los Angeles,Concordia Canoga Park,private,8622,34.20406,-118.60306,,,4
1272,Los Angeles,Concordia Junior/Senior High School,private,8550,34.31908,-118.42517,144,,4
1274,Los Angeles,Contreras Learning Center-School Of Social Justice,public,31206,34.058178,-118.26087,511,2,
1275,Los Angeles,Cornerstone Academy Of Los Angeles,private,31293,34.099464,-118.27327,,,
1276,Los Angeles,Cornerstone Christian Academy,private,16000,34.270443,-118.542366,,,
1277,Los Angeles,"Coutin School, Llc",private,9370,34.19984,-118.60193,55,,5
1278,Los Angeles,Crane Academy Of Excellence,private,16007,34.198223,-118.630516,,,
1279,Los Angeles,"Crawford Academy, The",private,11385,34.184353,-118.449905,,,
1280,Los Angeles,Crenshaw Arts-Technology Charter High School,charter,12393,33.976627,-118.32583,205,3,4
1281,Los Angeles,"Crenshaw Science, Technology, Engineering, Math And Medicine Magnet",public,2016,33.99754,-118.32929,900,1,3
1282,Los Angeles,Crespi Carmelite High School,private,7985,34.1617,-118.52064,494,,4
1283,Los Angeles,Cristo Viene Christian School,private,23845,34.025627,-118.19572,,,
1284,Los Angeles,DC Academy,private,11428,34.074646,-118.26946,,,5
1285,Los Angeles,Daniel Murphy Catholic High School,private,7999,34.069077,-118.34572,,,3
1286,Los Angeles,David Starr Jordan Senior High School,public,2167,33.94316,-118.23129,557,2,3
1287,Los Angeles,Dawah Community School,private,23846,33.98892,-118.31892,,,
1288,Los Angeles,Del Rey Parochial Academy,private,31296,33.96086,-118.432816,,,
1289,Los Angeles,Delphi Academy Of Los Angeles,private,15612,34.275734,-118.36464,160,,5
1290,Los Angeles,Dennison Academy,private,15589,34.10319,-118.31644,,,5
1291,Los Angeles,Dorothy Brown School,private,8933,34.024292,-118.300285,,,1
1292,Los Angeles,Dorothy V. Johnson Community Day School,public,25112,33.939064,-118.24381,110,1,3
1293,Los Angeles,Downtown Business High School,public,2037,34.062927,-118.25101,1031,9,4
1295,Los Angeles,Dubnoff Center For Child Development,private,8494,34.23167,-118.46616,70,,5
1296,Los Angeles,E. Manfred Evans Community Adult,public,14019,34.06408,-118.24578,,,
1297,Los Angeles,Eagle Rock High School,public,2043,34.133335,-118.20603,2377,7,4
1298,Los Angeles,Early College Academy-La Trade Tech College,public,31126,34.03318,-118.27006,160,2,
1299,Los Angeles,East Beverly High School,private,25961,34.06478,-118.2826,90,,
1300,Los Angeles,East Los Angeles Occupational,public,14110,34.055866,-118.2059,,,2
1301,Los Angeles,East Los Angeles Performing Arts Academy at Esteban E. Torres High No. 1,public,25461,34.041553,-118.17547,382,5,5
1303,Los Angeles,East Los Angeles Skills Center,public,14280,34.06882,-118.19758,,,5
1304,Los Angeles,East Valley Academy,private,15196,34.228867,-118.573555,,,5
1305,Los Angeles,Ednovate - Brio College Prep,charter,32619,34.062412,-118.28215,,,
1306,Los Angeles,Ednovate - Esperanza College Prep,charter,32618,34.038933,-118.17147,,,
1307,Los Angeles,Edward R. Roybal Learning Center,public,24704,34.061985,-118.25456,1107,4,3
1308,Los Angeles,Ellington (Duke) High (Continuation) School,public,2055,33.93557,-118.30336,105,,5
1309,Los Angeles,Emerson Academy For Arts And Sciences,private,24240,34.14515,-118.41084,16,,5
1311,Los Angeles,Episcopal School of Los Angeles,private,26483,34.09098,-118.327675,40,,5
1312,Los Angeles,Eric Hamilton's Academy of Learning (Psa),private,25963,34.055782,-118.34886,,,
1313,Los Angeles,Fairfax Senior High School,public,2068,34.08374,-118.36072,2047,5,3
1314,Los Angeles,Fairhaven Christian Academy,private,16026,34.258896,-118.31535,130,,4
1315,Los Angeles,Faith Baptist School,private,15098,34.209427,-118.61022,1234,,4
1316,Los Angeles,Family Gathering Basic Christian Educ Prep School,private,24251,33.969044,-118.27206,47,,
1317,Los Angeles,Felicitas And Gonzalo Mendez High,public,25177,34.048813,-118.22762,913,2,5
1318,Los Angeles,Foshay Learning Center,public,2086,34.01893,-118.30624,1957,3,3
1319,Los Angeles,Francisco Bravo Medical Magnet High School,public,1942,34.057327,-118.20384,1847,9,4
1320,Los Angeles,Frank Lanterman School,public,12467,34.03255,-118.27861,128,1,4
1321,Los Angeles,Frederick K.C. Price III School,private,9686,33.967976,-118.29332,260,,3
1322,Los Angeles,Frida Kahlo High School,public,17055,34.029892,-118.2639,150,,4
1323,Los Angeles,Fusion Academy Los Angeles,private,25475,34.04862,-118.444725,55,,5
1324,Los Angeles,Fusion Academy Miracle Mile,private,32378,34.062706,-118.35391,55,,
1325,Los Angeles,Fusion Academy Pasadena,private,25476,34.14065,-118.1849,39,,
1326,Los Angeles,Futures Academy - Brentwood,private,31305,34.049995,-118.46052,60,,
1327,Los Angeles,Gabriele Academy International,private,31302,34.063316,-118.30981,,,
1328,Los Angeles,George Washington Preparatory High School,public,2475,33.937748,-118.30461,957,1,3
1329,Los Angeles,"Girls Academic Leadership Academy, Dr. Michelle King School For Sci, Tech, Eng And Math",public,32475,34.05534,-118.33152,600,,
1330,Los Angeles,God's Hand Academy,private,17178,33.9867,-118.301,,,
1331,Los Angeles,Grace Christian Academy,private,16039,34.18898,-118.467255,,,
1333,Los Angeles,Green School Of Hollywood,private,23852,34.099415,-118.337875,,,4
1334,Los Angeles,Harold McAlister High (Opportunity) School,public,13941,34.061028,-118.27993,190,,4
1335,Los Angeles,Harris Newmark Continuation School,public,2270,34.061134,-118.26488,145,,4
1336,Los Angeles,Harvard-Westlake School,private,16044,34.139545,-118.412834,,,5
1337,Los Angeles,Harvest Christian Academy-Pent,private,9704,34.139126,-118.21831,27,,4
1338,Los Angeles,Highland Park Continuation School,public,2143,34.117294,-118.20125,49,,5
1339,Los Angeles,"Hilda L. Solis Learning Academy School Of Technology, Business And Education",public,27006,34.039104,-118.17138,342,4,
1340,Los Angeles,Hillside Baptist Academy,private,25976,34.104584,-118.20265,,,
1341,Los Angeles,Hollywood Senior High School,public,2148,34.09836,-118.33872,1479,5,4
1342,Los Angeles,Holy Martyrs Armenian High School-Ferrahian,private,9710,34.167877,-118.51775,619,,4
1343,Los Angeles,Horace Mann Ucla Community,public,32615,33.976593,-118.31225,,,
1345,Los Angeles,ICEF View Park Preparatory Accelerated Charter High School,charter,12641,33.98972,-118.33107,673,2,3
1346,Los Angeles,Immaculate Heart High And Middle School,private,10851,34.10577,-118.31041,689,,4
1347,Los Angeles,Integrated Pathways To Knowledge,private,23853,34.109917,-118.226074,,,
1348,Los Angeles,James A. Garfield Senior High School,public,2099,34.025352,-118.15787,2525,6,4
1349,Los Angeles,James J. Mcbride Special Education Center,public,12430,34.000603,-118.43114,58,,5
1350,Los Angeles,Jets Yeshivah,private,25979,34.279903,-118.49412,,,
1351,Los Angeles,Joel John Scholastic Academy,private,17183,33.99833,-118.27396,,,4
1352,Los Angeles,John C. Fremont Senior High School,public,2090,33.97002,-118.26944,2001,2,3
1353,Los Angeles,John Hope Continuation School,public,2153,33.968185,-118.26726,78,,5
1354,Los Angeles,John Marshall Senior High School,public,2228,34.10776,-118.27756,2340,8,4
1355,Los Angeles,Joseph Pomeroy Widney High School,public,12303,34.035908,-118.31326,230,,
1356,Los Angeles,Junior Blind Of America,private,8478,33.994328,-118.34353,53,,4
1358,Los Angeles,King/Drew Medical Magnet High School,public,2174,33.923832,-118.2462,1570,7,4
1360,Los Angeles,La's Promise Charter High #1,charter,32598,33.995342,-118.30851,,,
1361,Los Angeles,Liberty High School,private,31319,33.953915,-118.28355,,,
1362,Los Angeles,Linden School,private,12791,34.0859,-118.36108,,,
1363,Los Angeles,Little Citizens / Westside Academy,private,9939,34.025215,-118.33201,,,
1364,Los Angeles,Little Citizens Westside Academy,private,10050,34.00566,-118.30851,,,4
1366,Los Angeles,Little Lamb-Lamb of God Christian School,private,12795,34.019184,-118.35609,,,5
1367,Los Angeles,Living Word Christian Academy,private,10483,33.980595,-118.395615,,,5
1368,Los Angeles,Los Angeles Academy Of Arts & Enterprise Charter,charter,14939,34.06202,-118.25455,345,2,3
1369,Los Angeles,Los Angeles Adventist Academy,private,12692,33.915787,-118.25937,153,,4
1370,Los Angeles,Los Angeles Center For Enriched Studies,public,10955,34.04355,-118.37129,1648,8,4
1371,Los Angeles,Los Angeles Computer Science Academy,private,12802,33.92638,-118.23329,57,,
1372,Los Angeles,Los Angeles Computer Science Academy,private,17192,33.9744,-118.30199,,,
1373,Los Angeles,Los Angeles Hebrew High School,private,24369,34.177555,-118.46553,114,,
1374,Los Angeles,Los Angeles International Charter High School,charter,25012,34.10236,-118.18336,230,3,4
1375,Los Angeles,Los Angeles Leadership Academy,charter,12157,34.083355,-118.21081,538,2,3
1377,Los Angeles,Los Angeles Senior High School,public,2210,34.056694,-118.33316,1380,3,3
1378,Los Angeles,Los Angeles Technology Center,public,31065,34.040134,-118.32548,,,
1379,Los Angeles,Los Angeles Unified School District Rocp,public,14949,34.05611,-118.25698,,,
1380,Los Angeles,Louisville High School,private,8021,34.148823,-118.60989,344,,4
1381,Los Angeles,Loving To Learn Enrichment Academy,private,31325,34.021652,-118.3087,,,
1382,Los Angeles,Loyola High School Of Los Angeles,private,8064,34.044247,-118.296715,1242,,5
1383,Lynwood,Lynwood Adult,public,14235,33.92368,-118.1867,,,
1384,Lynwood,Lynwood Community Day,public,32085,33.925262,-118.2003,1,1,
1385,Lynwood,Lynwood High School,public,2641,33.931393,-118.19212,2378,3,3
1386,Lynwood,Marco Antonio Firebaugh High School,public,13799,33.91994,-118.1832,1831,3,4
1387,Lynwood,Mt. Moriah Christian School,private,16096,33.922523,-118.201126,,,3
1388,Lynwood,New Horizon Accelerated Christian Academy,private,31331,33.912426,-118.21135,,,
1389,Lynwood,Pathway Independent Study School,public,17441,33.92146,-118.18054,180,,
1391,Malibu,Colin McEwen High School,private,9156,34.0369,-118.6859,,,2
1392,Malibu,Malibu High School,public,2925,34.024246,-118.82817,1106,9,3
1393,Malibu,Mckinna Learning Center,private,30690,34.02129,-118.80351,11,,
1394,Malibu,Moreau Academy,private,30709,34.034904,-118.69418,,,
1395,Malibu,Moreau Academy,private,25998,34.043682,-118.85119,,,
1396,Manhattan Beach,Beach Cities Learning Center,private,25936,33.889168,-118.389,38,,
1397,Manhattan Beach,Explorers In Learning Academy,private,13162,33.88255,-118.37899,,,
1398,Manhattan Beach,Futures Academy - Manhattan Beach,private,26517,33.901173,-118.37919,60,,4
1399,Manhattan Beach,Mira Costa High School,public,2652,33.872932,-118.38948,2437,10,4
1400,Maywood,Betania Christian School,private,23833,33.988274,-118.1966,,,
1401,Maywood,Maywood Academy High,public,14527,33.983116,-118.18846,1377,3,4
1402,Maywood,Maywood Center For Enriched Studies,public,32620,33.98786,-118.18326,,,
1403,Maywood,Maywood Christian School,private,8504,33.990852,-118.19644,51,,
1404,Maywood,Maywood Christian School,private,10690,33.9903,-118.1972,80,,3
1405,Maywood,Ministerio Cristiano Berea,private,16087,33.9883,-118.1966,,,5
1406,Monrovia,Berean Baptist Academy,private,25938,34.129494,-117.98769,,,5
1407,Monrovia,Calvary Road Baptist Academy,private,9183,34.145054,-118.0062,12,,4
1408,Monrovia,Canyon Oaks High School,public,2674,34.14317,-117.98553,110,,5
1409,Monrovia,Excellence In Education Academy,private,16022,34.117283,-118.00066,208,,5
1410,Monrovia,Monrovia Community Adult,public,13667,34.14185,-117.98544,,,
1411,Monrovia,Monrovia High School,public,2688,34.145756,-118.01708,1781,7,4
1412,Monrovia,Montecito School of Fine Arts,private,24063,34.140476,-117.991234,200,,1
1413,Monrovia,Mountain Park School,public,11746,34.141373,-117.98621,71,3,5
1414,Monrovia,Opportunities For Learning - Duarte,charter,31180,34.140182,-118.0173,,3,
1415,Montebello,Applied Technology Center,public,25714,34.004215,-118.11649,565,5,
1416,Montebello,Calvary Chapel Christian Academy,private,12714,33.99815,-118.123856,,,3
1417,Montebello,Cantwell--Sacred Heart of Mary High School,private,8046,34.017506,-118.13031,380,,4
1418,Montebello,Grace Baptist Academy,private,24273,34.01986,-118.133026,15,,3
1419,Montebello,Montebello Adult,public,13668,34.015736,-118.12306,,,
1420,Montebello,Montebello Community Day School,public,13778,34.009453,-118.10843,70,,
1421,Montebello,Montebello High School,public,2690,34.01522,-118.12288,2734,4,3
1422,Montebello,Schurr Community Adult,public,31219,34.027447,-118.12255,,,
1423,Montebello,Schurr High School,public,2697,34.030098,-118.12476,2847,5,3
1424,Montebello,Vail High (Continuation) School,public,2700,33.99463,-118.12885,341,,
1425,Monterey Park,East Los Angeles Community Day School,public,14556,34.048695,-118.16083,106,,
1426,Monterey Park,Justice Elementary School,private,31316,34.054253,-118.11495,,,
1427,Norwalk,Grace Christian Schools,private,8948,33.915215,-118.08343,45,,4
1428,Norwalk,John H. Glenn High School,public,2724,33.90819,-118.0553,1450,3,4
1429,Norwalk,Liberty Baptist Academy,private,25985,33.9063,-118.076965,,,
1430,Norwalk,New Harvest Christian,private,10296,33.91676,-118.091034,47,,4
1431,Norwalk,Norwalk High School,public,2736,33.908485,-118.09121,2002,5,3
1432,Norwalk,Norwalk-La Mirada Adult,public,14060,33.88857,-118.08331,,,
1433,Norwalk,Pioneer Baptist Elementary School,private,17207,33.924637,-118.08235,,,
1435,Norwalk,Three In One Christian Academy,private,16175,33.892662,-118.09404,,,
1436,Norwalk,Trouble Free Educational School,private,8897,33.888664,-118.08243,,,5
1437,Palmdale,Aaron Skinner Private School,private,23969,34.56135,-118.0906,,,5
1438,Palmdale,Antelope Valley Learning Academy,charter,16891,34.55859,-118.04359,1171,,4
1439,Palmdale,Antelope Valley Rop School,public,14952,34.557957,-118.10676,,,
1440,Palmdale,Berean Fellowship Christian School,private,23832,34.574406,-118.07494,,,
1441,Palmdale,Cornerstone Christian Academy,private,10013,34.6165,-117.8239,,,4
1442,Palmdale,Covenant Christian,private,16004,34.59919,-118.16594,,,
1443,Palmdale,Eil Excellence In Learning,private,16020,34.54446,-118.06956,,,
1444,Palmdale,Focus Student Learning Center,private,23847,34.579525,-118.111176,,,
1445,Palmdale,Guidance Charter School,charter,11968,34.55831,-118.06257,673,4,3
1446,Palmdale,Highland High School,public,1458,34.585224,-118.174,2931,4,3
1447,Palmdale,Jacobs Family Homeschool,private,31314,34.604267,-117.81979,,,
1448,Palmdale,Palmdale Aerospace Academy,charter,27023,34.580208,-118.07143,1650,5,
1449,Palmdale,Palmdale High School,public,1461,34.572777,-118.09194,2688,1,3
1450,Palmdale,Patterns In Excellence,private,16117,34.57,-118.1025,,,
1451,Palmdale,Providence Private School,private,23866,34.550922,-118.050415,,,
1452,Palmdale,R. Rex Parris High School,public,12323,34.587456,-118.11952,702,,5
1453,Palmdale,Shepherd Christian School,private,16140,34.55388,-118.098885,,,
1454,Palmdale,Shepherd Christian School,private,30753,34.5,-118.06,,,
1455,Palmdale,William J. (Pete) Knight High School,public,12318,34.56145,-118.00828,2956,4,4
1456,Palos Verdes Estates,Morning Star Academy,private,16093,33.7732,-118.3576,,,
1457,Palos Verdes Estates,Palos Verdes High School,public,12166,33.781628,-118.41946,1716,9,4
1458,Paramount,Paramount Adult,public,14567,33.901306,-118.16055,,,
1459,Paramount,Paramount High School,public,2772,33.901997,-118.15159,4794,4,3
1460,Paramount,Paramount Unified Community Day School,public,14547,33.90179,-118.16029,24,,
1461,Paramount,Redbai Creative Learning,private,16126,33.9155,-118.1574,,,
1462,Pasadena,Agbu Vatche And Tamar Manoukian High School,private,25930,34.16203,-118.09937,168,,5
1463,Pasadena,Blair High School,public,2778,34.125526,-118.14582,962,4,4
1464,Pasadena,Camp Med After School Program,private,21740,34.11572,-118.16083,,,2
1465,Pasadena,Christ Centered Pasadena,private,12727,34.1423,-118.0842,,,
1466,Pasadena,Cis Academy,public,24737,34.161648,-118.09134,212,2,5
1467,Pasadena,Excelsior School,private,16023,34.17246,-118.118835,103,,4
1468,Pasadena,Free World U,private,25967,34.104595,-118.16682,93,,
1469,Pasadena,Frostig School,private,9194,34.16301,-118.09873,130,,4
1470,Pasadena,Futures Academy - Pasadena,private,31304,34.146866,-118.13271,60,,5
1471,Pasadena,Hillsides Education Center,private,10751,34.124485,-118.175865,82,,5
1472,Pasadena,"Institute For The Redesign Of Learning, Almansor Academy",private,9951,34.10174,-118.15268,169,,2
1473,Pasadena,John Muir High School,public,2794,34.1783,-118.15962,800,3,3
1474,Pasadena,Judson International School,private,15234,34.17353,-118.117226,120,,4
1475,Pasadena,La Salle High School,private,8045,34.161175,-118.06912,651,,4
1476,Pasadena,Learning Works School,charter,24789,34.14755,-118.09299,276,,2
1477,Pasadena,Maranatha High School,private,15266,34.14159,-118.15595,673,,4
1478,Pasadena,Marshall Fundamental School,public,2793,34.16257,-118.11303,1971,6,4
1479,Pasadena,Mayfield Senior School Of The Holy Child Jesus,private,8016,34.130424,-118.16225,332,,5
1480,Pasadena,Method Schools High,charter,32096,34.148514,-118.132835,250,,
1481,Pasadena,Opportunities For Learning - Baldwin Park,charter,11948,34.15208,-118.07903,8000,1,3
1484,Pasadena,Polytechnic School,private,8697,34.134594,-118.12803,858,,4
1485,Pasadena,Rose City High (Continuation) School,public,2798,34.139793,-118.1345,265,,3
1486,Pasadena,"Rosemary School, The",private,11491,34.145447,-118.08654,,,2
1487,Pasadena,South Pasadena Senior High School,public,2937,34.109917,-118.1532,1528,10,4
1488,Pasadena,Sovereign Grace Academy,private,12725,34.17362,-118.11901,,,
1489,Pasadena,St. Monica Academy,private,16161,34.15029,-118.16107,234,,4
1490,Pasadena,The Peace & Justice Academy,private,26840,34.14,-118.15,,,
1491,Pasadena,The Peace & Justice Academy,private,25307,34.16933,-118.10859,25,,5
1492,Pasadena,The Peace & Justice Academy,private,26033,34.16948,-118.10887,,,
1494,Pasadena,Upshur Academy,private,26041,34.136105,-118.132454,,,
1495,Pasadena,Villa Esperanza Services School,private,8910,34.154083,-118.1067,69,,
1496,Pasadena,"Waverly School, The",private,10676,34.138683,-118.15184,360,,4
1497,Pasadena,Westbrook Academy,private,24590,34.116882,-118.150055,,,
1498,Pasadena,Westridge School,private,8686,34.12653,-118.15667,500,,4
1499,Pico Rivera,Armenian Mesrobian,private,8513,34.011097,-118.09066,215,,4
1500,Pico Rivera,El Rancho Adult,public,14555,33.982986,-118.08653,,,
1501,Pico Rivera,El Rancho High School,public,1694,33.984146,-118.08696,2635,6,4
1502,Pico Rivera,Ellen Ochoa Prep Academy,public,32603,33.969864,-118.11276,,,
1503,Pico Rivera,Ruben Salazar Continuation School,public,1704,33.987907,-118.09082,190,,4
1504,Pomona,Adult And Career Education,public,14603,34.05483,-117.77258,,,
1505,Pomona,American Christian Academy,private,15568,34.076042,-117.74361,,,5
1506,Pomona,City of Knowledge School,private,11551,34.10644,-117.749725,,,5
1507,Pomona,Diamond Ranch High School,public,2812,34.022278,-117.77361,1694,6,4
1508,Pomona,Fremont Academy Of Engineering And Design,public,2814,34.040546,-117.75669,632,4,4
1509,Pomona,Ganesha High School,public,2815,34.064682,-117.78764,1059,4,4
1510,Pomona,Garey High School,public,2816,34.036945,-117.75121,1821,3,4
1511,Pomona,Grace Christian School,private,23851,34.0476,-117.74166,,,
1512,Pomona,International Polytechnic High School,public,1585,34.05037,-117.82071,540,9,5
1513,Pomona,Palomares Academy Of Health Science,public,2828,34.08328,-117.74566,436,3,4
1514,Pomona,Park West High (Continuation) School,public,2829,34.061283,-117.77388,236,,5
1515,Pomona,Pomona Alternative School,public,10967,34.06114,-117.72011,17,,3
1516,Pomona,Pomona Catholic Girls High School,private,7951,34.062645,-117.75778,322,,4
1517,Pomona,Pomona High School,public,2831,34.084324,-117.74145,1340,2,3
1518,Pomona,San Antonio Rop School,public,14954,34.063145,-117.72208,,,
1519,Pomona,School Of Arts And Enterprise,charter,12534,34.060295,-117.75028,733,4,4
1520,Pomona,School Of Extended Educational Options,charter,17472,34.0618,-117.71965,266,,5
1521,Pomona,Shield of Faith Christian School,private,10121,34.0616,-117.7804,,,1
1522,Pomona,Sweeney Academy,private,31349,34.0674,-117.74576,,,
1523,Pomona,Village Academy High School At Indian Hill,public,11971,34.06301,-117.72293,325,6,4
1524,Pomona,Young People Corporation Academy,private,26060,34.060776,-117.78007,,,
1525,Rancho Palos Verdes,Dunn Academy,private,25960,33.773224,-118.3914,,,
1526,Rancho Palos Verdes,Faith Christian School Psp,private,31299,33.77882,-118.39789,,,
1527,Rancho Palos Verdes,Peninsula Community Church Academy,private,16120,33.767456,-118.37507,,,5
1528,Redondo Beach,Redondo Beach Learning Academy,public,24642,33.84872,-118.38247,8,,
1530,Redondo Beach,Redondo Union High School,public,2865,33.844753,-118.38649,2755,9,4
1531,Redondo Beach,South Bay Adult,public,14781,33.886543,-118.36203,,,
1532,Redondo Beach,South Bay Faith Academy,private,26807,33.832214,-118.3871,,,
1533,Redondo Beach,South Bay Faith Academy,private,16152,33.840187,-118.38559,,,5
1534,Rolling Hills,Lighthouse Academy,private,31321,33.7699,-118.371376,,,
1536,Rolling Hills,Palos Verdes Adult,public,14410,33.75901,-118.36011,,,
1537,Rolling Hills,Palos Verdes Peninsula High School,public,2848,33.780655,-118.37375,2519,10,4
1538,Rolling Hills,Rancho Del Mar High (Continuation) School,public,2851,33.75997,-118.36126,72,3,5
1542,Rosemead,Berean Christian School,private,9595,34.087048,-118.081406,,,1
1543,Rosemead,Don Bosco Technical Institute,private,8015,34.0423,-118.08704,394,,4
1544,Rosemead,Kids Klub San Gabriel / Rosemead,private,24962,34.092762,-118.0853,150,,5
1545,Rosemead,Logsdon School,private,15539,34.054523,-118.10339,,,
1547,Rosemead,Rosemead High School,public,1731,34.083794,-118.07156,1805,7,3
1548,San Dimas,Adult Transition Program,public,32040,34.097866,-117.82516,,,
1549,San Dimas,Bonita District Adult,public,14200,34.11785,-117.80779,,,
1550,San Dimas,Canyon View School,private,15720,34.095802,-117.837616,123,,
1551,San Dimas,Chaparral High (Continuation) School,public,1527,34.117535,-117.80643,87,,4
1552,San Dimas,San Dimas High School,public,1536,34.099308,-117.82293,1360,8,4
1553,San Dimas,Vista (Alternative) School,public,10933,34.11759,-117.80767,27,,1
1554,San Fernando,Academy of Scientific Exploration (ASE),public,25734,34.288464,-118.42073,477,3,4
1555,San Fernando,Calvary Baptist Christian,private,9606,34.2879,-118.4139,,,5
1559,San Fernando,Mission Continuation School,public,2246,34.270237,-118.4398,61,,
1560,San Fernando,PUC Nueva Esperanza Charter Academy,charter,32332,34.287617,-118.43854,,3,
1561,San Fernando,San Fernando Senior High School,public,2366,34.272472,-118.4421,2222,4,3
1562,San Fernando,Vaughn Next Century Learning Center,charter,2452,34.279675,-118.42094,2831,5,4
1563,San Gabriel,Christ Centered Pasadena Christian School,private,25952,34.092697,-118.09818,,,
1564,San Gabriel,Del Mar High School,public,2907,34.098423,-118.09953,55,,3
1565,San Gabriel,Gabrielino High School,public,2909,34.084,-118.09084,1813,9,4
1566,San Gabriel,Options for Youth San Gabriel School,charter,10977,34.09764,-118.09127,1127,2,5
1567,San Gabriel,San Gabriel Academy,private,8987,34.0997,-118.07641,492,,4
1568,San Gabriel,San Gabriel High School,public,14099,34.091923,-118.10802,2253,8,4
1569,San Gabriel,San Gabriel Mission High School,private,8070,34.099243,-118.10716,254,,4
1570,San Gabriel,Watchman Nee Memorial,private,16185,34.112164,-118.08629,,,
1571,San Marino,San Marino High School,public,2917,34.12511,-118.09795,1200,10,4
1572,San Marino,Southwestern Academy,private,8512,34.11513,-118.13225,154,,4
1573,Santa Clarita,Academy Of The Canyons,public,11752,34.40719,-118.56758,395,10,4
1574,Santa Clarita,Advantage Preparatory Schools,private,12742,34.463646,-118.530174,,,5
1576,Santa Clarita,Bowman (Jereann) High (Continuation) School,public,3051,34.413513,-118.51454,502,,4
1577,Santa Clarita,CARE Learning Academy,private,26490,34.42323,-118.49878,15,,5
1578,Santa Clarita,Care Learning Academy,private,31287,34.42318,-118.49878,,,
1579,Santa Clarita,Cornerstone Christian,private,15999,34.42875,-118.443474,,,
1580,Santa Clarita,Golden Valley High School,public,14320,34.399593,-118.49154,2129,8,3
1581,Santa Clarita,Hart Rop School,public,14951,34.41359,-118.51443,,,
1583,Santa Clarita,Lemaster Academy,private,17189,34.4531,-118.5259,,,
1584,Santa Clarita,Lighthouse Christian Academy,private,25986,34.386337,-118.516975,,,
1585,Santa Clarita,Mission View Public School,charter,17519,34.415382,-118.55294,1574,,5
1586,Santa Clarita,Monticello Preparatory School,private,23860,34.375313,-118.540276,38,,5
1587,Santa Clarita,Santa Clarita Christian,private,9478,34.413242,-118.46438,441,,4
1588,Santa Clarita,Sequoia Charter School,public,17034,34.412598,-118.51432,49,,5
1589,Santa Clarita,St. Isaac Jogues,private,31344,34.444805,-118.50638,,,
1591,Santa Clarita,Star Students Learning,private,26027,34.407787,-118.55544,,,
1592,Santa Clarita,Stewart Academy,private,31348,34.39849,-118.542854,,,
1593,Santa Clarita,Trinity Classical Academy,private,26036,34.450504,-118.578926,508,,
1594,Santa Fe Springs,Santa Fe High School,public,3064,33.940125,-118.08998,2395,7,4
1595,Santa Fe Springs,St. Paul High School,private,7958,33.95116,-118.053535,655,,4
1596,Santa Monica,Arete Preparatory Academy,private,25934,34.03588,-118.44447,54,,
1597,Santa Monica,Crossroads School For Arts And Sciences,private,10850,34.02457,-118.47387,1158,,4
1598,Santa Monica,Lighthouse Christian Academy,private,9749,34.035015,-118.47083,60,,4
1599,Santa Monica,New Roads School,private,13030,34.03119,-118.46156,,,5
1601,Santa Monica,Olympic High (Continuation) School,public,2928,34.0062,-118.47777,91,,5
1602,Santa Monica,Pacifica Christian High School,private,8651,34.029625,-118.48513,239,,4
1603,Santa Monica,Saint Monica Catholic High School,private,7945,34.024086,-118.49715,400,,4
1604,Santa Monica,Santa Monica High School,public,2932,34.011253,-118.48513,2950,9,4
1605,Santa Monica,Santa Monica-Malibu Adult,public,14466,34.00744,-118.47729,,,
1606,Sierra Madre,Alverno Heights Academy,private,7943,34.165955,-118.066696,185,,4
