,City,Sname,Type,gsId,Lat,Lon,Enrollment,gsRating,ParentRating
1608,South Gate,Great Commission Baptist School,private,16040,33.9604,-118.2137,,,1
1609,South Gate,International Studies Learning Center At Legacy High School Complex,public,13662,33.941326,-118.17894,863,6,4
1610,South Gate,Odyssey Continuation School,public,2287,33.954945,-118.21106,96,,4
1611,South Gate,Pilgrim Baptist School,private,24448,33.953705,-118.2239,,,
1613,South Gate,Simon Rodia Continuation School,public,2350,33.942245,-118.22316,101,,2
1614,South Gate,South East High School,public,14526,33.946064,-118.2233,2105,5,4
1615,South Gate,South Gate Senior High School,public,2359,33.95463,-118.20975,2872,4,4
1622,Temple City,Dr. Doug Sears Learning Center,public,2959,34.09399,-118.06679,39,,3
1623,Temple City,Logos Academia,private,23859,34.1026,-118.05044,,,
1624,Temple City,Temple City Adult Education,public,14137,34.09407,-118.0672,,,
1626,Temple City,Temple City High School,public,2960,34.117455,-118.06422,2076,9,4
1627,Torrance,Ambassador High School,private,25932,33.841362,-118.33937,79,,
1628,Torrance,Bishop Montgomery High School,private,7937,33.83688,-118.37309,,,4
1629,Torrance,Branch Of Hope School,private,15547,33.83089,-118.32545,,,
1630,Torrance,"Center For Learning Unlimited, The",private,15987,33.79446,-118.3347,28,,5
1631,Torrance,Gene Drevno Community Day School,public,14941,33.825638,-118.32158,15,,3
1632,Torrance,Hamilton Adult Education Center,public,27153,33.86478,-118.32148,,,
1633,Torrance,Jubilee Torrance Academy,private,16056,33.86751,-118.34442,,,
1634,Torrance,Los Angeles International School,private,9198,33.80909,-118.350136,,,
1635,Torrance,North High School,public,2977,33.865536,-118.3357,1901,9,4
1636,Torrance,Owen H. Griffith Adult,public,13807,33.825874,-118.32099,,,
1637,Torrance,Pacific Lutheran High School,private,10485,33.827045,-118.32853,,,4
1638,Torrance,Shery (Kurt T.) High (Continuation) School,public,2981,33.82286,-118.32388,152,,5
1639,Torrance,South Bay High School,private,11501,33.824295,-118.35598,,,5
1640,Torrance,South Bay Junior Academy,private,9052,33.8483,-118.35963,171,,4
1641,Torrance,South High School,public,2982,33.810787,-118.36524,2110,10,3
1642,Torrance,Southern California Roc School,public,14947,33.824924,-118.32846,,,
1643,Torrance,Switzer Learning Center,private,8461,33.84466,-118.32244,81,,5
1644,Torrance,Torrance High School,public,2984,33.831306,-118.32114,2071,9,4
1645,Torrance,West High School,public,2988,33.846516,-118.3667,2078,9,4
1648,Walnut,Aims Academy,private,17163,34.0196,-117.8655,,,3
1656,Walnut,International Cross Academy,private,16054,33.996,-117.8613,,,
1659,Walnut,Ron Hockwalt Academies (Continuation) School,public,2996,33.999992,-117.85426,32,,4
1661,Walnut,Walnut High School,public,3006,34.021233,-117.85144,2675,10,4
1672,West Hollywood,Bnos Devorah High School,private,23834,34.079987,-118.34422,21,,5
1673,West Hollywood,Larchmont Charter School,charter,14718,34.09357,-118.36188,1424,8,5
1674,West Hollywood,Pacific Hills School,private,16110,34.09034,-118.38025,135,,4
1675,West Hollywood,West Hollywood College Prep School,private,16017,34.094723,-118.36649,86,,4
1677,West Hollywood,West Hollywood Opportunity School,public,14206,34.089935,-118.36161,91,,
1678,Westlake Village,Futures Academy - Westlake Village,private,31732,34.149845,-118.79358,60,,
1679,Westlake Village,Malibu Cove Private,private,16815,34.155346,-118.830925,1067,,5
1680,Westlake Village,Oaks Christian School,private,13040,34.153477,-118.8108,1320,,4
1681,Westlake Village,River Oaks Academy,charter,25238,34.15585,-118.83043,200,6,4
1682,Westlake Village,Westlake High School,public,7602,34.15887,-118.81779,2370,8,4
1683,Whittier,Adult Division Center,public,13813,33.952347,-118.04392,,,
1684,Whittier,B'nai Ha Aliyah - Children Of Ascent Academy,private,15984,33.975174,-118.06022,,,
1685,Whittier,California High School,public,3060,33.943817,-118.02427,2819,6,4
1686,Whittier,Calvary Chapel Christian School Of Whittier,private,17166,33.983032,-118.03938,30,,5
1687,Whittier,El Camino High (Continuation) School,public,2719,33.919422,-118.01943,304,,4
1688,Whittier,Family Life Center Christian Academy,private,13347,33.97894,-118.07647,20,,5
1690,Whittier,La Serna High School,public,3062,33.954826,-117.99605,2838,8,4
1691,Whittier,Painter Avenue Christian,private,16114,33.979485,-118.035355,,,
1692,Whittier,Pioneer High School,public,3063,33.971546,-118.07874,1446,6,3
1693,Whittier,Remnant Christian School,private,12712,33.97408,-118.03217,,,
1695,Whittier,Solid Faith Christian School,private,16150,33.997887,-118.06899,,,5
1696,Whittier,Tri-Cities Rop School,public,14946,33.970024,-118.07866,,,
1697,Whittier,Walker Academy,private,16184,33.9388,-118.0314,,,
1698,Whittier,Whittier Christian High School,private,9159,33.98,-118.03,578,,4
1699,Whittier,Whittier Christian Schools - Satellite,private,10699,33.981407,-118.040115,195,,5
1700,Whittier,Whittier High School,public,3065,33.979816,-118.04411,2082,6,4
1701,Chowchilla,Chowchilla High School,public,3148,37.116436,-120.26264,1066,2,3
1703,Chowchilla,Turningpoint Christian Academy,private,23887,37.122746,-120.258224,,,
1704,Madera,Centennial Independent Study School,public,17070,36.92507,-119.89431,12,,
1705,Madera,Children's Hospital Of Central California,public,25233,36.884415,-119.80028,7,,
1706,Madera,Eastin-Arcola High School,public,25226,36.97224,-120.03812,152,,
1707,Madera,Enterprise Secondary School,public,14549,36.952667,-120.02745,59,,
1708,Madera,Faith Tabernacle Christian Academy,private,26723,36.96,-120.06,,,
1709,Madera,Faith Tabernacle Christian Academy,private,16197,36.96628,-120.06927,,,
1710,Madera,Foothill Christian Academy,private,16198,36.9659,-119.90802,,,5
1711,Madera,Freedom Home,public,32468,36.98681,-119.8795,,,
1712,Madera,Furman (Duane E.) High (Independent Study Program) School,public,10978,36.938282,-120.04733,130,,1
1713,Madera,Genesis,private,16199,36.9318,-119.8669,,,
1714,Madera,Genesis Provisions Christian Academy,private,16200,36.935467,-119.87534,,,
1715,Madera,Golden Valley Adult,public,16850,36.924576,-119.89439,,,
1716,Madera,Gould Educational Center,public,12482,36.951065,-120.05759,330,2,
1718,Madera,Koinonia Christian School,private,15903,36.992043,-119.87827,,,
1719,Madera,Liberty High School,public,12171,36.926178,-119.8943,589,6,3
1721,Madera,Madera Adult,public,13983,36.97466,-120.08059,,,
1722,Madera,Madera Christian School,private,9380,37.018227,-120.1385,,,
1723,Madera,Madera County Independent Academy,charter,24715,36.95287,-120.03709,384,,5
1724,Madera,Madera High School,public,3160,36.956017,-120.06588,2139,4,3
1725,Madera,Madera South High School,public,16872,36.938328,-120.04924,2916,3,4
1726,Madera,Mountain Vista Educational Center,public,25453,36.939575,-120.06818,22,,
1727,Madera,Pioneer Technical Center,charter,12603,36.93273,-120.05593,160,,5
1728,Madera,Ripperdan Community Day,public,31854,36.851334,-120.07158,48,,
1729,Madera,Sherman Thomas Charter High School,charter,25020,36.982895,-120.07114,68,4,5
1730,Madera,Valley Teen Ranch Community Day School,public,16849,36.904526,-119.91173,20,,
1731,Larkspur,Redwood High School,public,3490,37.938164,-122.53266,1770,10,4
1732,Larkspur,San Andreas High (Continuation) School,public,10988,37.934353,-122.52655,78,,5
1733,Larkspur,Tamalpais Adult/Community Education,public,13787,37.93767,-122.52673,,,
1734,Larkspur,Tamiscal High (Alternative) School,public,10987,37.938156,-122.53109,117,8,5
1735,Mill Valley,Tamalpais High School,public,3492,37.891296,-122.52724,1419,8,4
1736,Novato,Big Rock Sudbury,private,17229,38.0579,-122.5282,,,
1737,Novato,Living Epistle,private,17230,38.1059,-122.5877,,,
1738,Novato,Marin Oaks High School,public,3453,38.097794,-122.57617,72,,5
1740,Novato,North Bay Academy of Communication and Design,private,24961,38.109985,-122.605034,120,,
1741,Novato,North Bay Christian Academy,private,9630,38.095093,-122.56323,63,,5
1743,Novato,Novato Adult Education Center,public,14631,38.09804,-122.57647,,,
1744,Novato,Novato High School,public,3455,38.090633,-122.57293,1296,8,4
1745,Novato,San Marin High School,public,3460,38.11967,-122.60875,1076,8,4
1746,Novato,St. Felicity,private,16213,38.061375,-122.56542,,,
1747,Ross,The Branson School,private,10613,37.966187,-122.565445,321,,5
1748,San Anselmo,Irene M. Hunt School Of Marin (Formerly Marin Academic Center) / Sunny Hills Services,private,24374,37.983418,-122.5614,39,,
1751,San Anselmo,San Domenico School,private,9870,38.01681,-122.587456,669,,4
1752,San Anselmo,Sir Francis Drake High School,public,3491,37.984158,-122.57197,1077,8,5
1753,San Rafael,Anova Center For Education San Rafael,private,27294,37.96412,-122.52423,42,,5
1755,San Rafael,Fusion Academy Marin,private,32380,38.019283,-122.54143,55,,
1756,San Rafael,Madrone High Continuation School,public,3487,37.97171,-122.5138,59,,5
1757,San Rafael,Marin Academy,private,8682,37.975735,-122.53438,412,,4
1758,San Rafael,Marin County Rop School,public,14959,38.013878,-122.54941,,,
1759,San Rafael,Marin County Special Education School,public,12647,38.01371,-122.55017,152,,1
1760,San Rafael,Marin School of Environmental Leadership,public,26494,37.998478,-122.55313,90,,5
1761,San Rafael,Mulberry Classroom,private,16209,38.0222,-122.54967,,,5
1763,San Rafael,San Rafael Adult Education,public,14202,37.999344,-122.55423,,,
1764,San Rafael,San Rafael High School,public,3488,37.97082,-122.51327,1210,6,4
1765,San Rafael,Star Academy,private,9903,38.018833,-122.535286,70,,5
1766,San Rafael,Terra Linda High School,public,3489,37.99925,-122.55111,1117,7,4
1767,San Rafael,The Marin School,private,9385,37.99898,-122.52551,89,,4
1768,San Rafael,Timothy Murphy,private,15525,38.02257,-122.550514,32,,4
1769,San Rafael,Timothy Murphy School,private,30794,38.03291,-122.534004,,,
1770,Mariposa,Mariposa Adult,public,13883,37.472656,-119.902,,,
1771,Mariposa,Mariposa County High School,public,3496,37.48937,-119.96386,522,7,5
1773,Mariposa,Special Education School,public,12541,37.49027,-119.9645,40,,
1775,Mariposa,Summit Christian School,private,26067,37.469135,-119.88917,15,,
1776,Mariposa,Victory Baptist Christian School,private,15533,37.48494,-119.966286,6,,
1777,Mendocino,Mendocino Alternative School,public,10992,39.308342,-123.80313,12,,
1778,Mendocino,Mendocino High School,public,3197,39.307507,-123.80058,192,8,5
1779,Mendocino,Mendocino Sunrise High School,public,3195,39.310223,-123.80123,10,,
1780,Fort Bragg,Coastal Adult,public,14109,39.43991,-123.79103,,,
1781,Fort Bragg,Fort Bragg High School,public,3179,39.44173,-123.78855,518,6,4
1784,Fort Bragg,Three Rivers Charter School,charter,25697,39.422077,-123.81137,119,6,5
1785,Point Arena,Pacific Community Charter School,charter,11975,38.914394,-123.70071,83,,5
1786,Point Arena,Point Arena High School,public,3199,38.91324,-123.69333,141,4,4
1787,Point Arena,South Coast Continuation School,public,3200,38.913837,-123.69699,4,,
1788,Ukiah,Accelerated Achievement Academy,charter,12173,39.16202,-123.20958,160,4,4
1789,Ukiah,Advanced Education Services-North Haven,private,10297,39.147995,-123.215126,,,3
1790,Ukiah,Developing Virtue,private,8763,39.133595,-123.164635,205,,
1791,Ukiah,Mendocino County Community School,public,14488,39.16024,-123.21539,75,,
1792,Ukiah,Mendocino County Rop School,public,14961,39.133144,-123.16603,,,
1793,Ukiah,Orr Creek School,public,14960,39.166245,-123.24933,10,,
1794,Ukiah,Redwood Academy Of Ukiah,charter,11976,39.164318,-123.21025,143,10,5
1795,Ukiah,South Valley High (Continuation) School,public,3215,39.146954,-123.21178,148,,5
1796,Ukiah,Ukiah Adult,public,13701,39.16094,-123.21502,,,
1797,Ukiah,Ukiah High School,public,3216,39.166553,-123.24884,1594,5,4
1798,Ukiah,Ukiah Independent Study Academy,public,31150,39.162144,-123.22786,110,4,
1799,Ukiah,Ukiah Junior Academy,private,9059,39.107544,-123.19926,127,,4
1800,Willits,La Vida Charter School,charter,17071,39.379295,-123.34026,86,,5
1801,Willits,Sanhedrin Alternative,public,32646,39.414394,-123.35466,,,
1802,Willits,Sanhedrin High School,public,3223,39.414944,-123.35462,36,2,3
1803,Willits,Trinity Holiness Academy,private,15335,39.4067,-123.355,,,
1804,Willits,Willits Adult,public,32645,39.414207,-123.35479,,,
1805,Willits,Willits Charter School,charter,10994,39.396603,-123.3494,125,4,4
1806,Willits,Willits High School,public,3226,39.41711,-123.35456,398,4,4
1807,Atwater,Atwater High School,public,3414,37.364082,-120.61642,1885,4,4
1808,Atwater,Buhach Colony High School,public,11762,37.31346,-120.57751,1764,4,4
1809,Atwater,Central Valley Christian School,private,15359,37.323647,-120.557755,,,
1811,Atwater,Landmark Christian,private,15364,37.349308,-120.6162,,,5
1812,Atwater,Valley Atwater Community Day School,public,14448,37.347717,-120.60908,61,,2
1813,Dos Palos,Dos Palos Adult,public,14834,36.961983,-120.65464,,,
1814,Dos Palos,Dos Palos High School,public,3366,36.98638,-120.62425,670,4,4
1815,Dos Palos,Westside Community Day Middle High School,public,25459,36.961594,-120.65504,7,,
1817,Gustine,Gustine High School,public,3372,37.260258,-121.0002,598,5,3
1819,Livingston,Floyd A. Schelby School,public,14962,37.386806,-120.68624,56,,
1820,Livingston,Livingston High School,public,3416,37.376183,-120.7234,1124,4,4
1821,Livingston,Longview Mennonite School,private,8804,37.35236,-120.718864,69,,
1822,Livingston,Merismos Christian School,private,16222,37.3763,-120.6773,,,
1823,Los Banos,Cornerstone Christian Academy,private,13225,37.070194,-120.839195,,,
1824,Los Banos,Crossroads Alternative Education Center,public,24858,37.064945,-120.83741,133,2,5
1825,Los Banos,Lighthouse Baptist Christian School,private,31366,37.06646,-120.83407,,,
1826,Los Banos,Los Banos High School,public,3384,37.04719,-120.84009,1440,5,3
1827,Los Banos,Pacheco High School,public,25351,37.069458,-120.8148,1503,4,
1828,Los Banos,San Luis High (Continuation) School,public,3387,37.066875,-120.84183,116,,
1829,Los Banos,Valley Los Banos Community Day School,public,14445,37.06777,-120.85969,82,,
1830,Merced,El Capitan High,public,31102,37.36843,-120.45941,1557,5,
1831,Merced,Golden Valley High School,public,3415,37.28784,-120.4487,1716,4,4
1832,Merced,Gospel Defenders Christian,private,31365,37.330513,-120.52841,,,
1833,Merced,Grace Bishop School,private,16220,37.29797,-120.44739,,,5
1834,Merced,Harvest Christian School,private,13402,37.31,-120.48,52,,
1835,Merced,Independence High (Alternative) School,public,10998,37.30068,-120.47459,49,,1
1836,Merced,Merced Adult,public,14642,37.30133,-120.47326,,,
1837,Merced,Merced County Rop School,public,14963,37.29783,-120.48785,,,
1839,Merced,Merced High School,public,3417,37.31902,-120.47297,1706,4,3
1840,Merced,Merced Scholars Charter School,charter,13746,37.294487,-120.5089,107,4,5
1842,Merced,Stone Hearth Academy,private,31368,37.089584,-121.02248,,,
1843,Merced,Stone Ridge Christian High School,private,13492,37.32671,-120.47655,87,,4
1844,Merced,Valley Community School,public,14438,37.295387,-120.50722,238,,
1846,Alturas,High Desert Community Day School,public,13889,41.491024,-120.53993,1,,3
1847,Alturas,Modoc Community Adult,public,13816,41.490993,-120.54,,,
1848,Alturas,Modoc County Rop School,public,14964,41.480774,-120.54388,,,
1850,Alturas,Modoc High School,public,3120,41.49173,-120.54247,220,5,5
1852,Mammoth Lakes,Jan Work Community School,public,13641,37.64317,-118.96395,10,,5
1853,Mammoth Lakes,Mammoth High School,public,3347,37.64165,-118.9583,331,6,2
1855,Mammoth Lakes,Sierra High (Continuation) School,public,3349,37.6395,-118.96754,14,,
1856,Gonzales,Gonzales Evening High,public,13901,36.511837,-121.44345,,,
1857,Gonzales,Gonzales High School,public,3245,36.511868,-121.43971,741,2,3
1858,Gonzales,Somavia High School,public,14532,36.511875,-121.44378,53,,
1859,Greenfield,Greenfield High School,public,3253,36.312756,-121.24056,1053,2,4
1860,Greenfield,Straight Arrow Private School,private,31373,36.24598,-121.434166,,,
1861,King City,Hillsview Christian Academic School,private,26069,36.215706,-121.126274,,,
1862,King City,King City High School,public,3254,36.209373,-121.13227,1018,4,3
1863,King City,New Life Christian School,private,31372,36.21117,-121.126526,,,
1864,King City,Pinnacle Academy Charter - Independent Study,charter,32465,36.208935,-121.13286,,,
1865,King City,Portola-Butler Continuation High School,public,3255,36.208485,-121.13335,88,,5
1866,Marina,Learning For Life Charter School,charter,11768,36.673435,-121.76393,114,,4
1867,Marina,Marina Christian School,private,12808,36.69219,-121.80395,,,
1868,Marina,Marina High School,public,16982,36.67402,-121.7962,595,6,4
1869,Monterey,Big Sur Charter School,charter,24813,36.611362,-121.89833,95,,3
1872,Monterey,Monterey Adult/Rop,public,14828,36.61698,-121.83799,,,
1873,Monterey,Monterey High School,public,3280,36.59656,-121.90221,1277,7,3
1874,Monterey,Pacific Lighthouse Academy,private,23891,36.613525,-121.90252,,,
1875,Monterey,Santa Catalina School,private,16232,36.5921,-121.86894,230,,4
1876,Monterey,Trinity Christian High School,private,12891,36.613094,-121.904625,127,,
1877,Monterey,Trinity Christian High School,private,17235,36.59911,-121.88863,120,,5
1878,Monterey,York School,private,15090,36.57574,-121.805145,230,,5
